pair,material_id,distance_dex,realized_Linf_A,realized_Linf_B,realized_Linf_ratio_A_over_B,row_index_A,row_index_B,nominal_tolerance_absolute_A,nominal_tolerance_absolute_B,nominal_tolerance_relative_A,nominal_tolerance_relative_B,Bader_error_fixed_e_A,Bader_error_fixed_e_B,Bader_error_resolved_e_A,Bader_error_resolved_e_B,compression_ratio_A,compression_ratio_B,bits_per_value_A,bits_per_value_B,certified_at_0.0001_A,certified_at_0.0001_B,certified_at_0.0001_ignoring_eligibility_A,certified_at_0.0001_ignoring_eligibility_B,certified_at_0.001_A,certified_at_0.001_B,certified_at_0.001_ignoring_eligibility_A,certified_at_0.001_ignoring_eligibility_B,certified_at_0.01_A,certified_at_0.01_B,certified_at_0.01_ignoring_eligibility_A,certified_at_0.01_ignoring_eligibility_B,eligible_A1_at_0.0001_A,eligible_A1_at_0.0001_B,eligible_A1_at_0.001_A,eligible_A1_at_0.001_B,eligible_A1_at_0.01_A,eligible_A1_at_0.01_B
zfp_vs_sz3,mp-1044463,0.0027561243305276317,18.86503058,18.745688205699025,1.0063663906596234,217,208,187.45964329863,18.745964329863,0.1,0.01,0.0049131417370578,0.1177245423704818,0.0790106526570424,0.1582001853228014,86.9762174405436,479.5129946148443,0.7358333333333333,0.13346875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
zfp_vs_sz3,mp-1044463,0.06841063651587154,4.803924649999999,5.6235016039939865,0.8542586075885711,216,207,56.237892989589,5.6237892989589,0.03,0.003,0.0010116651993721,0.0213430853011242,0.0134955478753528,0.0330585195140669,56.00933488914819,283.6565096952909,1.1426666666666667,0.225625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
zfp_vs_sz3,mp-1044463,0.07349826467435316,0.2220269456250037,0.1874594851001063,1.1843996344406784,213,204,1.8745964329863,0.18745964329863,0.001,0.0001,2.976603240067988e-05,0.0003779674138302,0.0051890350427106,0.003654504879341,20.61911026391387,38.71333606376611,3.1039166666666667,1.6531770833333332,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True
zfp_vs_sz3,mp-1046632,0.036430944042073504,0.7313426850000013,0.6724964216915623,1.0875042028631472,249,236,6.725036659458,0.6725036659457999,0.003,0.0003,0.0001626443266014,0.0016740479566017,0.0051625486633772,0.0030360680189307,31.265329098146434,85.93808280492354,2.0469958847736627,0.7447222222222222,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True
zfp_vs_sz3,mp-1046632,0.052901485801562176,2.5320606600000133,2.241674853062733,1.1295396638547,250,237,22.41678886486,2.241678886486,0.01,0.001,0.0003272433331602,0.0066887414445018,0.0180107193723726,0.0211290389762854,46.68027374234602,154.12516723650958,1.371028806584362,0.4152469135802469,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
zfp_vs_sz3,mp-1069461,0.08534673292729855,0.0957882550000004,0.0786983321992842,1.2171573694527626,301,294,0.78698581017,0.078698581017,0.003,0.0003,3.9299890999267006e-05,0.000552644753565,0.0139728422065497,0.0231150715779673,29.87358184764992,95.1559248205211,2.142361111111111,0.6725802951388888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
zfp_vs_sz3,mp-1069461,0.09610103575032991,0.3273000899999942,0.2623282662551922,1.2476737435591392,302,295,2.6232860339000004,0.26232860339,0.01,0.001,0.0001716343440874,0.0026406242312084,0.048570075345268,0.0776342047435521,43.82701738742755,191.56867945976668,1.4602864583333333,0.33408383969907407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
zfp_vs_sz3,mp-10761,0.07406928302028026,0.0561050909999991,0.0473078257060208,1.1859579290040947,318,311,0.4730827842020999,0.04730827842021,0.0003,3e-05,1.4003259137140844e-05,0.0004455015119644,0.0139304625459413,0.0113317702820747,21.633326731365948,38.134473829682,2.9583984375,1.678271484375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
zfp_vs_sz3,mp-10761,0.097280082169378,0.1972848663749999,0.1576934627522295,1.2510655986099883,319,312,1.576942614007,0.1576942614007,0.001,0.0001,6.78485848393251e-05,0.0005805620211845,0.0153131580569247,0.0164267817086862,30.878251036562386,64.35192458758837,2.07265625,0.99453125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
zfp_vs_sz3,mp-1077125,0.006754615144169557,0.6525615299999998,0.6627902066648446,0.9845672483359171,348,338,6.627906950380001,0.662790695038,0.1,0.01,0.0004330465986899,0.0036206209407243,0.0163361055342239,0.0388349508245429,48.75921741526592,262.37722419928826,1.312572337962963,0.2439236111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
zfp_vs_sz3,mp-1077125,0.008328786223026463,0.1950597035000001,0.1988366080712573,0.9810049839016382,347,337,1.988372085114,0.1988372085114,0.03,0.003,0.0001239181002179,0.0006582088798436,0.0092709970028508,0.022093602741493,32.300244605892445,124.08422012236812,1.9814091435185186,0.5157787181712963,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
