material_id,formula,system_type,corpus,codec,codec_config_frozen,ladder,nominal_tolerance_relative,nominal_tolerance_absolute,npoints,npoints_frozen,natoms,value_ptp,value_ptp_frozen,stability_floor_A1_e,npz_sha256,frozen_realized_Linf,frozen_compressed_bytes,compression_ratio_frozen,Bader_error_resolved_e,Bader_error_fixed_e,frac_voxels_reassigned,n_voxels_reassigned,electron_count_abs_dev_frozen,rmse_density_frozen,codec_config_reproduced,reproduced_realized_Linf,Linf_reproduction_ratio,reproduced_compressed_bytes,compressed_bytes_equal,gate_linf_pass,reproduction_gate_pass,realized_Linf,realized_Linf_over_ptp,rmse_density,electron_count_abs_dev,compression_ratio_reproduced,compression_ratio,V_orig_rms,potential_rel_RMSE,potential_rel_Linf,encode_seconds
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,0.001,7.710885166830601,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,7.71068546847658,637214,18.743994953029908,0.0106661713362008,0.0017807391511013,0.0518763663837448,77451,0.0058365752572626,2.527092133637207,"hdf5plugin Sperr absolute, single chunk",7.71068546847658,1.0,637214,True,True,True,7.71068546847658,0.0009999741017600833,2.527092133637207,0.005836575257262666,18.743994953029908,18.743994953029908,1144.938975393897,0.00021186882096644656,0.0008470466536611208,0.664
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,0.003,23.1326555004918,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,23.13209419695087,477001,25.03964561919157,0.0229604597195587,0.004185381239516,0.0866119845250343,129311,0.0015301726072607,7.081753169868768,"hdf5plugin Sperr absolute, single chunk",23.13209419695087,1.0,477001,True,True,True,23.13209419695087,0.0029999272063415826,7.081753169868768,0.001530172607260738,25.039645619191575,25.039645619191575,1144.938975393897,0.0005560913493840716,0.002284564279947441,0.559
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,0.01,77.108851668306,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,77.10494696617526,327725,36.444995041574494,0.0962850705692996,0.0147333848939581,0.1648689343278463,246148,0.0042591425795421,21.96482836921824,"hdf5plugin Sperr absolute, single chunk",77.10494696617526,1.0,327725,True,True,True,77.10494696617526,0.009999493611687081,21.96482836921824,0.0042591425795421856,36.444995041574494,36.444995041574494,1144.938975393897,0.002146852629868862,0.007232008813751414,0.63
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,tight,1e-07,0.000771088516683,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,0.000771088146898,2210781,5.402586687690911,0.0001708577485084,1.5952125131946104e-07,4.755551268861454e-05,71,6.525369826704264e-07,0.0004326560092334,pysz ABS INTERP_LORENZO,0.0007710881468909747,0.9999999999908891,2210781,True,True,True,0.0007710881468909747,9.999995204284886e-08,0.0004326560092337384,6.525368121401698e-07,5.402586687690911,5.402586687690911,1144.938975393897,3.363003984577497e-08,1.0063271150348325e-07,1.079
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,tight,3e-07,0.0023132655500491,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,0.0023132649423018,1733468,6.890196992387515,0.0005000706974183,7.765922713787177e-07,0.0001627604166666,243,6.043577798209299e-06,0.0012981133822286,pysz ABS INTERP_LORENZO,0.0023132649425292584,1.0000000000983278,1733468,True,True,True,0.0023132649425292584,2.999999212126872e-07,0.0012981133822315236,6.043577798209299e-06,6.890196992387515,6.890196992387515,1144.938975393897,1.2987336217652154e-07,5.383131717658488e-07,0.854
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,tight,1e-06,0.0077108851668306,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,0.0077108821994507,1306198,9.144047074027062,0.0003396340345442,5.0843588690341335e-06,0.0005030167609739,751,6.925426913539923e-05,0.0043978759707183,pysz ABS INTERP_LORENZO,0.007710882199450708,1.000000000000001,1306198,True,True,True,0.007710882199450708,9.99999615170006e-07,0.004397875970718333,6.925426913539923e-05,9.144047074027062,9.144047074027062,1144.938975393897,5.256591751630664e-07,1.7520865458110223e-06,0.64
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,tight,3e-06,0.0231326555004918,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,0.0231326443185366,981359,12.170812108514824,0.0007160656798106,1.921450429787086e-05,0.0012083118998628,1804,0.000289058535543,0.0128691021008679,pysz ABS INTERP_LORENZO,0.023132644318536677,1.0000000000000033,981358,False,True,False,0.023132644318536677,2.9999985498480547e-06,0.012869102100867986,0.00028905853554306304,12.170824510525211,12.170824510525211,1144.938975393897,1.3136042922656042e-06,5.888488197289121e-06,0.762
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,1e-05,0.077108851668306,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,0.0771087018807747,672284,17.76620594867645,0.0009370727074635,9.912673633571956e-05,0.0028894997427983,4314,0.0016837960378666,0.0410776527657491,pysz ABS INTERP_LORENZO,0.07710870188034846,0.9999999999944722,672284,True,True,True,0.07710870188034846,9.999980574479543e-06,0.041077652765747596,0.001683796037866614,17.76620594867645,17.76620594867645,1144.938975393897,1.1680731676473222e-05,4.175003247762679e-05,0.508
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,3e-05,0.231326555004918,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,0.2313262215766371,446396,26.75636878466653,0.0026753338491154,0.0003309488456704,0.0065994995284636,9853,0.0062844387896916,0.117475700958771,pysz ABS INTERP_LORENZO,0.23132622157663718,1.0000000000000004,446397,False,True,False,0.23132622157663718,2.9999956758754198e-05,0.11747570095876973,0.006284438789691649,26.756308846161602,26.756308846161602,1144.938975393897,2.416527447246812e-05,0.00010477152738118172,0.366
mp-887511,Fe5(OF4)2,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,0.0001,0.7710885166830601,1492992,1492992,30,7710.885166830601,7710.885166830601,0.0001522218534848,00e30a5735b20e88256a12196eedf460dc4567b28f3fcaf55c2d1acb8e033bf2,0.7710884750685238,260891,45.78132630102227,0.0048128452942766,0.0010789245128224,0.0149136766975308,22266,0.0162083156058656,0.3701767193678537,pysz ABS INTERP_LORENZO,0.7710884750685238,1.0,260891,True,True,True,0.7710884750685238,9.999999460314408e-05,0.37017671936785373,0.016208315605865664,45.78132630102227,45.78132630102227,1144.938975393897,0.00017568117060938086,0.0005464257571367319,0.366
