material_id,domain,formula,npoints,natoms,value_ptp,electrons_per_cell,float32_field_rel_error,floor_resolved_e,floor_fixed_e,n_voxels_reassigned,frac_voxels_reassigned,bader_seconds,sha256,corpus
mp-2240057,bulk,MgTe2Mo2W(SeS)2,1756160,10,6818.21249415,79.99999853075342,3.5759005815551903e-08,0.0001389756240559,3.3137652621917373e-09,19,1.0819059766763849e-05,1.51,f01d34738183421c3bac0b15d26765d11bb202d42aad69866e89f9b9aaf24e83,dev_bulk
mp-2242118,bulk,BaNdMgCo2O5,504000,10,2888.806721357,77.00000044249605,4.2242788087941986e-08,9.271856171721993e-09,9.271856171721993e-09,0,0.0,0.62,a1cf6d79c2026ce0e79f41247cab88cecb0e9857d63c28a5e7a8630b8fdea0a8,dev_bulk
mp-22490,bulk,Sc3(NiGe)4,2744000,11,5167.072873515999,152.99999976659473,4.7240237484201386e-08,0.0008988769401199,4.519087326571025e-09,147,5.357142857142857e-05,1.78,d8090a996437ff8389ccd677261d5ce2862f38c7aacc35076ef7a2f7bacc6b05,dev_bulk
mp-24407,bulk,CdP2H6O7,1555200,32,3674.44822156,140.00000010812315,3.3220974314417646e-08,3.930459513412643e-09,3.930459513412643e-09,0,0.0,0.88,f99677f98bfd8776ab1617be97bf8fb183a737e58e1f5e02a8c8e5af9d436d6e,dev_bulk
mp-24460,bulk,MgH6(SO4)4,2457600,54,12336.60307413,268.0000066203802,3.952465661249144e-08,4.875108317037302e-09,4.875108317037302e-09,0,0.0,1.44,bec1eac491327b958a5e94e5bedf166fe5adf9a6931877028700d82da3cfe739,dev_bulk
mp-26341,bulk,LiSbP2O7,1254400,22,2788.21033494,120.00000158174493,4.374782048505622e-08,3.530638892357274e-09,3.530638892357274e-09,0,0.0,0.87,b9f36ca5954bb0e99aefea1e9908467629e98257ca3b7f2ca64d77309191eee2,dev_bulk
mp-2647013,bulk,Mo,165888,2,197.640815371,24.00000023941096,3.8596689851598926e-08,2.1671144878609994e-09,2.1671144878609994e-09,0,0.0,0.09,6bd8646fe89a265058af3de52f3338ec7e5b1936d39f0a80cd3ab9dd1d24c7cd,dev_bulk
mp-26619,bulk,Li3V(PO4)2,2688000,56,7005.55136074,311.9999954574882,3.484736422733706e-08,2.436058466059876e-09,2.436058466059876e-09,0,0.0,1.59,ab5e958bf60abd9a7c1755abb3080900c187fe26ab5742c3fa2a60ef9750f6c1,dev_bulk
mp-27239,bulk,Cs2VF6,1835008,18,5371.393293020001,141.99999986331392,4.53187816882021e-08,2.01739069893847e-09,2.01739069893847e-09,0,0.0,3.06,ab481f5b1b31d6c7e433dbd73213a7b0345cc6e74ca7bdcf0f19d6850c3e5a69,dev_bulk
mp-28105,bulk,Ni17S18,1728000,35,14896.55216021,380.0000189329122,3.27735233110224e-08,3.179260291030772e-05,2.406886245864825e-08,3,1.7361111111111112e-06,1.76,fff81cfc9f5414ac334da93c82ddc757dfe6215b14cc79c018f7033b18730856,dev_bulk
mp-30772,bulk,NdMg12,1960000,13,4725.538665882999,107.00000315342764,5.157877585863482e-08,5.451269657896773e-09,5.451269657896773e-09,0,0.0,1.27,33f9c2d4046e6965a30f5b7b8ee2a4a5a4c676bc4566802b59f74a2cb0ec0cc9,dev_bulk
mp-32108,bulk,Mo2P3O11,1756160,32,3901.08558559,210.00000198253568,3.129096947757445e-08,0.0009245843615062,3.4272193971673914e-09,26,1.4805029154518953e-05,1.01,f88e54d4a9f0c98ebd8ecff495999cb7db90953942292e21a71d390faae9efb3,dev_bulk
mp-3612,bulk,NbSbO4,1209600,24,2901.66104107,159.99999880063504,4.2043806347060825e-08,5.053358380635586e-06,2.267682930323644e-09,4,3.306878306878307e-06,0.76,2791d95243f965317638b7eddaa75c2d948d9954cf41e335a2a24845e0e1ae31,dev_bulk
mp-37207,bulk,Li5GaO4,663552,20,3239.5408585897,103.99999718489396,3.761721339576088e-08,1.4759207189740662e-09,1.4759207189740662e-09,0,0.0,0.37,63f7915cadf4598b359c05a2d0d6e1505411c29adf132728ca5884a2eb9f2f94,dev_bulk
mp-37888,bulk,In2HgTe4,1404928,7,2854.18846311,62.00000023035311,4.2735440129567017e-08,1.6536496616481602e-09,1.6536496616481602e-09,18,1.28120444606414e-05,2.48,a71d020618fef2830f7fc5ae8dd2c1307d95d474cb3722752b1cdff758fe9afa,dev_bulk
mp-435,bulk,ThSn3,373248,4,1375.309227407,53.99999999548298,3.954678810687372e-08,1.2945394090024822e-08,1.2945394090024822e-08,0,0.0,0.88,26ffdb528ad20ce4222188aa762cb53c56d2180e9d401f6ea0e0e0c78486e456,dev_bulk
mp-505574,bulk,Co2Mo4C,1728000,28,3355.914941983,279.9999959890684,3.6374208553680535e-08,0.0003251947940015,4.541275799851974e-09,11,6.36574074074074e-06,1.63,c771dd408810690bce423ea95c81767d9aa93c078d6bcd119cfc41e9210904d5,dev_bulk
mp-540547,bulk,Sm2Co7,3870720,36,4699.016182148,340.0000003164767,5.1913792347992135e-08,0.0029157820103069,2.6078783577077047e-09,440,0.0001136739417989,2.58,6af5ea1e0ed3bd1e6ffb29126131c0c6bbbd1e580cc2d0763bb5576553e601e5,dev_bulk
mp-555976,bulk,Na2TiSiO5,1612800,36,5373.413792695999,232.0000066723152,4.531686170308039e-08,1.908063314903785e-05,3.477450327693532e-09,1,6.200396825396825e-07,1.11,cfe6a8ca78f210e74a60e7c0a5cb45ca6721cbb946796a7e77bd058e21c3d3e4,dev_bulk
mp-557569,bulk,SmAsS,1555200,12,844.013950712,87.99999984116543,3.613499213160228e-08,5.789981827319933e-10,5.789981827319933e-10,0,0.0,1.95,409fb7012c65fcc115ff8bfde5960d856ce92cb2e9207aea1c6ad3a388bb510b,dev_bulk
mp-560030,bulk,CaF2,344064,6,1226.6817102758,47.99999998658355,4.931113093786889e-08,7.278630143048302e-09,7.278630143048302e-09,0,0.0,0.22,d83853f5d5035fd02b7858002ddd16524a467dd1833f79350e55173f0f17fe1a,dev_bulk
mp-560341,bulk,EuSi2(NO)2,1306368,28,3752.762186076,187.9999995978912,3.252687458246389e-08,3.0513010209176628e-05,3.818240834618791e-09,1,7.654810895551636e-07,1.02,97809dd615a6ffacfd3dcf4e970eb748f59f85af208260e2b415bada13a0fe36,dev_bulk
mp-567278,bulk,Sr(Si3N4)2,1728000,15,732.8651583789999,74.00000017937687,4.1640504563496996e-08,0.0075773060978893,2.303309543094656e-09,483,0.0002795138888888,1.2,1f6cf0c7c1a50317a99c9698d0b9e41857bc07246b11bccaa9d2d7781c4b3ec2,dev_bulk
mp-567394,bulk,Ga(MoSe2)4,1259712,13,4585.812123537,108.99999897348512,5.2969080100136144e-08,0.0033479656353998,8.157668318631295e-09,447,0.000354843011736,1.55,6c4ab47441855f2c46fe7f1bf96634ae59e730ed2269da135e98a27afdf95984,dev_bulk
mp-567699,bulk,HgB2(CN)8,1382400,19,1970.42212135162,90.00000024415328,3.097369305232486e-08,0.0213664126840917,2.847794888793942e-09,852,0.0006163194444444,1.35,8a21f4946535396ce1dac5ab7f9ca74be94e0d4ea7ce65b7611ef15cde079c86,dev_bulk
mp-569678,bulk,Rh4Pb5,2211840,18,3742.9975539343,259.99999991176946,3.2611729824937435e-08,0.0005138687979098,4.6807429043838056e-09,34,1.5371817129629628e-05,1.49,f3f60ac0534f6f9cad46ad32f23b4c8c6c24a2a48c9cb24bf90019d34aa4ef39,dev_bulk
mp-569792,bulk,CuBi,614400,4,3410.3860572908,44.00000074432872,3.5459695159228754e-08,1.0624244595192069e-08,1.0624244595192069e-08,0,0.0,0.44,22d3d4daff06d5ee5b98a18d252c3acebee724c2a0de1801aa7d8a54f7e14738,dev_bulk
mp-606377,bulk,Ce2Zn4Ru,933120,14,5370.14063614,172.00001674570305,4.5410821843297977e-08,8.228282055711134e-09,8.228282055711134e-09,0,0.0,1.62,0e45e0b19a3d39593a7bf6e4ea74dca55c7ff3e8f87d0c2d7ccda6108ba71f88,dev_bulk
mp-614489,bulk,GdInCu2,373248,4,2952.5081613083003,64.99999900988476,3.8944642614691155e-08,4.909634299110621e-08,4.909634299110621e-08,0,0.0,0.23,dddca89da391db4ab473dd45b0fde451bdaa9f601661754445c48c9e09716321,dev_bulk
mp-6145,bulk,Ba2LuRuO6,884736,10,1269.3521212668,79.00000006330129,4.8079399274530116e-08,0.0001878919575624,1.7596928358898367e-09,30,3.390842013888889e-05,2.1,56e5af9172d445a843a5e4d79b85eb802d8c7776d84678025f5ed451106573f6,dev_bulk
mp-623043,bulk,GdInRh,1179648,9,2212.9789499040003,137.99999999648531,5.514625442333775e-08,5.981153350376189e-09,5.981153350376189e-09,0,0.0,0.69,4f1fea3313595553fcde1bd9fca3fe390136f974fa25c674a42d093cdc53bac3,dev_bulk
mp-626794,bulk,Ni(HO)2,1290240,20,6901.25905661916,120.0000018318492,3.5364018111005664e-08,1.292016271747798e-08,1.292016271747798e-08,0,0.0,0.74,8dffbe6f883d4193d8c3c915320334131e982a497fa33825075627aedb22a937,dev_bulk
mp-631399,bulk,OsPtCl2,373248,4,556.0122062464,38.000000036996205,5.4783813107741445e-08,2.9723743466547603e-09,2.9723743466547603e-09,0,0.0,0.68,2ec130eb8b59b0ca676579c9d696c35d7da6d95100c934e40f9c24035daaa032,dev_bulk
mp-644443,bulk,CaP(HO3)2,1376256,20,2057.646738031,106.00000025229475,2.965994421217253e-08,2.356096651112693e-09,2.356096651112693e-09,0,0.0,0.91,9235c3af11e8fde8ddf2c1191050da667cba474e922a3557284c7973deed7614,dev_bulk
mp-6586,bulk,K2NaAlF6,884736,10,1950.06361430108,69.99999767921473,3.128263331313732e-08,4.3564561401865376e-05,1.242334235485032e-09,39,4.408094618055556e-05,0.57,fea2a8fd98f5c3a5d680edfd09c89ef9e45045dfe19d48550f6410450a1fd493,dev_bulk
mp-675781,bulk,Cu3(Mo3S4)4,1935360,31,21996.78378897,290.9999954821908,4.439285346859423e-08,1.3279684907274714e-08,1.3279684907274714e-08,0,0.0,2.23,82171fa2c9a45b5cd769fdce945ddd0b9b1bb048159787f080ba63119be05f1f,dev_bulk
mp-676693,bulk,KCN,870912,12,937.3647857798,71.99999999705216,3.255636221883259e-08,2.0626291785674766e-09,2.0626291785674766e-09,0,0.0,0.61,0b0c34f4daca9035d8749c5be84b39b828c31908fca6365b935051ca8669bb76,dev_bulk
mp-684706,bulk,LaO3,725760,8,1214.22496309,58.00000021424544,5.020949723365493e-08,1.900113844044426e-09,1.900113844044426e-09,0,0.0,1.06,1c5cf56beafd739ed3746ead8ea2b04fb12abc357a2eec2c0f12058049bf4161,dev_bulk
mp-733522,bulk,NiH12(NO6)2,2073600,54,15427.7443275794,219.99999978753723,3.1636186722124584e-08,5.663135738132041e-09,5.663135738132041e-09,0,0.0,1.62,e243e279d3f5e6c11910c63b452f69a29deb0daa6aadfc605a7f1647de60cd0a,dev_bulk
mp-733797,bulk,ClO6,1536000,28,3558.8314477774,172.0000021437867,3.428003733409426e-08,4.7143480230715795e-09,4.7143480230715795e-09,0,0.0,1.1,798a8b102aec74404320d38b4c89f01b590992fd04285adcd9f6413b2a6ef1d6,dev_bulk
mp-7359,bulk,BaAgAs,725760,6,1401.83465122,52.00000096200088,4.3415204128880676e-08,2.1783677084386e-09,2.1783677084386e-09,0,0.0,1.99,e5869363aa4b922c8d5155a111b89931ed000ae0fda2b2f9bc74e41a7a40a974,dev_bulk
mp-744554,bulk,K2FeP2H3(O4F)2,1769472,36,10936.69138464,214.00000107733013,4.4591868049033954e-08,5.047857243312137e-09,5.047857243312137e-09,0,0.0,1.18,512fec85eddeee2a0d978c1a2c286fccd1703c783da69b2208679b97a6e47d44,dev_bulk
mp-752546,bulk,LiTi4O8,884736,13,1296.7420288675,91.00000088267907,4.7040967749730875e-08,1.4340442318072633e-05,1.8287793501770007e-09,2,2.2605613425925925e-06,0.52,fc44c0c23ff0d321e3ebf15c5e22b3d454d0415818306417e5ba0af19173c20c,dev_bulk
mp-752703,bulk,Li2CoNi3O8,592704,14,4056.623506607101,111.00000027068792,3.0085827443132264e-08,9.442828741157427e-09,9.442828741157427e-09,0,0.0,0.37,af53ae2623c2367d7fee120c35b91353ff167ce8d93a0340c939703b47289225,dev_bulk
mp-752866,bulk,V4O7F5,896000,16,3016.76567255247,120.99999956682228,4.046034334958561e-08,2.851630043210207e-09,2.851630043210207e-09,0,0.0,0.54,7a955210ff3b7d6a0d6a259864819e9f57861349a6b98ac1006ca16a03786d77,dev_bulk
mp-753183,bulk,CaH4SO6,1572864,24,2202.643893799,112.0000007406909,5.52730630464926e-08,3.403961557069124e-09,3.403961557069124e-09,0,0.0,1.16,ebeafb3a46aa002aecc9ec27af8a64e975cde878b60c288632e645af677eb31c,dev_bulk
mp-753334,bulk,V4O7F5,896000,16,2979.13173099643,121.00000147338802,4.095257811991489e-08,6.319535117427222e-09,6.319535117427222e-09,0,0.0,0.53,2a56f0163866daa9f1a96a52549730cecf638d7c1d885a00c74be4c02771f7a3,dev_bulk
mp-753392,bulk,Li2NiOF2,442368,12,3330.8754713222,84.00000139865679,3.646470002893273e-08,1.1707561142770828e-08,1.1707561142770828e-08,0,0.0,0.27,55452d012ba89ffd0846ec2e8ed533be8521559d4cedc4538bdf02548a14e423,dev_bulk
mp-753521,bulk,Li4Fe3Sb5O16,1474560,28,7468.070921485,174.99999838101084,3.265819948729998e-08,5.444199787874027e-06,8.396826345347108e-09,1,6.781684027777778e-07,1.2,4a8045ce4651dc18a5edf901a90663fa44d5ee42b0aaf3d1fbe33509ada182a7,dev_bulk
mp-753554,bulk,LiCoPO4,1792000,28,4355.53279531,163.99999491201422,5.537927544784357e-08,3.845896046072994e-09,3.845896046072994e-09,0,0.0,1.11,781c6ba28a80fce8069e62fbd66ab29aeb02eeff07f82f7ce70f6df994417d3a,dev_bulk
mp-754196,bulk,Ba2SrI6,1835008,9,1898.21257124,71.9999987718381,3.215031123020864e-08,0.0003615525457494,5.411648018593951e-09,200,0.0001089913504464,2.74,7b00f72b43f2474f87929c25d519bd1407c10c50493a07ef463e2912df158f55,dev_bulk
mp-756647,bulk,K2YPCO7,1658880,24,3613.11234293,159.999997276719,3.3753794088248015e-08,6.819761965815019e-06,2.016586897468642e-09,3,1.808449074074074e-06,0.98,2b2a092d34f15dfd06941aeaea6658641dfc179eb390626b73c0307b1af32181,dev_bulk
mp-757220,bulk,LuH6(ClO5)3,2293760,50,4965.9329929169,251.99999949562377,4.9142326421304946e-08,4.412706644529862e-09,4.412706644529862e-09,0,0.0,2.16,4f66a6c3b4f1c3f339e0c61a0de4731709185098a3494c7f647719f9675a73aa,dev_bulk
mp-758622,bulk,Li3TiFe3O8,1344000,30,7812.1175213733,218.0000022753488,3.124792978574259e-08,8.2254221211997e-09,8.2254221211997e-09,0,0.0,1.18,8182f09b4575fdfd4d849e0b984d72def392d436e34d4ef20d195150e95dd512,dev_bulk
mp-759554,bulk,V3O2F5,1612800,40,5905.6083116745,320.00001682446924,4.130184177635938e-08,5.272225322983104e-09,5.272225322983104e-09,0,0.0,0.78,91e140b170ecef77dfa97b405431849094d4794971a00dc816b6c542b0879fa5,dev_bulk
mp-760266,bulk,Li2V2F7,1881600,44,7017.8798483094,307.99999267747233,3.4778131805861416e-08,4.677136899999823e-09,4.677136899999823e-09,0,0.0,1.01,f41c3f5930b1e38483ece9d059777e22605d5fc2eb5b60bdc591db7b422ab972,dev_bulk
mp-763177,bulk,Li2VO2F,860160,24,3211.8934417111,144.00000008610434,3.800036554266989e-08,4.266534681107714e-09,4.266534681107714e-09,0,0.0,0.46,43e688007b8fd9d08f8d8284da63a61616deb5262984bac5583ff341fa13b920,dev_bulk
mp-7660,bulk,BaRhF6,512000,8,1699.0760050714998,67.00000148626792,3.5893590044198826e-08,9.833983124085675e-05,8.139044993527023e-09,16,3.125e-05,0.82,75962e65abf16d38d1744b6ad9aa976e41e4c2823325b16d50a496f954454980,dev_bulk
mp-766093,bulk,Ti4(Ni5O8)3,1990656,43,13858.8190969651,423.9999765183945,3.523207832760695e-08,0.0007807398045827,1.3694560152544e-08,286,0.0001436712319958,1.02,c0251cd9927f1943a6220c42eaf98c2568296df30da7acdfa2a50baa754b4b8b,dev_bulk
mp-768842,bulk,Li24Mn5Cr7O36,2560000,72,10798.839792916,437.00000493390553,4.520971778808769e-08,4.225256589052151e-09,4.225256589052151e-09,0,0.0,1.46,b88f44db4754493d1102dbd972b818f5238c5ebef7c579a5b856cefe5ae6b58c,dev_bulk
mp-768987,bulk,Li8BiO6,1548288,30,2627.299524713,129.9999993618847,4.6427186569395124e-08,0.0014264188461794,2.734998005848865e-09,261,0.0001685732886904,0.89,578712ad246ef2e3b6251149162cbc1ea9f1c2e0a6dabda4fcc3eb0f0a4ad7be,dev_bulk
mp-771133,bulk,Mn5Cr3O16,1290240,24,4462.4200518244,197.00000043034743,5.4016373910649815e-08,5.647042424783422e-06,3.847190122030497e-09,1,7.750496031746032e-07,0.77,cf23a0b86ee3eea1c256a8a22e1513ff1e34b227a841cc1458c45cf0fbf6931c,dev_bulk
mp-771903,bulk,Fe5Cu(PO4)6,2097152,36,17373.722139370002,261.0000023766387,5.4723449142039816e-08,7.43609085418484e-09,7.43609085418484e-09,0,0.0,1.3,99a9f8ba47691c215e564ee14980de812c2bf1a690fe00fe5b0e280906b10e1d,dev_bulk
mp-771968,bulk,LiCo8O9,640000,18,1656.9673417511,129.00000185186445,3.683216073158173e-08,5.643085110307311e-09,5.643085110307311e-09,0,0.0,0.34,8b76208c77ac500b420b019e8da38fe8a8df48716d474a2811866f67c14bf544,dev_bulk
mp-772185,bulk,Li6Hf2O7,1474560,30,2537.9952624359,160.0000011749028,4.807928600804373e-08,1.359053314331504e-09,1.359053314331504e-09,0,0.0,0.85,bb53ad10ec8413d1407cbc21de46c1231f306ebe4783cac5b2e9c0cb8be7a9f3,dev_bulk
mp-773101,bulk,K3Li2Ta6(PO8)3,2097152,38,4715.18592331,258.0000001135871,5.1774204421964964e-08,0.0003740560778986,4.122578722842718e-09,70,3.337860107421875e-05,1.22,82cb46082204978e1791c3ced2a069f1cb3cf383dbe8da9674251c98dfb7d7bb,dev_bulk
mp-776076,bulk,BaSiO3,2488320,40,5356.561321409999,255.99999674191764,4.5571446883762375e-08,2.923744801819339e-09,2.923744801819339e-09,0,0.0,2.63,4a3d1ec38a88889bd62b0e2cbfb29646b09ae1bc18083d4e6dca00f6789b47dc,dev_bulk
mp-776331,bulk,Zr5N5O2,987840,12,1185.2702153276,97.000000063326,5.148878640267939e-08,2.6827624566294613e-09,2.6827624566294613e-09,0,0.0,0.72,884a4937ea10f2f04da5a3f142882ac290d0d8070f9a24ee1f077d737dbb3468,dev_bulk
mp-779079,bulk,Ti3V2P6WO24,2097152,36,5886.96842579,238.0000018868845,4.1445355588225976e-08,4.857349189535398e-09,4.857349189535398e-09,0,0.0,1.29,ad56d5f4f7e7a1daf18228a09cb0e556b84f5f8c09c0464a3f0c837ec9581273,dev_bulk
mp-782011,bulk,Gd2Nb2N2O5,2177280,44,6514.6885713477,392.0000018535187,3.747493027524718e-08,3.8562699700150915e-09,3.8562699700150915e-09,0,0.0,1.27,60b5452419fc1bb6e3f7ccc85133ba8476ff89d5af0ad314098c205da9a60088,dev_bulk
mp-849339,bulk,Mn3O5F,762048,18,3227.972457162,151.99999913097952,3.7815920553245353e-08,4.585731537520843e-05,4.556321542281694e-09,1,1.3122532963802804e-06,0.38,40266b9d469acce0dcf259ae4f41cdf7e6d90cad42f252affe38faa0203df32d,dev_bulk
mp-864652,bulk,Nd3MnAlS7,2457600,24,9416.814886630002,182.00000010969623,5.166555838861612e-08,5.2738524658479954e-09,5.2738524658479954e-09,0,0.0,2.2,40928859d65a8181841c1e2e160e7ec6108f2a8e0aa992ad3c48cd379fef1765,dev_bulk
mp-864965,bulk,Mg2RhAu,512000,4,1223.0113233262,41.99999940260409,4.8348898270063113e-08,2.006584232105979e-09,2.006584232105979e-09,0,0.0,0.28,77dcf5a861a9d9b1172b267d90f19abf4155760891fccd38a619d6d2ec869423,dev_bulk
mp-865006,bulk,Dy2MgAl,512000,4,1863.7276650128,28.999998934849582,3.2060243363260686e-08,9.250100629287772e-05,9.114544674559966e-09,15,2.9296875e-05,0.49,81aba3fc720d4e816034ec2721329daea0daaffbd972650315ab94871856c3b9,dev_bulk
mp-865801,bulk,LuPaTc2,512000,4,429.4900482,47.9999999094216,3.5521595766299324e-08,9.631117237063336e-09,9.631117237063336e-09,0,0.0,0.68,79f8ede6ded161222d6e6990ebf9c1c5a43a4f61fb12dfeae60daa6e9caf8930,dev_bulk
mp-887511,bulk,Fe5(OF4)2,1492992,30,7710.885166830601,276.0000010362571,3.1660599872343744e-08,4.3415804285018575e-09,4.3415804285018575e-09,0,0.0,0.76,dec8945a5280c84135ce8cfe22860ccbc2a861e51dde2d71cbf6321c672334f9,dev_bulk
mp-8881,bulk,AlAs,622080,4,100.489740761,15.999999967734272,3.782977127136512e-08,1.475033428732786e-10,1.475033428732786e-10,0,0.0,0.34,2c4e6fab7975418d7886c816226e4c88ccdafbcd7e4924815908395aca7c93ed,dev_bulk
mp-9437,bulk,NbFeSb,373248,3,1121.592369545,29.99999934670939,5.0604670632393034e-08,1.6339775754659058e-08,1.6339775754659058e-08,0,0.0,0.27,0c6ad5af96b9f51121d39ec893c238fbed830e14ff64bb5d4a558c44139fff59,dev_bulk
mp-975795,bulk,PrTm3,884736,4,472.099127534,38.00000006078347,3.2315445814613524e-08,0.0001062391220116,2.454600078749536e-09,99,0.0001118977864583,0.63,0f4b6475644e9ce151583316a06f64230351dd275a977100a40639cf7fa72cb1,dev_bulk
mp-976076,bulk,NaAc2Sn,884736,4,1726.1654695041,42.99999943458359,3.5313097821845365e-08,7.119577816183664e-09,7.119577816183664e-09,0,0.0,1.64,f658b0dbd492c5a18a678495561255ed20c979496f6140b8272e6f50c33ba9f4,dev_bulk
mp-977372,bulk,Pm2SnHg,884736,4,1369.8467060359,47.999999764014426,4.4554483514999984e-08,3.355406619220957e-09,3.355406619220957e-09,0,0.0,0.52,da33aa85089d606f5d62635a169e3665cc1943dc55ccbcb6578473cc3cc53361,dev_bulk
mp-982725,bulk,Nb2RuW,373248,4,573.700113355,48.000000096984365,5.3175919915672523e-08,3.5659954988886966e-09,3.5659954988886966e-09,0,0.0,0.21,78172e44f047be3eec5d71189c9dbd256276969ce4310e8c2e158b49f725bbde,dev_bulk
mp-985702,bulk,AgPb3,979776,8,1908.387719714,106.0000001577684,3.1982167126498844e-08,8.742316644649861e-05,4.1829686381333894e-09,7,7.144490169181527e-06,0.5,6e5230a7d46e7e7461ec5af1075e9b41f332948d68b739f8e2d47f8c94807edf,dev_bulk
mp-998512,bulk,InPbCl3,2007040,10,3827.0549407703,96.00000095094158,3.1884831024964264e-08,3.3708335518412014e-06,5.07388264736619e-09,1,4.982461734693878e-07,2.59,bf81a7986870e500ce5a68184427157a8019392ed637444d0c195be123085933,dev_bulk
mp-998613,bulk,KGeCl3,2097152,10,5733.99636921165,87.9999990672234,4.256302839280946e-08,1.5031123012931855e-09,1.5031123012931855e-09,0,0.0,1.79,f67a600b83d85d43ed2a9400865132515414bc382a36d40a8a28c8e0ef53846a,dev_bulk
mp-998744,bulk,TlGeCl3,512000,5,2880.6220989131098,48.00000002791648,4.2123062565739095e-08,2.5671749170896874e-09,2.5671749170896874e-09,0,0.0,0.78,e771f6531c552fb1e4a062fe0f2ce236758a8230f1256dc2f7a6d43f97e0f095,dev_bulk
mp-999450,bulk,NaSmSe2,2097152,4,1323.994251071,29.9999998890033,4.6016060886538954e-08,1.8025829717771558e-09,1.8025829717771558e-09,0,0.0,2.89,d060bd945f19e753028d8c844963c9dbfd1042aa290fc6fa21572c35af7217c7,dev_bulk
nomad---3hBedCnC_e,slab,Ru16O35C4H1,3870720,56,9429.509383553344,355.000001262654,5.1772311732105894e-08,1.6307109611979342e-05,4.463911906782414e-09,1,2.5834986772486774e-07,1.9,634dc8cb48b7deedeb5cbba8421bf41d8ed5e55585ceb0ba9abe6a1850c9b0d6,dev_slab
nomad--1YLlCXKIJKj,slab,Co20,3870720,20,4710.526630753869,180.00000397917103,5.1805513312129386e-08,0.011080829056759,2.770232043758369e-09,3013,0.000778408151455,1.99,5ef514fd92e5fb720a559034b745a678a4c0c5dd0eaab0bc02c87eeac243a903,dev_slab
nomad--33WrhYeNt5f,slab,Ti20Cl1,4128768,21,5885.93346540096,206.9999977441838,4.1478127710975355e-08,0.0005973351232171,5.691410009944775e-09,91,2.2040473090277777e-05,2.29,8415e5c63d4e520f5b4f9fb57e0bd73d81ebf8ecc536499c8c95a85afcdd5730,dev_slab
nomad--5wLHf6mG5_K,slab,Co20O1,4128768,21,4962.091844229052,186.0000033664348,4.919548195581001e-08,0.0084188358931349,2.745984772900556e-09,1032,0.0002499534970238,2.3,8326247775f51817da88880cde04a73a528c301a454a5075139e74392e5db878,dev_slab
nomad--g_dRNdo_53Q,slab,V20,3276800,20,7447.756342953198,259.99999372454727,3.2780006317902564e-08,0.0005818780123529,4.141863740869667e-09,107,3.265380859375e-05,1.77,ba18e7f78241a1e2a1b6fda1a309af4017bb1d8ab19f95fa45787408607a1460,dev_slab
nomad--kEaPn7WzevZ,slab,Co20O1,3981312,21,5106.666213325438,186.00000021357872,4.7796593580167614e-08,0.0001658078584458,2.9824107627973717e-09,5,1.2558674125514403e-06,2.17,cfb4b664975d1f768c024ba23be0f25c721ba659fb65cab6fc8103a82d602ea6,dev_slab
nomad--maT57oivXnQ,slab,Ga15N16H2H1,2073600,34,11775.539779956784,277.7499958224236,4.145139073495916e-08,6.7343375320660925e-09,6.7343375320660925e-09,0,0.0,1.08,7dd07bc58ff829afdc1fc29e948273d533695821cc38c0ec8da70699e71678d7,dev_slab
nomad--MeUbDBN9nIW,slab,Ti20Cl1,4838400,21,6672.86704747513,207.0000001793068,3.65847240989756e-08,0.0001539914570187,4.299652189843073e-09,6,1.240079365079365e-06,3.12,0d8b7f65072922c2d294b95e6545ae821c6c511cb3c682cb70893a60edf7f276,dev_slab
nomad--O7C25L6mxPu,slab,Cr20,3870720,20,6652.497339471723,240.00000142329168,3.6698624218554256e-08,3.946267312926466e-09,3.946267312926466e-09,0,0.0,2.1,b546e21d9369b22198ea04ba24789cbadda3eedb6d9447bd8a21bb72817a7f17,dev_slab
nomad--ydxPkR4Tatz,slab,Zn20,4423680,20,13028.036199837625,240.0000045068432,3.747399009242763e-08,4.211358373140683e-09,4.211358373140683e-09,0,0.0,2.46,4f52ab2f5b90e8e2ebed6792dfb130ba98516b05a885c6719979202de5cf1a0c,dev_slab
nomad-0-ostsntWIk9,slab,V20H1,3456000,21,7496.413128202374,260.99999275146126,3.2567241933042774e-08,0.0001424482825811,6.5810450422532085e-09,17,4.918981481481481e-06,4.1,50ded5823e48ced235117cf65165d4e78e7a764118e72a57012758fb09c1adb9,dev_slab
nomad-064_5lUOyDQI,slab,Co20O1,3981312,21,5106.663048264668,186.0000002542164,4.780396660719346e-08,2.619803041170598e-09,2.619803041170598e-09,0,0.0,36.5,2c1c7cb2d40dc0b2eda77e0e662a4aa63f7a7ca323cdf5827304c54433ffa999,dev_slab
nomad-0HydAdmxidgt,slab,Co20Cl1,4423680,21,5134.524828408323,187.00000425486584,4.754213055659203e-08,0.0005310375924363,3.101144230299724e-09,166,3.752531828703704e-05,3.8,cb737a7468eb5305ca5058dfb03f5a16485b2c9bab3074250ad9652039497145,dev_slab
nomad-0J594sjoAqDW,slab,Co20H1,3096576,21,4653.229722570891,180.999997089604,5.245550169412712e-08,5.7856421875612796e-09,5.7856421875612796e-09,0,0.0,3.42,d360a1c888d098086242e3cdfbaaedfb4d8bba4d33292342d9fc1e3f1b4f463c,dev_slab
