material_id,domain,seed,npoints,natoms,probe_linf,probe_rel_error,floor_f32_resolved_e,floor_noise_resolved_e,floor_noise_fixed_e,n_voxels_reassigned_f32,n_voxels_reassigned_noise,n_axis_order_flips_f32,n_axis_order_flips_noise,corpus
mp-1778,bulk,1,110592,2,7.626210930311572e-06,3.659594306821316e-08,3.4366420820219905e-09,0.0004191027851319,6.921432316175923e-10,0,93,1298,5706,dev_bulk
mp-1778,bulk,2,110592,2,7.626210930311572e-06,3.659594306821316e-08,3.4366420820219905e-09,0.0008690062420009,1.1746317696292864e-08,0,62,1298,5736,dev_bulk
mp-1778,bulk,3,110592,2,7.626210930311572e-06,3.659594306821316e-08,3.4366420820219905e-09,0.0003601548143148,2.352576800035422e-09,0,64,1298,5688,dev_bulk
mp-1778,bulk,4,110592,2,7.626210930311572e-06,3.659594306821316e-08,3.4366420820219905e-09,6.574500421230312e-05,3.293098682632944e-09,0,36,1298,5668,dev_bulk
mp-1841520,bulk,20260905,1152000,23,0.0002439312502247,3.485188324910849e-08,0.0002152279872644,0.0002224755789823,4.4152318245949125e-08,21,174,75,556,dev_bulk
mp-1841520,bulk,1,1152000,23,0.0002439312502247,3.485188324910849e-08,0.0002152279872644,0.0003063064556334,5.375444445121502e-08,21,183,75,519,dev_bulk
mp-1841520,bulk,2,1152000,23,0.0002439312502247,3.485188324910849e-08,0.0002152279872644,0.0004543457353074,5.6538787873705594e-08,21,181,75,540,dev_bulk
mp-1841520,bulk,3,1152000,23,0.0002439312502247,3.485188324910849e-08,0.0002152279872644,0.0002354912679241,5.053374074748263e-08,21,166,75,520,dev_bulk
mp-1841520,bulk,4,1152000,23,0.0002439312502247,3.485188324910849e-08,0.0002152279872644,0.0003204626249369,7.317056116562527e-08,21,159,75,510,dev_bulk
mp-19133,bulk,20260905,884736,12,6.1023437410767656e-05,3.1239250909889727e-08,4.52600381928292e-05,0.0011235872257016,2.112059149794732e-08,4,241,4,31,dev_bulk
mp-19133,bulk,1,884736,12,6.1023437410767656e-05,3.1239250909889727e-08,4.52600381928292e-05,0.0011837385781756,2.881899785478481e-08,4,172,4,35,dev_bulk
mp-19133,bulk,2,884736,12,6.1023437410767656e-05,3.1239250909889727e-08,4.52600381928292e-05,0.0007972831558999,2.2987215686498533e-08,4,177,4,36,dev_bulk
mp-19133,bulk,3,884736,12,6.1023437410767656e-05,3.1239250909889727e-08,4.52600381928292e-05,0.0009647739418321,1.7865056989307962e-08,4,203,4,25,dev_bulk
mp-19133,bulk,4,884736,12,6.1023437410767656e-05,3.1239250909889727e-08,4.52600381928292e-05,0.0012493818795942,2.5126619007664885e-08,4,238,4,32,dev_bulk
mp-20888,bulk,20260905,839808,12,0.00024368125014,5.7996159520837164e-08,5.215181175799444e-09,0.000296971404337,6.652395434514348e-08,0,26,0,119,dev_bulk
mp-20888,bulk,1,839808,12,0.00024368125014,5.7996159520837164e-08,5.215181175799444e-09,0.0003284703347112,1.2794101422741733e-07,0,25,0,161,dev_bulk
mp-20888,bulk,2,839808,12,0.00024368125014,5.7996159520837164e-08,5.215181175799444e-09,0.0003038830616457,9.323107086345317e-08,0,24,0,143,dev_bulk
mp-20888,bulk,3,839808,12,0.00024368125014,5.7996159520837164e-08,5.215181175799444e-09,0.0002421151237452,6.668903118622893e-08,0,20,0,143,dev_bulk
mp-20888,bulk,4,839808,12,0.00024368125014,5.7996159520837164e-08,5.215181175799444e-09,0.0001755050313221,7.342026009382607e-08,0,30,0,150,dev_bulk
mp-21054,bulk,20260905,921600,9,0.0001217843750964,4.6028336552022444e-08,0.0002819716391115,0.0069272674568239,3.54304248162407e-08,68,312,4,30,dev_bulk
mp-21054,bulk,1,921600,9,0.0001217843750964,4.6028336552022444e-08,0.0002819716391115,0.0055623511526619,3.7085900572719765e-08,68,287,4,38,dev_bulk
mp-21054,bulk,2,921600,9,0.0001217843750964,4.6028336552022444e-08,0.0002819716391115,0.0042641340790545,5.2137444583877375e-08,68,223,4,40,dev_bulk
mp-21054,bulk,3,921600,9,0.0001217843750964,4.6028336552022444e-08,0.0002819716391115,0.0068804947436351,4.707701251049912e-08,68,320,4,35,dev_bulk
mp-21054,bulk,4,921600,9,0.0001217843750964,4.6028336552022444e-08,0.0002819716391115,0.0064275980306938,4.7422267002161795e-08,68,296,4,36,dev_bulk
mp-21079,bulk,20260905,393216,5,6.078437490941724e-05,3.536157352911989e-08,1.6555343762547634e-09,0.0060007066605827,4.983638390854139e-08,0,309,4,44,dev_bulk
mp-21079,bulk,1,393216,5,6.078437490941724e-05,3.536157352911989e-08,1.6555343762547634e-09,0.001710351379156,4.378890849920936e-08,0,329,4,49,dev_bulk
mp-21079,bulk,2,393216,5,6.078437490941724e-05,3.536157352911989e-08,1.6555343762547634e-09,0.0007471523766362,2.405215937528737e-08,0,341,4,39,dev_bulk
mp-21079,bulk,3,393216,5,6.078437490941724e-05,3.536157352911989e-08,1.6555343762547634e-09,0.0030164379023638,2.9673863366497244e-08,0,298,4,50,dev_bulk
mp-21079,bulk,4,393216,5,6.078437490941724e-05,3.536157352911989e-08,1.6555343762547634e-09,0.0002467108086836,1.4045642870996744e-08,0,282,4,46,dev_bulk
mp-214,bulk,20260905,175616,2,1.4347031253691966e-05,5.2411090345203157e-08,1.3769890117032446e-08,1.3367118967266832e-08,1.3367118967266832e-08,0,0,0,15,dev_bulk
mp-214,bulk,1,175616,2,1.4347031253691966e-05,5.2411090345203157e-08,1.3769890117032446e-08,6.98115343311656e-09,6.98115343311656e-09,0,0,0,7,dev_bulk
mp-214,bulk,2,175616,2,1.4347031253691966e-05,5.2411090345203157e-08,1.3769890117032446e-08,1.3263589337952908e-08,1.3263589337952908e-08,0,0,0,14,dev_bulk
mp-214,bulk,3,175616,2,1.4347031253691966e-05,5.2411090345203157e-08,1.3769890117032446e-08,1.2184178999063988e-08,1.2184178999063988e-08,0,0,0,10,dev_bulk
mp-214,bulk,4,175616,2,1.4347031253691966e-05,5.2411090345203157e-08,1.3769890117032446e-08,3.139012960673426e-08,3.139012960673426e-08,0,0,0,13,dev_bulk
mp-21588,bulk,20260905,2048000,40,0.0004857874992012,4.259477219236002e-08,1.040023178688898e-08,0.0602235749862876,1.2919944936129468e-07,0,4713,0,78,dev_bulk
mp-21588,bulk,1,2048000,40,0.0004857874992012,4.259477219236002e-08,1.040023178688898e-08,0.0617226750790749,7.262408630026584e-08,0,4918,0,92,dev_bulk
mp-21588,bulk,2,2048000,40,0.0004857874992012,4.259477219236002e-08,1.040023178688898e-08,0.0804076255218637,6.77564058193525e-08,0,4245,0,79,dev_bulk
mp-21588,bulk,3,2048000,40,0.0004857874992012,4.259477219236002e-08,1.040023178688898e-08,0.031867820263101,8.335579693152796e-08,0,4611,0,84,dev_bulk
mp-21588,bulk,4,2048000,40,0.0004857874992012,4.259477219236002e-08,1.040023178688898e-08,0.0313088579999059,6.577810829355712e-08,0,4208,0,95,dev_bulk
mp-2194,bulk,20260905,491520,3,3.0430937499659198e-05,4.603406125565193e-08,0.000272789643974,0.0005228009083682,1.6393091328836817e-08,16,124,3528,6802,dev_bulk
mp-2194,bulk,1,491520,3,3.0430937499659198e-05,4.603406125565193e-08,0.000272789643974,0.0004642869943491,1.8413992108889943e-08,16,113,3528,6674,dev_bulk
mp-2194,bulk,2,491520,3,3.0430937499659198e-05,4.603406125565193e-08,0.000272789643974,0.0003852723514583,9.073244378043911e-09,16,112,3528,6815,dev_bulk
mp-2194,bulk,3,491520,3,3.0430937499659198e-05,4.603406125565193e-08,0.000272789643974,0.0002643634350985,3.533740056127499e-08,16,99,3528,6802,dev_bulk
mp-2194,bulk,4,491520,3,3.0430937499659198e-05,4.603406125565193e-08,0.000272789643974,0.0004401674896232,6.310257205655034e-09,16,91,3528,6821,dev_bulk
mp-2216496,bulk,20260905,2293760,37,0.0004880750002485,3.4467471024396615e-08,2.9754829711237103e-09,0.0001064865790043,6.505457772476575e-08,0,139,1,340,dev_bulk
mp-2216496,bulk,1,2293760,37,0.0004880750002485,3.4467471024396615e-08,2.9754829711237103e-09,0.0001342508570187,8.066284262753244e-08,0,105,1,324,dev_bulk
mp-2216496,bulk,2,2293760,37,0.0004880750002485,3.4467471024396615e-08,2.9754829711237103e-09,0.0001358596651339,7.140272728634045e-08,0,128,1,339,dev_bulk
mp-2216496,bulk,3,2293760,37,0.0004880750002485,3.4467471024396615e-08,2.9754829711237103e-09,5.171400524162095e-05,7.82548923439208e-08,0,102,1,371,dev_bulk
mp-2216496,bulk,4,2293760,37,0.0004880750002485,3.4467471024396615e-08,2.9754829711237103e-09,0.0002421720812666,9.36085999825309e-08,0,127,1,336,dev_bulk
mp-2217743,bulk,20260905,829440,11,0.0001220031249431,5.1643692586415226e-08,2.4505011353426202e-09,4.376846251297195e-05,3.6407792336490274e-08,0,25,2,93,dev_bulk
mp-2217743,bulk,1,829440,11,0.0001220031249431,5.1643692586415226e-08,2.4505011353426202e-09,3.743316431226162e-05,2.984200975220119e-08,0,34,2,91,dev_bulk
mp-2217743,bulk,2,829440,11,0.0001220031249431,5.1643692586415226e-08,2.4505011353426202e-09,3.6080559570272897e-05,2.4940722376243233e-08,0,26,2,95,dev_bulk
mp-2217743,bulk,3,829440,11,0.0001220031249431,5.1643692586415226e-08,2.4505011353426202e-09,3.339583511063893e-05,4.8882182746012865e-08,0,27,2,91,dev_bulk
mp-2217743,bulk,4,829440,11,0.0001220031249431,5.1643692586415226e-08,2.4505011353426202e-09,7.25863680743899e-05,4.8161161281257137e-08,0,33,2,97,dev_bulk
mp-2227467,bulk,20260905,432000,8,0.0001158499999291,4.926042600378187e-08,9.040686421712962e-09,0.0007418790020681,9.184796390115937e-08,0,64,752,2859,dev_bulk
mp-2227467,bulk,1,432000,8,0.0001158499999291,4.926042600378187e-08,9.040686421712962e-09,0.0010396357791968,8.585694022400504e-08,0,50,752,2885,dev_bulk
mp-2227467,bulk,2,432000,8,0.0001158499999291,4.926042600378187e-08,9.040686421712962e-09,0.0006694610814941,6.002348484912545e-08,0,43,752,2898,dev_bulk
mp-2227467,bulk,3,432000,8,0.0001158499999291,4.926042600378187e-08,9.040686421712962e-09,0.0001043314747244,6.29357197468039e-08,0,38,752,2822,dev_bulk
mp-2227467,bulk,4,432000,8,0.0001158499999291,4.926042600378187e-08,9.040686421712962e-09,0.0004173578355617,5.1381859655919015e-08,0,18,752,2898,dev_bulk
mp-2229431,bulk,20260905,1632960,17,0.0009101249997911,5.043611817007952e-08,3.1492390917264852e-09,0.0002832717066318,2.6376248829507176e-07,0,196,0,619,dev_bulk
mp-2229431,bulk,1,1632960,17,0.0009101249997911,5.043611817007952e-08,3.1492390917264852e-09,0.0001265409462387,1.6773344047038566e-07,0,183,0,597,dev_bulk
mp-2229431,bulk,2,1632960,17,0.0009101249997911,5.043611817007952e-08,3.1492390917264852e-09,0.0001888614790388,2.8581888766865404e-07,0,199,0,628,dev_bulk
mp-2229431,bulk,3,1632960,17,0.0009101249997911,5.043611817007952e-08,3.1492390917264852e-09,0.0004403207488881,2.678129984445832e-07,0,209,0,603,dev_bulk
mp-2229431,bulk,4,1632960,17,0.0009101249997911,5.043611817007952e-08,3.1492390917264852e-09,0.0002624135124129,2.3418966588195647e-07,0,214,0,538,dev_bulk
mp-2230770,bulk,20260905,903168,19,0.0002438812498439,5.4235576612475046e-08,3.005101808817301e-05,7.70487921633034e-05,7.530500312213918e-08,4,21,0,73,dev_bulk
mp-2230770,bulk,1,903168,19,0.0002438812498439,5.4235576612475046e-08,3.005101808817301e-05,4.3930220395616e-05,6.710804090204192e-08,4,33,0,76,dev_bulk
mp-2230770,bulk,2,903168,19,0.0002438812498439,5.4235576612475046e-08,3.005101808817301e-05,2.964722976095402e-05,4.8296840304828954e-08,4,27,0,76,dev_bulk
mp-2230770,bulk,3,903168,19,0.0002438812498439,5.4235576612475046e-08,3.005101808817301e-05,3.361596379303222e-05,8.105626214671703e-08,4,19,0,78,dev_bulk
mp-2230770,bulk,4,903168,19,0.0002438812498439,5.4235576612475046e-08,3.005101808817301e-05,5.729116540464929e-05,8.566620923744496e-08,4,21,0,71,dev_bulk
mp-2233790,bulk,20260905,1097600,13,0.0002390125000601,4.58753191163786e-08,2.940096166526018e-09,3.9294763928054977e-05,1.0280671602913573e-07,0,151,2,5031,dev_bulk
mp-2233790,bulk,1,1097600,13,0.0002390125000601,4.58753191163786e-08,2.940096166526018e-09,3.6071728784836665e-05,7.092842047029535e-08,0,161,2,4868,dev_bulk
mp-2233790,bulk,2,1097600,13,0.0002390125000601,4.58753191163786e-08,2.940096166526018e-09,1.5071674751343522e-05,1.004055292241901e-07,0,128,2,4919,dev_bulk
mp-2233790,bulk,3,1097600,13,0.0002390125000601,4.58753191163786e-08,2.940096166526018e-09,1.4746702890811036e-05,7.78876714235821e-08,0,140,2,4955,dev_bulk
mp-2233790,bulk,4,1097600,13,0.0002390125000601,4.58753191163786e-08,2.940096166526018e-09,1.794031679924757e-05,1.0058454691375118e-07,0,106,2,4934,dev_bulk
mp-2240057,bulk,20260905,1756160,10,0.0002438125002299,3.5759005815551903e-08,0.0001389756240559,0.0003742715678924,3.633659506618869e-08,19,166,6256,420905,dev_bulk
mp-2240057,bulk,1,1756160,10,0.0002438125002299,3.5759005815551903e-08,0.0001389756240559,0.0003117780995207,3.542139381806919e-08,19,131,6256,421409,dev_bulk
mp-2240057,bulk,2,1756160,10,0.0002438125002299,3.5759005815551903e-08,0.0001389756240559,0.000554428881867,7.109927757653622e-08,19,125,6256,421167,dev_bulk
mp-2240057,bulk,3,1756160,10,0.0002438125002299,3.5759005815551903e-08,0.0001389756240559,0.0002994658824935,7.500358734091607e-08,19,113,6256,421334,dev_bulk
mp-2240057,bulk,4,1756160,10,0.0002438125002299,3.5759005815551903e-08,0.0001389756240559,0.0003519966905667,6.320544976290421e-08,19,131,6256,421380,dev_bulk
mp-2242118,bulk,20260905,504000,10,0.0001220312501573,4.2242788087941986e-08,9.271856171721993e-09,2.903741680793104e-05,3.54252218670581e-08,0,8,4,101,dev_bulk
mp-2242118,bulk,1,504000,10,0.0001220312501573,4.2242788087941986e-08,9.271856171721993e-09,3.957296577006275e-05,5.1553202595755465e-08,0,8,4,116,dev_bulk
mp-2242118,bulk,2,504000,10,0.0001220312501573,4.2242788087941986e-08,9.271856171721993e-09,5.463212499812187e-05,4.895446359398648e-08,0,6,4,97,dev_bulk
mp-2242118,bulk,3,504000,10,0.0001220312501573,4.2242788087941986e-08,9.271856171721993e-09,1.586992711821722e-05,5.982334005949498e-08,0,4,4,103,dev_bulk
mp-2242118,bulk,4,504000,10,0.0001220312501573,4.2242788087941986e-08,9.271856171721993e-09,2.983025918901205e-05,5.2926694138477615e-08,0,7,4,116,dev_bulk
mp-22490,bulk,20260905,2744000,11,0.000244093749643,4.7240237484201386e-08,0.0008988769401199,0.0003083666894774,5.4187360376545264e-08,147,807,8,294,dev_bulk
mp-22490,bulk,1,2744000,11,0.000244093749643,4.7240237484201386e-08,0.0008988769401199,0.0005898253712555,4.0700982140151616e-08,147,876,8,264,dev_bulk
mp-22490,bulk,2,2744000,11,0.000244093749643,4.7240237484201386e-08,0.0008988769401199,0.0005363153968467,7.787792455360433e-08,147,870,8,255,dev_bulk
mp-22490,bulk,3,2744000,11,0.000244093749643,4.7240237484201386e-08,0.0008988769401199,0.0006381674473807,8.806220641588426e-08,147,754,8,246,dev_bulk
mp-22490,bulk,4,2744000,11,0.000244093749643,4.7240237484201386e-08,0.0008988769401199,0.0012240404902144,2.082582462037408e-08,147,732,8,275,dev_bulk
mp-24407,bulk,20260905,1555200,32,0.0001220687499881,3.3220974314417646e-08,3.930459513412643e-09,2.1757869270722097e-05,2.883081506865892e-08,0,25,0,65,dev_bulk
mp-24407,bulk,1,1555200,32,0.0001220687499881,3.3220974314417646e-08,3.930459513412643e-09,2.3811845394128284e-05,1.7594435242074272e-08,0,23,0,86,dev_bulk
mp-24407,bulk,2,1555200,32,0.0001220687499881,3.3220974314417646e-08,3.930459513412643e-09,3.4131931091252454e-05,2.2438376490185877e-08,0,34,0,97,dev_bulk
mp-24407,bulk,3,1555200,32,0.0001220687499881,3.3220974314417646e-08,3.930459513412643e-09,1.7867930035997404e-05,2.7589617701551106e-08,0,23,0,93,dev_bulk
mp-24407,bulk,4,1555200,32,0.0001220687499881,3.3220974314417646e-08,3.930459513412643e-09,1.8045867874683097e-05,2.4122961406192193e-08,0,22,0,72,dev_bulk
mp-24460,bulk,20260905,2457600,54,0.0004876000002695,3.952465661249144e-08,4.875108317037302e-09,5.860799309953535e-05,6.643075600720749e-08,0,89,4,545,dev_bulk
mp-24460,bulk,1,2457600,54,0.0004876000002695,3.952465661249144e-08,4.875108317037302e-09,3.406526986715619e-05,5.573851957763055e-08,0,110,4,528,dev_bulk
mp-24460,bulk,2,2457600,54,0.0004876000002695,3.952465661249144e-08,4.875108317037302e-09,4.404962528070655e-05,6.464534774153209e-08,0,109,4,541,dev_bulk
mp-24460,bulk,3,2457600,54,0.0004876000002695,3.952465661249144e-08,4.875108317037302e-09,5.304874319023156e-05,7.64417844578702e-08,0,109,4,535,dev_bulk
mp-24460,bulk,4,2457600,54,0.0004876000002695,3.952465661249144e-08,4.875108317037302e-09,4.4057563209243256e-05,7.465589657584816e-08,0,95,4,541,dev_bulk
mp-26341,bulk,20260905,1254400,22,0.0001219781252075,4.374782048505622e-08,3.530638892357274e-09,2.001282654173764e-05,2.7431692473101066e-08,0,47,0,130,dev_bulk
mp-26341,bulk,1,1254400,22,0.0001219781252075,4.374782048505622e-08,3.530638892357274e-09,2.642669002028697e-05,2.6540785569295625e-08,0,49,0,147,dev_bulk
mp-26341,bulk,2,1254400,22,0.0001219781252075,4.374782048505622e-08,3.530638892357274e-09,1.1860082186565537e-05,2.7966517990307693e-08,0,44,0,139,dev_bulk
mp-26341,bulk,3,1254400,22,0.0001219781252075,4.374782048505622e-08,3.530638892357274e-09,1.5032085707744614e-05,3.248320101789659e-08,0,45,0,147,dev_bulk
mp-26341,bulk,4,1254400,22,0.0001219781252075,4.374782048505622e-08,3.530638892357274e-09,7.94544826376864e-06,3.372068135831796e-08,0,38,0,132,dev_bulk
mp-2647013,bulk,20260905,165888,2,7.628281252891611e-06,3.8596689851598926e-08,2.1671144878609994e-09,0.00143494941811,1.0941395345298588e-08,0,32,3851,2730,dev_bulk
mp-2647013,bulk,1,165888,2,7.628281252891611e-06,3.8596689851598926e-08,2.1671144878609994e-09,0.002377083272977,2.6469297864650802e-09,0,60,3851,2784,dev_bulk
mp-2647013,bulk,2,165888,2,7.628281252891611e-06,3.8596689851598926e-08,2.1671144878609994e-09,0.0023375580147195,5.69388269866522e-09,0,56,3851,2767,dev_bulk
mp-2647013,bulk,3,165888,2,7.628281252891611e-06,3.8596689851598926e-08,2.1671144878609994e-09,0.0030025199409777,1.0536044925402166e-08,0,69,3851,2826,dev_bulk
mp-2647013,bulk,4,165888,2,7.628281252891611e-06,3.8596689851598926e-08,2.1671144878609994e-09,0.0025183002444979,1.1925550325031509e-08,0,56,3851,2744,dev_bulk
mp-26619,bulk,20260905,2688000,56,0.000244124999881,3.484736422733706e-08,2.436058466059876e-09,3.198464760867381e-05,3.624113897870984e-08,0,25,0,100,dev_bulk
mp-26619,bulk,1,2688000,56,0.000244124999881,3.484736422733706e-08,2.436058466059876e-09,0.0002084108884696,2.9646675336891803e-08,0,43,0,92,dev_bulk
mp-26619,bulk,2,2688000,56,0.000244124999881,3.484736422733706e-08,2.436058466059876e-09,6.317022361645996e-05,2.197312021223752e-08,0,29,0,99,dev_bulk
mp-26619,bulk,3,2688000,56,0.000244124999881,3.484736422733706e-08,2.436058466059876e-09,0.0002083964774417,3.463721398588859e-08,0,32,0,93,dev_bulk
mp-26619,bulk,4,2688000,56,0.000244124999881,3.484736422733706e-08,2.436058466059876e-09,0.000222069506516,2.6541051134643112e-08,0,39,0,96,dev_bulk
mp-27239,bulk,20260905,1835008,18,0.0002434250000078,4.53187816882021e-08,2.01739069893847e-09,0.0014426372513218,3.923140479145104e-08,0,732,4,235,dev_bulk
mp-27239,bulk,1,1835008,18,0.0002434250000078,4.53187816882021e-08,2.01739069893847e-09,0.001437732131742,7.300830517920076e-08,0,636,4,219,dev_bulk
mp-27239,bulk,2,1835008,18,0.0002434250000078,4.53187816882021e-08,2.01739069893847e-09,0.0018374765260915,4.207416104407002e-08,0,1094,4,257,dev_bulk
mp-27239,bulk,3,1835008,18,0.0002434250000078,4.53187816882021e-08,2.01739069893847e-09,0.0018086622069866,7.226263321058468e-08,0,596,4,245,dev_bulk
mp-27239,bulk,4,1835008,18,0.0002434250000078,4.53187816882021e-08,2.01739069893847e-09,0.0020247529236456,3.6485825916088295e-08,0,990,4,245,dev_bulk
mp-28105,bulk,20260905,1728000,35,0.0004882124994765,3.27735233110224e-08,3.179260291030772e-05,0.0016584349711408,9.157442359963852e-08,3,469,0,59,dev_bulk
mp-28105,bulk,1,1728000,35,0.0004882124994765,3.27735233110224e-08,3.179260291030772e-05,0.0016431688744686,9.58691703800696e-08,3,451,0,49,dev_bulk
mp-28105,bulk,2,1728000,35,0.0004882124994765,3.27735233110224e-08,3.179260291030772e-05,0.0016130942707608,1.0223265967113093e-07,3,454,0,42,dev_bulk
mp-28105,bulk,3,1728000,35,0.0004882124994765,3.27735233110224e-08,3.179260291030772e-05,0.0016712797202904,9.294049707619935e-08,3,428,0,53,dev_bulk
mp-28105,bulk,4,1728000,35,0.0004882124994765,3.27735233110224e-08,3.179260291030772e-05,0.0015704596134904,1.058839229628461e-07,3,451,0,53,dev_bulk
mp-30772,bulk,20260905,1960000,13,0.0002437374996588,5.157877585863482e-08,5.451269657896773e-09,0.1924925225180374,2.8545876773478085e-08,0,14891,572,3688,dev_bulk
mp-30772,bulk,1,1960000,13,0.0002437374996588,5.157877585863482e-08,5.451269657896773e-09,0.1923207452237045,5.4971931007230523e-08,0,14803,572,3597,dev_bulk
mp-30772,bulk,2,1960000,13,0.0002437374996588,5.157877585863482e-08,5.451269657896773e-09,0.204199454621607,4.4111591712692195e-08,0,15680,572,3569,dev_bulk
mp-30772,bulk,3,1960000,13,0.0002437374996588,5.157877585863482e-08,5.451269657896773e-09,0.0008305716189713,3.38295000901212e-08,0,627,572,3644,dev_bulk
mp-30772,bulk,4,1960000,13,0.0002437374996588,5.157877585863482e-08,5.451269657896773e-09,0.1924348304287368,3.41903731992943e-08,0,14751,572,3584,dev_bulk
mp-32108,bulk,20260905,1756160,32,0.0001220687499881,3.129096947757445e-08,0.0009245843615062,0.0015826274491717,2.3579971752951682e-08,26,105,0,136,dev_bulk
mp-32108,bulk,1,1756160,32,0.0001220687499881,3.129096947757445e-08,0.0009245843615062,0.0015772733242194,3.1417809687184224e-08,26,100,0,134,dev_bulk
mp-32108,bulk,2,1756160,32,0.0001220687499881,3.129096947757445e-08,0.0009245843615062,0.0015919152048287,2.9836613180123095e-08,26,95,0,157,dev_bulk
mp-32108,bulk,3,1756160,32,0.0001220687499881,3.129096947757445e-08,0.0009245843615062,0.0016176922621022,2.9518432143049722e-08,26,131,0,135,dev_bulk
mp-32108,bulk,4,1756160,32,0.0001220687499881,3.129096947757445e-08,0.0009245843615062,0.0016238896531728,3.792517500045278e-08,26,89,0,128,dev_bulk
mp-3612,bulk,20260905,1209600,24,0.0001219968748955,4.2043806347060825e-08,5.053358380635586e-06,0.0012674666531218,2.7253300061147456e-08,4,138,0,28,dev_bulk
mp-3612,bulk,1,1209600,24,0.0001219968748955,4.2043806347060825e-08,5.053358380635586e-06,0.0012881205389927,3.20733164471676e-08,4,140,0,32,dev_bulk
mp-3612,bulk,2,1209600,24,0.0001219968748955,4.2043806347060825e-08,5.053358380635586e-06,0.0012674709242768,2.8605224855482447e-08,4,184,0,29,dev_bulk
mp-3612,bulk,3,1209600,24,0.0001219968748955,4.2043806347060825e-08,5.053358380635586e-06,0.001292881336945,2.2041431790853494e-08,4,133,0,29,dev_bulk
mp-3612,bulk,4,1209600,24,0.0001219968748955,4.2043806347060825e-08,5.053358380635586e-06,0.0012722844218799,2.8778046612387698e-08,4,134,0,24,dev_bulk
mp-37207,bulk,20260905,663552,20,0.0001218624997818,3.761721339576088e-08,1.4759207189740662e-09,0.0001705109215786,5.890257082086237e-08,0,56,8,55,dev_bulk
mp-37207,bulk,1,663552,20,0.0001218624997818,3.761721339576088e-08,1.4759207189740662e-09,8.884470094550068e-05,6.813192143795277e-08,0,35,8,51,dev_bulk
mp-37207,bulk,2,663552,20,0.0001218624997818,3.761721339576088e-08,1.4759207189740662e-09,0.0001497114537043,5.3168897728994586e-08,0,49,8,45,dev_bulk
mp-37207,bulk,3,663552,20,0.0001218624997818,3.761721339576088e-08,1.4759207189740662e-09,0.0002261750259924,3.257036951254122e-08,0,56,8,64,dev_bulk
mp-37207,bulk,4,663552,20,0.0001218624997818,3.761721339576088e-08,1.4759207189740662e-09,0.0001752145828817,5.328277108418433e-08,0,42,8,66,dev_bulk
mp-37888,bulk,20260905,1404928,7,0.0001219750001837,4.2735440129567017e-08,1.6536496616481602e-09,3.993554565528967e-05,3.1508065490015724e-08,18,48,0,108,dev_bulk
mp-37888,bulk,1,1404928,7,0.0001219750001837,4.2735440129567017e-08,1.6536496616481602e-09,0.0002769396362154,2.99074507381647e-08,18,73,0,96,dev_bulk
mp-37888,bulk,2,1404928,7,0.0001219750001837,4.2735440129567017e-08,1.6536496616481602e-09,0.0002766106166287,2.5540771275700536e-08,18,82,0,103,dev_bulk
mp-37888,bulk,3,1404928,7,0.0001219750001837,4.2735440129567017e-08,1.6536496616481602e-09,2.873739175957013e-05,5.0700019293969945e-08,18,55,0,111,dev_bulk
mp-37888,bulk,4,1404928,7,0.0001219750001837,4.2735440129567017e-08,1.6536496616481602e-09,0.000272559539507,4.1166638986567257e-08,18,72,0,109,dev_bulk
mp-435,bulk,20260905,373248,4,5.438906259769283e-05,3.954678810687372e-08,1.2945394090024822e-08,0.0086905517302469,3.864429842792561e-08,0,4163,0,9,dev_bulk
mp-435,bulk,1,373248,4,5.438906259769283e-05,3.954678810687372e-08,1.2945394090024822e-08,0.0055866490353384,3.72885224919628e-08,0,4363,0,7,dev_bulk
mp-435,bulk,2,373248,4,5.438906259769283e-05,3.954678810687372e-08,1.2945394090024822e-08,0.0029629262003716,3.2968266339139525e-08,0,3902,0,9,dev_bulk
mp-435,bulk,3,373248,4,5.438906259769283e-05,3.954678810687372e-08,1.2945394090024822e-08,0.0019174699282658,3.616350596757911e-08,0,3647,0,14,dev_bulk
mp-435,bulk,4,373248,4,5.438906259769283e-05,3.954678810687372e-08,1.2945394090024822e-08,0.0066733267366263,2.283904088073996e-08,0,4066,0,9,dev_bulk
mp-505574,bulk,20260905,1728000,28,0.0001220687499881,3.6374208553680535e-08,0.0003251947940015,0.0015060897262904,2.1640312652948523e-08,11,378,1651,5100,dev_bulk
mp-505574,bulk,1,1728000,28,0.0001220687499881,3.6374208553680535e-08,0.0003251947940015,0.0021554526963312,2.1005851280619936e-08,11,429,1651,5166,dev_bulk
mp-505574,bulk,2,1728000,28,0.0001220687499881,3.6374208553680535e-08,0.0003251947940015,0.0020945682731889,2.2238484831405003e-08,11,377,1651,4963,dev_bulk
mp-505574,bulk,3,1728000,28,0.0001220687499881,3.6374208553680535e-08,0.0003251947940015,0.0012015529445346,2.2606254646007077e-08,11,332,1651,5099,dev_bulk
mp-505574,bulk,4,1728000,28,0.0001220687499881,3.6374208553680535e-08,0.0003251947940015,0.0016913749742677,2.3182522568276912e-08,11,342,1651,5063,dev_bulk
mp-540547,bulk,20260905,3870720,36,0.0002439437503198,5.1913792347992135e-08,0.0029157820103069,0.0120564800960885,3.107384571876537e-08,440,7822,4536,22290,dev_bulk
