material_id,stratum,domain,stability_floor_a1_e,n_seeds,floor_min_over_seeds_e,stability_floor_a_e,threshold_e,status,reason,status_under_protocol_a
mp-1226636,dev_bulk,bulk,0.005335104,5,0.0007466457,7.298041e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.335e-03 >= threshold 0.0001,ELIGIBLE
mp-1226636,dev_bulk,bulk,0.005335104,5,0.0007466457,7.298041e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.335e-03 >= threshold 0.001,ELIGIBLE
mp-1226636,dev_bulk,bulk,0.005335104,5,0.0007466457,7.298041e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1228245,dev_bulk,bulk,0.0001834717,5,5.451941e-05,4.27648e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.835e-04 >= threshold 0.0001,ELIGIBLE
mp-1228245,dev_bulk,bulk,0.0001834717,5,5.451941e-05,4.27648e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1228245,dev_bulk,bulk,0.0001834717,5,5.451941e-05,4.27648e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1232323,dev_bulk,bulk,0.002210505,5,0.0003720714,2.300691e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.211e-03 >= threshold 0.0001,ELIGIBLE
mp-1232323,dev_bulk,bulk,0.002210505,5,0.0003720714,2.300691e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.211e-03 >= threshold 0.001,ELIGIBLE
mp-1232323,dev_bulk,bulk,0.002210505,5,0.0003720714,2.300691e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-12406,dev_bulk,bulk,5.745773e-05,5,3.088939e-05,1.779277e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-12406,dev_bulk,bulk,5.745773e-05,5,3.088939e-05,1.779277e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-12406,dev_bulk,bulk,5.745773e-05,5,3.088939e-05,1.779277e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1245841,dev_bulk,bulk,0.003743622,5,0.003434258,4.260994e-06,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.744e-03 >= threshold 0.0001,ELIGIBLE
mp-1245841,dev_bulk,bulk,0.003743622,5,0.003434258,4.260994e-06,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.744e-03 >= threshold 0.001,ELIGIBLE
mp-1245841,dev_bulk,bulk,0.003743622,5,0.003434258,4.260994e-06,0.01,ELIGIBLE,,ELIGIBLE
mp-1246480,dev_bulk,bulk,0.0001625569,5,9.77154e-05,2.182775e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.626e-04 >= threshold 0.0001,ELIGIBLE
mp-1246480,dev_bulk,bulk,0.0001625569,5,9.77154e-05,2.182775e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1246480,dev_bulk,bulk,0.0001625569,5,9.77154e-05,2.182775e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1246536,dev_bulk,bulk,0.0009241492,5,0.0006257261,2.953685e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 9.241e-04 >= threshold 0.0001,ELIGIBLE
mp-1246536,dev_bulk,bulk,0.0009241492,5,0.0006257261,2.953685e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1246536,dev_bulk,bulk,0.0009241492,5,0.0006257261,2.953685e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1246548,dev_bulk,bulk,0.0001451753,5,4.961172e-05,5.640883e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.452e-04 >= threshold 0.0001,ELIGIBLE
mp-1246548,dev_bulk,bulk,0.0001451753,5,4.961172e-05,5.640883e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1246548,dev_bulk,bulk,0.0001451753,5,4.961172e-05,5.640883e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1247173,dev_bulk,bulk,0.001159278,5,0.0004455507,7.19653e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.159e-03 >= threshold 0.0001,ELIGIBLE
mp-1247173,dev_bulk,bulk,0.001159278,5,0.0004455507,7.19653e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.159e-03 >= threshold 0.001,ELIGIBLE
mp-1247173,dev_bulk,bulk,0.001159278,5,0.0004455507,7.19653e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1261118,dev_bulk,bulk,0.0006804672,5,0.0003237251,7.27435e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.805e-04 >= threshold 0.0001,ELIGIBLE
mp-1261118,dev_bulk,bulk,0.0006804672,5,0.0003237251,7.27435e-05,0.001,ELIGIBLE,,ELIGIBLE
mp-1261118,dev_bulk,bulk,0.0006804672,5,0.0003237251,7.27435e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-1296,dev_bulk,bulk,0.1809298,5,0.1200373,1.146516e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.809e-01 >= threshold 0.0001,ELIGIBLE
mp-1296,dev_bulk,bulk,0.1809298,5,0.1200373,1.146516e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.809e-01 >= threshold 0.001,ELIGIBLE
mp-1296,dev_bulk,bulk,0.1809298,5,0.1200373,1.146516e-08,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.809e-01 >= threshold 0.01,ELIGIBLE
mp-1300873,dev_bulk,bulk,4.820518e-05,5,2.928478e-05,2.689013e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1300873,dev_bulk,bulk,4.820518e-05,5,2.928478e-05,2.689013e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1300873,dev_bulk,bulk,4.820518e-05,5,2.928478e-05,2.689013e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1303576,dev_bulk,bulk,6.01583e-05,5,3.216065e-05,4.343815e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1303576,dev_bulk,bulk,6.01583e-05,5,3.216065e-05,4.343815e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1303576,dev_bulk,bulk,6.01583e-05,5,3.216065e-05,4.343815e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1369222,dev_bulk,bulk,0.002500248,5,0.002028807,0.000735451,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.500e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1369222,dev_bulk,bulk,0.002500248,5,0.002028807,0.000735451,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.500e-03 >= threshold 0.001,ELIGIBLE
mp-1369222,dev_bulk,bulk,0.002500248,5,0.002028807,0.000735451,0.01,ELIGIBLE,,ELIGIBLE
mp-1388393,dev_bulk,bulk,0.001996684,5,0.001431385,0.0001228667,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.997e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1388393,dev_bulk,bulk,0.001996684,5,0.001431385,0.0001228667,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.997e-03 >= threshold 0.001,ELIGIBLE
mp-1388393,dev_bulk,bulk,0.001996684,5,0.001431385,0.0001228667,0.01,ELIGIBLE,,ELIGIBLE
mp-1399089,dev_bulk,bulk,0.0002221887,5,5.851098e-05,1.682182e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.222e-04 >= threshold 0.0001,ELIGIBLE
mp-1399089,dev_bulk,bulk,0.0002221887,5,5.851098e-05,1.682182e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1399089,dev_bulk,bulk,0.0002221887,5,5.851098e-05,1.682182e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1666665,dev_bulk,bulk,0.0002487673,5,4.822632e-05,3.716519e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.488e-04 >= threshold 0.0001,ELIGIBLE
mp-1666665,dev_bulk,bulk,0.0002487673,5,4.822632e-05,3.716519e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1666665,dev_bulk,bulk,0.0002487673,5,4.822632e-05,3.716519e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-17103,dev_bulk,bulk,0.002231429,5,0.001318317,0.0006471058,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.231e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-17103,dev_bulk,bulk,0.002231429,5,0.001318317,0.0006471058,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.231e-03 >= threshold 0.001,ELIGIBLE
mp-17103,dev_bulk,bulk,0.002231429,5,0.001318317,0.0006471058,0.01,ELIGIBLE,,ELIGIBLE
mp-1778,dev_bulk,bulk,0.0008690062,5,6.5745e-05,3.436642e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.690e-04 >= threshold 0.0001,ELIGIBLE
mp-1778,dev_bulk,bulk,0.0008690062,5,6.5745e-05,3.436642e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1778,dev_bulk,bulk,0.0008690062,5,6.5745e-05,3.436642e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1841520,dev_bulk,bulk,0.0004543457,5,0.0002224756,0.000215228,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.543e-04 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1841520,dev_bulk,bulk,0.0004543457,5,0.0002224756,0.000215228,0.001,ELIGIBLE,,ELIGIBLE
mp-1841520,dev_bulk,bulk,0.0004543457,5,0.0002224756,0.000215228,0.01,ELIGIBLE,,ELIGIBLE
mp-19133,dev_bulk,bulk,0.001249382,5,0.0007972832,4.526004e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.249e-03 >= threshold 0.0001,ELIGIBLE
mp-19133,dev_bulk,bulk,0.001249382,5,0.0007972832,4.526004e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.249e-03 >= threshold 0.001,ELIGIBLE
mp-19133,dev_bulk,bulk,0.001249382,5,0.0007972832,4.526004e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-20888,dev_bulk,bulk,0.0003284703,5,0.000175505,5.215181e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.285e-04 >= threshold 0.0001,ELIGIBLE
mp-20888,dev_bulk,bulk,0.0003284703,5,0.000175505,5.215181e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-20888,dev_bulk,bulk,0.0003284703,5,0.000175505,5.215181e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-21054,dev_bulk,bulk,0.006927267,5,0.004264134,0.0002819716,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.927e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-21054,dev_bulk,bulk,0.006927267,5,0.004264134,0.0002819716,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.927e-03 >= threshold 0.001,ELIGIBLE
mp-21054,dev_bulk,bulk,0.006927267,5,0.004264134,0.0002819716,0.01,ELIGIBLE,,ELIGIBLE
mp-21079,dev_bulk,bulk,0.006000707,5,0.0002467108,1.655534e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.001e-03 >= threshold 0.0001,ELIGIBLE
mp-21079,dev_bulk,bulk,0.006000707,5,0.0002467108,1.655534e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.001e-03 >= threshold 0.001,ELIGIBLE
mp-21079,dev_bulk,bulk,0.006000707,5,0.0002467108,1.655534e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-214,dev_bulk,bulk,3.139013e-08,5,6.981153e-09,1.376989e-08,0.0001,ELIGIBLE,,ELIGIBLE
mp-214,dev_bulk,bulk,3.139013e-08,5,6.981153e-09,1.376989e-08,0.001,ELIGIBLE,,ELIGIBLE
mp-214,dev_bulk,bulk,3.139013e-08,5,6.981153e-09,1.376989e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-21588,dev_bulk,bulk,0.08040763,5,0.03130886,1.040023e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.041e-02 >= threshold 0.0001,ELIGIBLE
mp-21588,dev_bulk,bulk,0.08040763,5,0.03130886,1.040023e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.041e-02 >= threshold 0.001,ELIGIBLE
mp-21588,dev_bulk,bulk,0.08040763,5,0.03130886,1.040023e-08,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.041e-02 >= threshold 0.01,ELIGIBLE
mp-2194,dev_bulk,bulk,0.0005228009,5,0.0002643634,0.0002727896,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.228e-04 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-2194,dev_bulk,bulk,0.0005228009,5,0.0002643634,0.0002727896,0.001,ELIGIBLE,,ELIGIBLE
mp-2194,dev_bulk,bulk,0.0005228009,5,0.0002643634,0.0002727896,0.01,ELIGIBLE,,ELIGIBLE
mp-2216496,dev_bulk,bulk,0.0002421721,5,5.171401e-05,2.975483e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.422e-04 >= threshold 0.0001,ELIGIBLE
mp-2216496,dev_bulk,bulk,0.0002421721,5,5.171401e-05,2.975483e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-2216496,dev_bulk,bulk,0.0002421721,5,5.171401e-05,2.975483e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-2217743,dev_bulk,bulk,7.258637e-05,5,3.339584e-05,2.450501e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-2217743,dev_bulk,bulk,7.258637e-05,5,3.339584e-05,2.450501e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-2217743,dev_bulk,bulk,7.258637e-05,5,3.339584e-05,2.450501e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-2227467,dev_bulk,bulk,0.001039636,5,0.0001043315,9.040686e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.040e-03 >= threshold 0.0001,ELIGIBLE
mp-2227467,dev_bulk,bulk,0.001039636,5,0.0001043315,9.040686e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.040e-03 >= threshold 0.001,ELIGIBLE
mp-2227467,dev_bulk,bulk,0.001039636,5,0.0001043315,9.040686e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-2229431,dev_bulk,bulk,0.0004403207,5,0.0001265409,3.149239e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.403e-04 >= threshold 0.0001,ELIGIBLE
mp-2229431,dev_bulk,bulk,0.0004403207,5,0.0001265409,3.149239e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-2229431,dev_bulk,bulk,0.0004403207,5,0.0001265409,3.149239e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-2230770,dev_bulk,bulk,7.704879e-05,5,2.964723e-05,3.005102e-05,0.0001,ELIGIBLE,,ELIGIBLE
mp-2230770,dev_bulk,bulk,7.704879e-05,5,2.964723e-05,3.005102e-05,0.001,ELIGIBLE,,ELIGIBLE
mp-2230770,dev_bulk,bulk,7.704879e-05,5,2.964723e-05,3.005102e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-2233790,dev_bulk,bulk,3.929476e-05,5,1.47467e-05,2.940096e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-2233790,dev_bulk,bulk,3.929476e-05,5,1.47467e-05,2.940096e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-2233790,dev_bulk,bulk,3.929476e-05,5,1.47467e-05,2.940096e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-2240057,dev_bulk,bulk,0.0005544289,5,0.0002994659,0.0001389756,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.544e-04 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-2240057,dev_bulk,bulk,0.0005544289,5,0.0002994659,0.0001389756,0.001,ELIGIBLE,,ELIGIBLE
mp-2240057,dev_bulk,bulk,0.0005544289,5,0.0002994659,0.0001389756,0.01,ELIGIBLE,,ELIGIBLE
mp-2242118,dev_bulk,bulk,5.463212e-05,5,1.586993e-05,9.271856e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-2242118,dev_bulk,bulk,5.463212e-05,5,1.586993e-05,9.271856e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-2242118,dev_bulk,bulk,5.463212e-05,5,1.586993e-05,9.271856e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-22490,dev_bulk,bulk,0.00122404,5,0.0003083667,0.0008988769,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.224e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-22490,dev_bulk,bulk,0.00122404,5,0.0003083667,0.0008988769,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.224e-03 >= threshold 0.001,ELIGIBLE
mp-22490,dev_bulk,bulk,0.00122404,5,0.0003083667,0.0008988769,0.01,ELIGIBLE,,ELIGIBLE
mp-24407,dev_bulk,bulk,3.413193e-05,5,1.786793e-05,3.93046e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-24407,dev_bulk,bulk,3.413193e-05,5,1.786793e-05,3.93046e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-24407,dev_bulk,bulk,3.413193e-05,5,1.786793e-05,3.93046e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-24460,dev_bulk,bulk,5.860799e-05,5,3.406527e-05,4.875108e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-24460,dev_bulk,bulk,5.860799e-05,5,3.406527e-05,4.875108e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-24460,dev_bulk,bulk,5.860799e-05,5,3.406527e-05,4.875108e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-26341,dev_bulk,bulk,2.642669e-05,5,7.945448e-06,3.530639e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-26341,dev_bulk,bulk,2.642669e-05,5,7.945448e-06,3.530639e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-26341,dev_bulk,bulk,2.642669e-05,5,7.945448e-06,3.530639e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-2647013,dev_bulk,bulk,0.00300252,5,0.001434949,2.167114e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.003e-03 >= threshold 0.0001,ELIGIBLE
mp-2647013,dev_bulk,bulk,0.00300252,5,0.001434949,2.167114e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.003e-03 >= threshold 0.001,ELIGIBLE
mp-2647013,dev_bulk,bulk,0.00300252,5,0.001434949,2.167114e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-26619,dev_bulk,bulk,0.0002220695,5,3.198465e-05,2.436058e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.221e-04 >= threshold 0.0001,ELIGIBLE
mp-26619,dev_bulk,bulk,0.0002220695,5,3.198465e-05,2.436058e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-26619,dev_bulk,bulk,0.0002220695,5,3.198465e-05,2.436058e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-27239,dev_bulk,bulk,0.002024753,5,0.001437732,2.017391e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.025e-03 >= threshold 0.0001,ELIGIBLE
mp-27239,dev_bulk,bulk,0.002024753,5,0.001437732,2.017391e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.025e-03 >= threshold 0.001,ELIGIBLE
mp-27239,dev_bulk,bulk,0.002024753,5,0.001437732,2.017391e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-28105,dev_bulk,bulk,0.00167128,5,0.00157046,3.17926e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.671e-03 >= threshold 0.0001,ELIGIBLE
mp-28105,dev_bulk,bulk,0.00167128,5,0.00157046,3.17926e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.671e-03 >= threshold 0.001,ELIGIBLE
mp-28105,dev_bulk,bulk,0.00167128,5,0.00157046,3.17926e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-30772,dev_bulk,bulk,0.2041995,5,0.0008305716,5.45127e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.042e-01 >= threshold 0.0001,ELIGIBLE
mp-30772,dev_bulk,bulk,0.2041995,5,0.0008305716,5.45127e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.042e-01 >= threshold 0.001,ELIGIBLE
mp-30772,dev_bulk,bulk,0.2041995,5,0.0008305716,5.45127e-09,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.042e-01 >= threshold 0.01,ELIGIBLE
mp-32108,dev_bulk,bulk,0.00162389,5,0.001577273,0.0009245844,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.624e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-32108,dev_bulk,bulk,0.00162389,5,0.001577273,0.0009245844,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.624e-03 >= threshold 0.001,ELIGIBLE
mp-32108,dev_bulk,bulk,0.00162389,5,0.001577273,0.0009245844,0.01,ELIGIBLE,,ELIGIBLE
mp-3612,dev_bulk,bulk,0.001292881,5,0.001267467,5.053358e-06,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.293e-03 >= threshold 0.0001,ELIGIBLE
mp-3612,dev_bulk,bulk,0.001292881,5,0.001267467,5.053358e-06,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.293e-03 >= threshold 0.001,ELIGIBLE
mp-3612,dev_bulk,bulk,0.001292881,5,0.001267467,5.053358e-06,0.01,ELIGIBLE,,ELIGIBLE
mp-37207,dev_bulk,bulk,0.000226175,5,8.88447e-05,1.475921e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.262e-04 >= threshold 0.0001,ELIGIBLE
mp-37207,dev_bulk,bulk,0.000226175,5,8.88447e-05,1.475921e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-37207,dev_bulk,bulk,0.000226175,5,8.88447e-05,1.475921e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-37888,dev_bulk,bulk,0.0002769396,5,2.873739e-05,1.65365e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.769e-04 >= threshold 0.0001,ELIGIBLE
mp-37888,dev_bulk,bulk,0.0002769396,5,2.873739e-05,1.65365e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-37888,dev_bulk,bulk,0.0002769396,5,2.873739e-05,1.65365e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-435,dev_bulk,bulk,0.008690552,5,0.00191747,1.294539e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.691e-03 >= threshold 0.0001,ELIGIBLE
mp-435,dev_bulk,bulk,0.008690552,5,0.00191747,1.294539e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.691e-03 >= threshold 0.001,ELIGIBLE
mp-435,dev_bulk,bulk,0.008690552,5,0.00191747,1.294539e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-505574,dev_bulk,bulk,0.002155453,5,0.001201553,0.0003251948,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.155e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-505574,dev_bulk,bulk,0.002155453,5,0.001201553,0.0003251948,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.155e-03 >= threshold 0.001,ELIGIBLE
mp-505574,dev_bulk,bulk,0.002155453,5,0.001201553,0.0003251948,0.01,ELIGIBLE,,ELIGIBLE
mp-540547,dev_bulk,bulk,0.01493123,5,0.01026399,0.002915782,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.493e-02 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-540547,dev_bulk,bulk,0.01493123,5,0.01026399,0.002915782,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.493e-02 >= threshold 0.001,NON_EVALUABLE_BADER_UNSTABLE
mp-540547,dev_bulk,bulk,0.01493123,5,0.01026399,0.002915782,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.493e-02 >= threshold 0.01,ELIGIBLE
mp-555976,dev_bulk,bulk,0.006412988,5,0.005055683,1.908063e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.413e-03 >= threshold 0.0001,ELIGIBLE
mp-555976,dev_bulk,bulk,0.006412988,5,0.005055683,1.908063e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.413e-03 >= threshold 0.001,ELIGIBLE
mp-555976,dev_bulk,bulk,0.006412988,5,0.005055683,1.908063e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-557569,dev_bulk,bulk,0.0002619048,5,1.261279e-05,5.789982e-10,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.619e-04 >= threshold 0.0001,ELIGIBLE
mp-557569,dev_bulk,bulk,0.0002619048,5,1.261279e-05,5.789982e-10,0.001,ELIGIBLE,,ELIGIBLE
mp-557569,dev_bulk,bulk,0.0002619048,5,1.261279e-05,5.789982e-10,0.01,ELIGIBLE,,ELIGIBLE
mp-560030,dev_bulk,bulk,9.21006e-06,5,2.325091e-06,7.27863e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-560030,dev_bulk,bulk,9.21006e-06,5,2.325091e-06,7.27863e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-560030,dev_bulk,bulk,9.21006e-06,5,2.325091e-06,7.27863e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-560341,dev_bulk,bulk,0.0001107592,5,4.137466e-05,3.051301e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.108e-04 >= threshold 0.0001,ELIGIBLE
mp-560341,dev_bulk,bulk,0.0001107592,5,4.137466e-05,3.051301e-05,0.001,ELIGIBLE,,ELIGIBLE
mp-560341,dev_bulk,bulk,0.0001107592,5,4.137466e-05,3.051301e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-567278,dev_bulk,bulk,0.01465717,5,0.0006517837,0.007577306,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.466e-02 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-567278,dev_bulk,bulk,0.01465717,5,0.0006517837,0.007577306,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.466e-02 >= threshold 0.001,NON_EVALUABLE_BADER_UNSTABLE
mp-567278,dev_bulk,bulk,0.01465717,5,0.0006517837,0.007577306,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.466e-02 >= threshold 0.01,ELIGIBLE
mp-567394,dev_bulk,bulk,0.007456349,5,0.006235781,0.003347966,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.456e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
