material_id,stratum,domain,stability_floor_a1_e,n_seeds,floor_min_over_seeds_e,stability_floor_a_e,threshold_e,status,reason,status_under_protocol_a
mp-1065204,dev_bulk,bulk,2.705611e-05,5,1.53737e-05,1.576456e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1069461,dev_bulk,bulk,0.001099519,5,0.0008713612,5.311334e-10,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.100e-03 >= threshold 0.0001,ELIGIBLE
mp-1069461,dev_bulk,bulk,0.001099519,5,0.0008713612,5.311334e-10,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.100e-03 >= threshold 0.001,ELIGIBLE
mp-1069461,dev_bulk,bulk,0.001099519,5,0.0008713612,5.311334e-10,0.01,ELIGIBLE,,ELIGIBLE
mp-10761,dev_bulk,bulk,0.001663171,5,0.0004785411,6.157679e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.663e-03 >= threshold 0.0001,ELIGIBLE
mp-10761,dev_bulk,bulk,0.001663171,5,0.0004785411,6.157679e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.663e-03 >= threshold 0.001,ELIGIBLE
mp-10761,dev_bulk,bulk,0.001663171,5,0.0004785411,6.157679e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1077125,dev_bulk,bulk,0.001147219,5,0.0005758732,6.586829e-10,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.147e-03 >= threshold 0.0001,ELIGIBLE
mp-1077125,dev_bulk,bulk,0.001147219,5,0.0005758732,6.586829e-10,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.147e-03 >= threshold 0.001,ELIGIBLE
mp-1077125,dev_bulk,bulk,0.001147219,5,0.0005758732,6.586829e-10,0.01,ELIGIBLE,,ELIGIBLE
mp-1077596,dev_bulk,bulk,0.0165912,5,0.001518848,0.002194743,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.659e-02 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1077596,dev_bulk,bulk,0.0165912,5,0.001518848,0.002194743,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.659e-02 >= threshold 0.001,NON_EVALUABLE_BADER_UNSTABLE
mp-1077596,dev_bulk,bulk,0.0165912,5,0.001518848,0.002194743,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.659e-02 >= threshold 0.01,ELIGIBLE
mp-1078524,dev_bulk,bulk,0.005804679,5,0.002674823,7.544315e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.805e-03 >= threshold 0.0001,ELIGIBLE
mp-1078524,dev_bulk,bulk,0.005804679,5,0.002674823,7.544315e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.805e-03 >= threshold 0.001,ELIGIBLE
mp-1078524,dev_bulk,bulk,0.005804679,5,0.002674823,7.544315e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1079749,dev_bulk,bulk,2.913304,5,0.06197594,3.807877e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.913e+00 >= threshold 0.0001,ELIGIBLE
mp-1079749,dev_bulk,bulk,2.913304,5,0.06197594,3.807877e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.913e+00 >= threshold 0.001,ELIGIBLE
mp-1079749,dev_bulk,bulk,2.913304,5,0.06197594,3.807877e-09,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.913e+00 >= threshold 0.01,ELIGIBLE
mp-1094905,dev_bulk,bulk,0.0003569476,5,7.413101e-05,4.30158e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.569e-04 >= threshold 0.0001,ELIGIBLE
mp-1094905,dev_bulk,bulk,0.0003569476,5,7.413101e-05,4.30158e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1094905,dev_bulk,bulk,0.0003569476,5,7.413101e-05,4.30158e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1096987,dev_bulk,bulk,0.1016265,5,0.0775387,1.299401e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.016e-01 >= threshold 0.0001,ELIGIBLE
mp-1096987,dev_bulk,bulk,0.1016265,5,0.0775387,1.299401e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.016e-01 >= threshold 0.001,ELIGIBLE
mp-1096987,dev_bulk,bulk,0.1016265,5,0.0775387,1.299401e-08,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.016e-01 >= threshold 0.01,ELIGIBLE
mp-1097014,dev_bulk,bulk,4.78961e-05,5,3.165562e-05,1.857547e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1097014,dev_bulk,bulk,4.78961e-05,5,3.165562e-05,1.857547e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1097014,dev_bulk,bulk,4.78961e-05,5,3.165562e-05,1.857547e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1100976,dev_bulk,bulk,8.042828e-05,5,1.164892e-05,4.973405e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1100976,dev_bulk,bulk,8.042828e-05,5,1.164892e-05,4.973405e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1100976,dev_bulk,bulk,8.042828e-05,5,1.164892e-05,4.973405e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1103974,dev_bulk,bulk,0.0009891331,5,0.0007341502,2.781079e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 9.891e-04 >= threshold 0.0001,ELIGIBLE
mp-1103974,dev_bulk,bulk,0.0009891331,5,0.0007341502,2.781079e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1103974,dev_bulk,bulk,0.0009891331,5,0.0007341502,2.781079e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1104614,dev_bulk,bulk,0.0001080914,5,3.254948e-05,3.949122e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.081e-04 >= threshold 0.0001,ELIGIBLE
mp-1104614,dev_bulk,bulk,0.0001080914,5,3.254948e-05,3.949122e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1104614,dev_bulk,bulk,0.0001080914,5,3.254948e-05,3.949122e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1105871,dev_bulk,bulk,0.001745835,5,0.0002601605,0.0003896181,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.746e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1105871,dev_bulk,bulk,0.001745835,5,0.0002601605,0.0003896181,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.746e-03 >= threshold 0.001,ELIGIBLE
mp-1105871,dev_bulk,bulk,0.001745835,5,0.0002601605,0.0003896181,0.01,ELIGIBLE,,ELIGIBLE
mp-1111338,dev_bulk,bulk,0.003428845,5,0.00314298,0.0002349849,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.429e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1111338,dev_bulk,bulk,0.003428845,5,0.00314298,0.0002349849,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.429e-03 >= threshold 0.001,ELIGIBLE
mp-1111338,dev_bulk,bulk,0.003428845,5,0.00314298,0.0002349849,0.01,ELIGIBLE,,ELIGIBLE
mp-1112138,dev_bulk,bulk,0.00269114,5,0.002232979,0.001281856,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.691e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1112138,dev_bulk,bulk,0.00269114,5,0.002232979,0.001281856,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.691e-03 >= threshold 0.001,NON_EVALUABLE_BADER_UNSTABLE
mp-1112138,dev_bulk,bulk,0.00269114,5,0.002232979,0.001281856,0.01,ELIGIBLE,,ELIGIBLE
mp-1114492,dev_bulk,bulk,0.004083427,5,0.003928356,2.264736e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.083e-03 >= threshold 0.0001,ELIGIBLE
mp-1114492,dev_bulk,bulk,0.004083427,5,0.003928356,2.264736e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.083e-03 >= threshold 0.001,ELIGIBLE
mp-1114492,dev_bulk,bulk,0.004083427,5,0.003928356,2.264736e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-11306,dev_bulk,bulk,0.002263058,5,0.000433701,0.0002335585,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.263e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-11306,dev_bulk,bulk,0.002263058,5,0.000433701,0.0002335585,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.263e-03 >= threshold 0.001,ELIGIBLE
mp-11306,dev_bulk,bulk,0.002263058,5,0.000433701,0.0002335585,0.01,ELIGIBLE,,ELIGIBLE
mp-11419,dev_bulk,bulk,0.03281072,5,0.02379617,8.93519e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.281e-02 >= threshold 0.0001,ELIGIBLE
mp-11419,dev_bulk,bulk,0.03281072,5,0.02379617,8.93519e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.281e-02 >= threshold 0.001,ELIGIBLE
mp-11419,dev_bulk,bulk,0.03281072,5,0.02379617,8.93519e-09,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.281e-02 >= threshold 0.01,ELIGIBLE
mp-1173587,dev_bulk,bulk,0.001302456,5,0.0006152802,6.385545e-06,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.302e-03 >= threshold 0.0001,ELIGIBLE
mp-1173587,dev_bulk,bulk,0.001302456,5,0.0006152802,6.385545e-06,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.302e-03 >= threshold 0.001,ELIGIBLE
mp-1173587,dev_bulk,bulk,0.001302456,5,0.0006152802,6.385545e-06,0.01,ELIGIBLE,,ELIGIBLE
mp-1174037,dev_bulk,bulk,5.462493e-05,5,1.889582e-05,4.771009e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1174037,dev_bulk,bulk,5.462493e-05,5,1.889582e-05,4.771009e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1174037,dev_bulk,bulk,5.462493e-05,5,1.889582e-05,4.771009e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1175088,dev_bulk,bulk,5.992123e-05,5,1.552513e-05,5.812236e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1175088,dev_bulk,bulk,5.992123e-05,5,1.552513e-05,5.812236e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1175088,dev_bulk,bulk,5.992123e-05,5,1.552513e-05,5.812236e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1175263,dev_bulk,bulk,5.344422e-05,5,3.233164e-05,1.101079e-08,0.0001,ELIGIBLE,,ELIGIBLE
mp-1175263,dev_bulk,bulk,5.344422e-05,5,3.233164e-05,1.101079e-08,0.001,ELIGIBLE,,ELIGIBLE
mp-1175263,dev_bulk,bulk,5.344422e-05,5,3.233164e-05,1.101079e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-1177023,dev_bulk,bulk,0.0001477996,5,4.569803e-05,6.038583e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.478e-04 >= threshold 0.0001,ELIGIBLE
mp-1177023,dev_bulk,bulk,0.0001477996,5,4.569803e-05,6.038583e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1177023,dev_bulk,bulk,0.0001477996,5,4.569803e-05,6.038583e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1178256,dev_bulk,bulk,0.0006652799,5,0.0004958623,4.758446e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.653e-04 >= threshold 0.0001,ELIGIBLE
mp-1178256,dev_bulk,bulk,0.0006652799,5,0.0004958623,4.758446e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1178256,dev_bulk,bulk,0.0006652799,5,0.0004958623,4.758446e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1178447,dev_bulk,bulk,5.154635e-05,5,1.911331e-05,9.681639e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1178447,dev_bulk,bulk,5.154635e-05,5,1.911331e-05,9.681639e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1178447,dev_bulk,bulk,5.154635e-05,5,1.911331e-05,9.681639e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1184653,dev_bulk,bulk,0.004182205,5,0.001450199,0.0001895113,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.182e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1184653,dev_bulk,bulk,0.004182205,5,0.001450199,0.0001895113,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.182e-03 >= threshold 0.001,ELIGIBLE
mp-1184653,dev_bulk,bulk,0.004182205,5,0.001450199,0.0001895113,0.01,ELIGIBLE,,ELIGIBLE
mp-1187017,dev_bulk,bulk,0.004242726,5,0.003207517,0.001673359,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.243e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1187017,dev_bulk,bulk,0.004242726,5,0.003207517,0.001673359,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.243e-03 >= threshold 0.001,NON_EVALUABLE_BADER_UNSTABLE
mp-1187017,dev_bulk,bulk,0.004242726,5,0.003207517,0.001673359,0.01,ELIGIBLE,,ELIGIBLE
mp-1187022,dev_bulk,bulk,0.0280344,5,0.004928465,0.00055581,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.803e-02 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1187022,dev_bulk,bulk,0.0280344,5,0.004928465,0.00055581,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.803e-02 >= threshold 0.001,ELIGIBLE
mp-1187022,dev_bulk,bulk,0.0280344,5,0.004928465,0.00055581,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.803e-02 >= threshold 0.01,ELIGIBLE
mp-1187279,dev_bulk,bulk,0.007338971,5,0.002021062,7.638929e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.339e-03 >= threshold 0.0001,ELIGIBLE
mp-1187279,dev_bulk,bulk,0.007338971,5,0.002021062,7.638929e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.339e-03 >= threshold 0.001,ELIGIBLE
mp-1187279,dev_bulk,bulk,0.007338971,5,0.002021062,7.638929e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1187638,dev_bulk,bulk,0.004497215,5,0.0001837306,1.182007e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.497e-03 >= threshold 0.0001,ELIGIBLE
mp-1187638,dev_bulk,bulk,0.004497215,5,0.0001837306,1.182007e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.497e-03 >= threshold 0.001,ELIGIBLE
mp-1187638,dev_bulk,bulk,0.004497215,5,0.0001837306,1.182007e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-1188002,dev_bulk,bulk,6.020121e-05,5,6.683588e-08,9.525895e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1188002,dev_bulk,bulk,6.020121e-05,5,6.683588e-08,9.525895e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1188002,dev_bulk,bulk,6.020121e-05,5,6.683588e-08,9.525895e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1192831,dev_bulk,bulk,0.0007240303,5,0.0003974418,2.904272e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.240e-04 >= threshold 0.0001,ELIGIBLE
mp-1192831,dev_bulk,bulk,0.0007240303,5,0.0003974418,2.904272e-05,0.001,ELIGIBLE,,ELIGIBLE
mp-1192831,dev_bulk,bulk,0.0007240303,5,0.0003974418,2.904272e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-1193567,dev_bulk,bulk,0.0002738073,5,3.071973e-05,4.03293e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.738e-04 >= threshold 0.0001,ELIGIBLE
mp-1193567,dev_bulk,bulk,0.0002738073,5,3.071973e-05,4.03293e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1193567,dev_bulk,bulk,0.0002738073,5,3.071973e-05,4.03293e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1194734,dev_bulk,bulk,3.098067e-05,5,1.390543e-05,4.275333e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1194734,dev_bulk,bulk,3.098067e-05,5,1.390543e-05,4.275333e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1194734,dev_bulk,bulk,3.098067e-05,5,1.390543e-05,4.275333e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1197354,dev_bulk,bulk,0.007841657,5,0.006875021,2.030799e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.842e-03 >= threshold 0.0001,ELIGIBLE
mp-1197354,dev_bulk,bulk,0.007841657,5,0.006875021,2.030799e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.842e-03 >= threshold 0.001,ELIGIBLE
mp-1197354,dev_bulk,bulk,0.007841657,5,0.006875021,2.030799e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1199510,dev_bulk,bulk,0.006941523,5,0.004605102,1.03491e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.942e-03 >= threshold 0.0001,ELIGIBLE
mp-1199510,dev_bulk,bulk,0.006941523,5,0.004605102,1.03491e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.942e-03 >= threshold 0.001,ELIGIBLE
mp-1199510,dev_bulk,bulk,0.006941523,5,0.004605102,1.03491e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-1200041,dev_bulk,bulk,0.001554063,5,0.001194582,9.025207e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.554e-03 >= threshold 0.0001,ELIGIBLE
mp-1200041,dev_bulk,bulk,0.001554063,5,0.001194582,9.025207e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.554e-03 >= threshold 0.001,ELIGIBLE
mp-1200041,dev_bulk,bulk,0.001554063,5,0.001194582,9.025207e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1200429,dev_bulk,bulk,6.309121e-05,5,3.07722e-05,5.211795e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1200429,dev_bulk,bulk,6.309121e-05,5,3.07722e-05,5.211795e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1200429,dev_bulk,bulk,6.309121e-05,5,3.07722e-05,5.211795e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1205681,dev_bulk,bulk,0.0001780077,5,9.259101e-05,2.55265e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.780e-04 >= threshold 0.0001,ELIGIBLE
mp-1205681,dev_bulk,bulk,0.0001780077,5,9.259101e-05,2.55265e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1205681,dev_bulk,bulk,0.0001780077,5,9.259101e-05,2.55265e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1206294,dev_bulk,bulk,0.002677258,5,0.001116464,1.353877e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.677e-03 >= threshold 0.0001,ELIGIBLE
mp-1206294,dev_bulk,bulk,0.002677258,5,0.001116464,1.353877e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.677e-03 >= threshold 0.001,ELIGIBLE
mp-1206294,dev_bulk,bulk,0.002677258,5,0.001116464,1.353877e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1206630,dev_bulk,bulk,0.0001084162,5,2.935077e-05,7.231794e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.084e-04 >= threshold 0.0001,ELIGIBLE
mp-1206630,dev_bulk,bulk,0.0001084162,5,2.935077e-05,7.231794e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1206630,dev_bulk,bulk,0.0001084162,5,2.935077e-05,7.231794e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1207275,dev_bulk,bulk,0.0004398184,5,9.810284e-05,4.810216e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.398e-04 >= threshold 0.0001,ELIGIBLE
mp-1207275,dev_bulk,bulk,0.0004398184,5,9.810284e-05,4.810216e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1207275,dev_bulk,bulk,0.0004398184,5,9.810284e-05,4.810216e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1209117,dev_bulk,bulk,0.04285229,5,0.02112427,2.720026e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.285e-02 >= threshold 0.0001,ELIGIBLE
mp-1209117,dev_bulk,bulk,0.04285229,5,0.02112427,2.720026e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.285e-02 >= threshold 0.001,ELIGIBLE
mp-1209117,dev_bulk,bulk,0.04285229,5,0.02112427,2.720026e-09,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.285e-02 >= threshold 0.01,ELIGIBLE
mp-1209933,dev_bulk,bulk,0.000217278,5,6.009766e-05,2.190122e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.173e-04 >= threshold 0.0001,ELIGIBLE
mp-1209933,dev_bulk,bulk,0.000217278,5,6.009766e-05,2.190122e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1209933,dev_bulk,bulk,0.000217278,5,6.009766e-05,2.190122e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1211145,dev_bulk,bulk,0.0002065811,5,0.0001539459,6.432903e-06,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.066e-04 >= threshold 0.0001,ELIGIBLE
mp-1211145,dev_bulk,bulk,0.0002065811,5,0.0001539459,6.432903e-06,0.001,ELIGIBLE,,ELIGIBLE
mp-1211145,dev_bulk,bulk,0.0002065811,5,0.0001539459,6.432903e-06,0.01,ELIGIBLE,,ELIGIBLE
mp-1211797,dev_bulk,bulk,0.002458505,5,0.0005797716,3.469775e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.459e-03 >= threshold 0.0001,ELIGIBLE
mp-1211797,dev_bulk,bulk,0.002458505,5,0.0005797716,3.469775e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.459e-03 >= threshold 0.001,ELIGIBLE
mp-1211797,dev_bulk,bulk,0.002458505,5,0.0005797716,3.469775e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-1213918,dev_bulk,bulk,1.069549e-07,5,4.550069e-08,8.412966e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1213918,dev_bulk,bulk,1.069549e-07,5,4.550069e-08,8.412966e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1213918,dev_bulk,bulk,1.069549e-07,5,4.550069e-08,8.412966e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1215324,dev_bulk,bulk,0.01307427,5,0.008654113,5.86596e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.307e-02 >= threshold 0.0001,ELIGIBLE
mp-1215324,dev_bulk,bulk,0.01307427,5,0.008654113,5.86596e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.307e-02 >= threshold 0.001,ELIGIBLE
mp-1215324,dev_bulk,bulk,0.01307427,5,0.008654113,5.86596e-09,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.307e-02 >= threshold 0.01,ELIGIBLE
mp-1218887,dev_bulk,bulk,0.0002032166,5,3.457739e-08,1.077132e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.032e-04 >= threshold 0.0001,ELIGIBLE
mp-1218887,dev_bulk,bulk,0.0002032166,5,3.457739e-08,1.077132e-08,0.001,ELIGIBLE,,ELIGIBLE
mp-1218887,dev_bulk,bulk,0.0002032166,5,3.457739e-08,1.077132e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-1219705,dev_bulk,bulk,3.822001e-05,5,5.782475e-09,3.085692e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1219705,dev_bulk,bulk,3.822001e-05,5,5.782475e-09,3.085692e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1219705,dev_bulk,bulk,3.822001e-05,5,5.782475e-09,3.085692e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1222924,dev_bulk,bulk,0.002732484,5,0.0007742777,0.0002293313,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.732e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-1222924,dev_bulk,bulk,0.002732484,5,0.0007742777,0.0002293313,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.732e-03 >= threshold 0.001,ELIGIBLE
mp-1222924,dev_bulk,bulk,0.002732484,5,0.0007742777,0.0002293313,0.01,ELIGIBLE,,ELIGIBLE
mp-1223327,dev_bulk,bulk,0.01621049,5,0.002716068,2.748166e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.621e-02 >= threshold 0.0001,ELIGIBLE
mp-1223327,dev_bulk,bulk,0.01621049,5,0.002716068,2.748166e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.621e-02 >= threshold 0.001,ELIGIBLE
mp-1223327,dev_bulk,bulk,0.01621049,5,0.002716068,2.748166e-05,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.621e-02 >= threshold 0.01,ELIGIBLE
mp-1223939,dev_bulk,bulk,3.525422e-05,5,7.02787e-06,2.048997e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-1223939,dev_bulk,bulk,3.525422e-05,5,7.02787e-06,2.048997e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1223939,dev_bulk,bulk,3.525422e-05,5,7.02787e-06,2.048997e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1224859,dev_bulk,bulk,0.0001773578,5,6.736499e-05,6.301587e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.774e-04 >= threshold 0.0001,ELIGIBLE
mp-1224859,dev_bulk,bulk,0.0001773578,5,6.736499e-05,6.301587e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-1224859,dev_bulk,bulk,0.0001773578,5,6.736499e-05,6.301587e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-1225264,dev_bulk,bulk,0.0005417757,5,0.0002506881,1.325773e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.418e-04 >= threshold 0.0001,ELIGIBLE
mp-1225264,dev_bulk,bulk,0.0005417757,5,0.0002506881,1.325773e-05,0.001,ELIGIBLE,,ELIGIBLE
mp-1225264,dev_bulk,bulk,0.0005417757,5,0.0002506881,1.325773e-05,0.01,ELIGIBLE,,ELIGIBLE
