material_id,system_type,codec_a,codec_b,linf_a,linf_b,linf_ratio,abs_log10_linf_diff,qoi_a,qoi_b,qoi_ratio,ladder_a,ladder_b,nominal_rel_a,nominal_rel_b
mp-1065204,bulk,SPERR,ZFP,2.7951665399795047,3.394198179,0.8235130633424056,0.08432950725011784,0.0298556811873549,0.0432168855818044,0.6908337050535875,base,base,0.003,0.03
mp-1065204,bulk,SPERR,ZFP,9.306629259643202,10.139563199999998,0.9178530747402615,0.03722683289067563,0.0599327387128241,0.4277259085909417,0.14011949594136264,base,base,0.01,0.1
mp-1097014,bulk,SPERR,ZFP,2.784019600425551,2.787568110000052,0.9987270231849147,0.0005531989858750253,0.0138773515127876,0.0066671803845874,2.08144233578381,base,base,0.0003,0.003
mp-1097014,bulk,SPERR,ZFP,9.280069452188634,9.761668809999946,0.9506642391598087,0.021972842502856138,0.0264535667781782,0.0687495580690722,0.3847816265466098,base,base,0.001,0.01
mp-1100976,bulk,SPERR,ZFP,0.369623876952744,0.4190259162500069,0.8821026638653354,0.054480866392550564,0.008152941242745,0.0024568865868257,3.318403578928976,base,base,0.0001,0.001
mp-1100976,bulk,SPERR,ZFP,1.1088496888956172,1.373111599999902,0.8075452052809811,0.09283315710264886,0.0153747417194605,0.008868986539726,1.7335398639510722,base,base,0.0003,0.003
mp-1100976,bulk,SPERR,ZFP,11.087949549208872,12.542884559999948,0.8840031570225118,0.053546183997099206,0.0524054381494494,0.0270972449451392,1.9339766184919873,base,base,0.003,0.03
mp-1174037,bulk,SPERR,ZFP,0.0122751343976261,0.0152376394140674,0.805579792516529,0.09389143633308028,0.0004039481465145,0.0004951025498325,0.8158878330381477,base,base,1e-05,0.0001
mp-1174037,bulk,SPERR,ZFP,0.3682144658137076,0.3941900050000129,0.9341040136562964,0.02960476184071148,0.0133977903114566,0.0045250309477129,2.9608173880508564,base,base,0.0003,0.003
mp-1174037,bulk,SPERR,ZFP,1.2275058840841098,1.3347124189999988,0.9196781768193848,0.0363641188314191,0.0199229690136411,0.0123511403343394,1.613046931241647,base,base,0.001,0.01
mp-1174037,bulk,SPERR,ZFP,3.682255017592931,4.6257059014,0.796041749320568,0.09906415459389628,0.0182580139309402,0.0177341940685282,1.0295372803741667,base,base,0.003,0.03
mp-1175088,bulk,SPERR,ZFP,0.3721345264348699,0.4197996350000039,0.8864574797328407,0.052342091151920234,0.0076117239598652,0.001996582469502,3.8123764363030612,base,base,0.0001,0.001
mp-1175088,bulk,SPERR,ZFP,11.164035304707111,9.386001550000003,1.1894346325467107,0.07534057961891671,0.0472163683064428,0.0244596974625119,1.9303741748567766,base,base,0.003,0.03
mp-1175088,bulk,SPERR,ZFP,37.21155522922263,33.84384105999999,1.0995074454832772,0.04119817459845021,0.2168345800388333,0.3376939199518087,0.6421038912094631,base,base,0.01,0.1
mp-1175263,bulk,SPERR,ZFP,0.3769439732637316,0.4482320505000032,0.8409572069718135,0.07522610319001954,0.0081688645141948,0.0031023584876255,2.6331143053835566,base,base,0.0001,0.001
mp-1175263,bulk,SPERR,ZFP,1.130822505769551,1.3940841130000017,0.8111580178157798,0.09089453471532473,0.0110938116971723,0.0085680785112636,1.2947840852051447,base,base,0.0003,0.003
mp-1175263,bulk,SPERR,ZFP,11.308308792183375,10.790976669999964,1.0479411769670162,0.020336905514493298,0.0485935547719131,0.0224644476339701,2.16313152068922,base,base,0.003,0.03
mp-1175263,bulk,SPERR,ZFP,37.69094631264623,38.60436156,0.9763390660940187,0.010399332987853338,0.239865395641595,0.1845335588121734,1.2998470152832247,base,base,0.01,0.1
mp-1178447,bulk,SPERR,ZFP,6.105522265005451,5.499157230000009,1.1102650842019008,0.045426682265572116,0.0134950152850903,0.0067886186393657,1.9878882585679047,base,base,0.001,0.01
mp-1178447,bulk,SPERR,ZFP,18.31659925587903,20.735732999999986,0.8833350263469848,0.053874548406497746,0.0226739071637087,0.0825852829994744,0.274551425389594,base,base,0.003,0.03
mp-1188002,bulk,SPERR,ZFP,0.176286776012926,0.1928812650000111,0.9139652625822206,0.039070310344448966,0.0037068607910963,0.0140136619623945,0.2645176400746371,base,base,0.0003,0.003
mp-1188002,bulk,SPERR,ZFP,5.665729621981825,6.170690838999999,0.9181677983562686,0.03707794271943854,0.0437983760191347,0.1034043732467573,0.42356405869427954,base,base,0.01,0.1
mp-1194734,bulk,SPERR,ZFP,0.0197320818209902,0.0159803550000106,1.234771181302112,0.09158648479813514,0.0003003859352315,9.859667279599194e-05,3.04661330563389,tight,base,3e-06,1e-05
mp-1194734,bulk,SPERR,ZFP,0.1973064371754844,0.2370219437500509,0.8324395372588452,0.07964730087082628,0.0008769166920288,0.0002813268540604,3.117074247880114,base,base,3e-05,0.0003
mp-1194734,bulk,SPERR,ZFP,0.6576813911154886,0.759757785000005,0.8656461363084081,0.06265960504457743,0.0020708534569084,0.0014240354627164,1.4542148079361528,base,base,0.0001,0.001
mp-1194734,bulk,SPERR,ZFP,1.9698219429340045,2.386650120000013,0.825350111617531,0.08336178564519559,0.0028543568998848,0.0054238500966858,0.5262602854066583,base,base,0.0003,0.003
mp-1194734,bulk,SPERR,ZFP,19.65150301725862,19.864233400000103,0.9892907831650084,0.004676037055435733,0.0153611403030886,0.1738763995650156,0.08834517129131596,base,base,0.003,0.03
mp-1213918,bulk,SPERR,ZFP,0.0865140441344465,0.0992073187499897,0.8720530423009288,0.0594570984642111,0.0043030965209247,0.0018826540636149,2.2856543876479827,base,base,3e-05,0.0003
mp-1213918,bulk,SPERR,ZFP,0.2884086226410112,0.3360237249999898,0.8582983914038211,0.06636170141553716,0.018553569470324,0.0075074009991116,2.4713705145788225,base,base,0.0001,0.001
mp-1219705,bulk,SPERR,ZFP,0.0003899185476958,0.0004627003725587,0.8427020396365326,0.07432595493147165,0.0003006491791222,1.698896336854716e-05,17.696734791883333,tight,base,1e-06,1e-05
mp-1219705,bulk,SPERR,ZFP,0.0116974451908653,0.0126788534921882,0.922594870117588,0.03498896451836364,0.0008410040247461,0.0015704535201557,0.5355166606030595,base,base,3e-05,0.0003
mp-1219705,bulk,SPERR,ZFP,0.0389910336351695,0.0393511145000005,0.9908495383318561,0.003992288636111452,0.0050884746886676,0.0001648957471491,30.8587381824139,base,base,0.0001,0.001
mp-1219705,bulk,SPERR,ZFP,0.1169689487480365,0.1464851450000139,0.7985038260912082,0.09772299856580136,0.0157093535745023,0.0083906071425552,1.8722546899887764,base,base,0.0003,0.003
mp-1219705,bulk,SPERR,ZFP,1.16969748251344,1.0676436220000056,1.0955879456501205,0.03964724522628706,0.050096595266698,0.1000220571811461,0.5008554780669027,base,base,0.003,0.03
mp-1223939,bulk,SPERR,ZFP,0.3776045657591282,0.4198611260000007,0.8993558640604598,0.04606842927121618,0.0126740022039353,0.0040169561806893,3.1551258300658067,base,base,0.0001,0.001
mp-1223939,bulk,SPERR,ZFP,1.1328352360754366,1.2609899299999938,0.8983697721324723,0.04654486941013722,0.0230012600091438,0.010931166132531,2.104190873166987,base,base,0.0003,0.003
mp-1223939,bulk,SPERR,ZFP,37.755565823938895,32.58857913000003,1.1585520704455108,0.06391555767624335,0.0810150208357818,0.4449647652050732,0.1820706428259415,base,base,0.01,0.1
mp-12406,bulk,SPERR,ZFP,0.1695199421967688,0.171984265000006,0.9856712310092025,0.00626791910373703,0.0115455321913042,0.0038641333175242,2.987871080675232,base,base,0.0003,0.003
mp-12406,bulk,SPERR,ZFP,0.5650675767127495,0.5770391899999936,0.9792533791556789,0.009104921137122052,0.0182895420428952,0.0092741140208065,1.9721066618183216,base,base,0.001,0.01
mp-1300873,bulk,SPERR,ZFP,1.4044912576843416,1.2325592500000084,1.1394918805601695,0.05671123496573392,0.0176668821894967,0.0094941177335048,1.8608240054944931,base,base,0.001,0.01
mp-1300873,bulk,SPERR,ZFP,4.213335607813794,5.17036813,0.8149005064778229,0.08889541227271547,0.0205311898321891,0.023374814348088,0.878346648082298,base,base,0.003,0.03
mp-1303576,bulk,SPERR,ZFP,1.361360881293928,1.5283085500000195,0.8907631127849874,0.05023777574849214,0.0059762189681276,0.0049911707967478,1.197358137297495,base,base,0.0003,0.003
mp-1303576,bulk,SPERR,ZFP,4.537415335120173,5.202997400000186,0.8720771867231782,0.05944507437429192,0.014219634668299,0.0092574013828494,1.536028749346746,base,base,0.001,0.01
mp-214,bulk,SPERR,ZFP,8.211103058552993e-05,7.888845578918335e-05,1.0408497639370504,0.017388048048727178,1.794508364127978e-07,9.877080309195209e-08,1.8168409164977173,tight,tight,3e-07,1e-06
mp-214,bulk,SPERR,ZFP,0.0808840993006754,0.0903361429999982,0.8953680842968579,0.04799839025276875,0.014611182423506,0.0213522514895512,0.6842923534623987,base,base,0.0003,0.003
mp-214,bulk,SPERR,ZFP,0.2698720328356501,0.2935047200000014,0.9194810660477584,0.03645720932491581,0.0154260551549132,0.0086121802456879,1.7911904668550096,base,base,0.001,0.01
mp-214,bulk,SPERR,ZFP,2.681233371997294,2.369545113000001,1.1315392803822482,0.05366963470007624,0.0702103696260412,0.0955299893174501,0.7349563223830083,base,base,0.01,0.1
mp-2217743,bulk,SPERR,ZFP,2.362226821436934,2.756973977000001,0.8568186864089988,0.06711107051908188,0.0219359097861602,0.011935076746731,1.8379362153803003,base,base,0.001,0.01
mp-2230770,bulk,SPERR,ZFP,0.0013489986814505,0.0010757422827225,1.254016601482318,0.09830328600381799,0.0001436607484128,6.707182007126278e-05,2.141894289735431,tight,tight,3e-07,1e-06
mp-2230770,bulk,SPERR,ZFP,1.3490056711069869,1.4706136500000042,0.9173080034358331,0.037484817292735284,0.0136262117390408,0.0092657856003786,1.470594326991986,base,base,0.0003,0.003
mp-2230770,bulk,SPERR,ZFP,4.496423684146588,5.535661399999981,0.8122649416647131,0.0903022910351785,0.0195580263841925,0.0118846899776849,1.645648849142495,base,base,0.001,0.01
mp-2242118,bulk,SPERR,ZFP,2.888540351937394,2.493765965999998,1.1583045046406717,0.06382274531615617,0.0469395560430419,0.0139325586822831,3.3690549678237574,base,base,0.001,0.01
mp-2242118,bulk,SPERR,ZFP,8.665691505965219,9.768562100000054,0.887100006864385,0.05202741739364669,0.1605572418446099,0.110333873835497,1.4551944589926549,base,base,0.003,0.03
mp-24407,bulk,SPERR,ZFP,0.3674401701247447,0.4545587662499883,0.8083447012936232,0.09240340414297732,0.0031143453110038,0.0015212476281956,2.0472310051834386,base,base,0.0001,0.001
mp-24407,bulk,SPERR,ZFP,11.023166958183367,10.353531700000076,1.0646769892232315,0.027217867797538098,0.0432376488430055,0.012549593542678,3.445342567945741,base,base,0.003,0.03
mp-24460,bulk,SPERR,ZFP,0.0123365899446623,0.0153954206250546,0.8013155499360414,0.096196429471755,0.0033230624397173,0.0031211928379786,1.0646770681011295,tight,base,1e-06,1e-05
mp-24460,bulk,SPERR,ZFP,12.336313416028489,10.937278811,1.1279143221274959,0.05227611131358856,0.0291185604933197,0.0364484559039031,0.7988969565704297,base,base,0.001,0.01
mp-26341,bulk,SPERR,ZFP,2.788161381994996,2.628288600000019,1.0608277119928824,0.025644856279770978,0.0155010649767479,0.0070934791853591,2.1852555807511225,base,base,0.001,0.01
mp-26341,bulk,SPERR,ZFP,8.364293339691297,9.799148099999911,0.8535735203034,0.06875906612867932,0.0341675672915693,0.0862762139339361,0.3960253438767292,base,base,0.003,0.03
mp-560030,bulk,SPERR,ZFP,0.0122665442155422,0.0148844857656236,0.824116090316828,0.08401160646699246,0.0002975487886729,0.0002045701747643,1.4545071832476426,base,base,1e-05,0.0001
mp-560030,bulk,SPERR,ZFP,0.3680010421409818,0.3290556689999988,1.1183549678974931,0.0485796712884351,0.0010106804288287,0.0018844147582246,0.5363365068213071,base,base,0.0003,0.003
mp-560030,bulk,SPERR,ZFP,1.2266396918276996,1.178173072,1.0411370968998852,0.017507921159713266,0.0039271566624119,0.0017207914933674,2.2821804254313727,base,base,0.001,0.01
mp-560030,bulk,SPERR,ZFP,3.67995806938491,4.101312170000028,0.8972635870789822,0.04707995651241592,0.0113703341904685,0.0047414867709907,2.398052496958196,base,base,0.003,0.03
mp-631399,bulk,SPERR,ZFP,0.0001667973209951,0.0001360303289743,1.2261774433156944,0.08855332261030746,1.7445995137421733e-07,2.4836179335352423e-08,7.024427912947415,tight,tight,3e-07,1e-06
mp-631399,bulk,SPERR,ZFP,0.0055584027138166,0.0044348288867297,1.2533522387862495,0.09807314111647392,0.0004380568404371,0.0001396988816226,3.1357218851652764,base,base,1e-05,3e-05
mp-631399,bulk,SPERR,ZFP,0.1662891162552995,0.1677314394999989,0.9914009964440839,0.0037506489269848453,0.0021613788063463,0.0074035548576985,0.29193797410696776,base,base,0.0003,0.003
mp-631399,bulk,SPERR,ZFP,5.468815767525619,4.595757879999994,1.1899703836281355,0.07553615266401559,0.0217173590125838,0.0852652331073677,0.25470356698886715,base,base,0.01,0.1
mp-644443,bulk,SPERR,ZFP,0.61728577958689,0.7615252049999981,0.8105913967573687,0.09119800997087285,0.0047193830907081,0.0025330102580483,1.8631519851579335,base,base,0.0003,0.003
mp-644443,bulk,SPERR,ZFP,2.057626928456898,2.4702376000000186,0.8329672127316347,0.07937209296292241,0.0131016075058827,0.0096007682039029,1.3646415815514261,base,base,0.001,0.01
mp-676693,bulk,SPERR,ZFP,0.0937328606138265,0.1032119735000023,0.908158786575517,0.041838210835142164,0.0047232960875067,0.0044448809494341,1.0626372542346822,base,base,0.0001,0.001
mp-676693,bulk,SPERR,ZFP,0.2812034945909509,0.3492483999999933,0.8051675958743298,0.09411371169713079,0.005969330063797,0.0163858376478636,0.36429813306341935,base,base,0.0003,0.003
mp-676693,bulk,SPERR,ZFP,2.811929246707724,2.5731678440000003,1.0927888957047467,0.03853627330794068,0.0335680084527321,0.041439628734647,0.8100460713024301,base,base,0.003,0.03
mp-676693,bulk,SPERR,ZFP,9.373443384917891,8.717756619999989,1.0752127862131007,0.03149442028264482,0.8411713143846233,0.0501080787847203,16.78713961472268,base,base,0.01,0.1
mp-733522,bulk,SPERR,ZFP,1.5427539563214978,1.6487083300000052,0.9357349194211283,0.02884716337460247,0.0195680921720926,0.0039790794455036,4.917743523368135,base,base,0.0001,0.001
mp-733522,bulk,SPERR,ZFP,4.628248633661002,5.106369399999949,0.906367767608244,0.04269554731807146,0.0229344467598862,0.0199273054094035,1.1509055684499951,base,base,0.0003,0.003
mp-752866,bulk,SPERR,ZFP,3.0167624029879505,2.948472300000049,1.0231611818052013,0.00994405487990535,0.0181385135040583,0.0103770406713845,1.747946652466793,base,base,0.001,0.01
mp-752866,bulk,SPERR,ZFP,9.049815214630868,9.508612000000028,0.9517493420312914,0.021477414752395396,0.0256768858266323,0.0240865893469761,1.0660241455005273,base,base,0.003,0.03
mp-753334,bulk,SPERR,ZFP,2.9791083978868613,2.880271310000012,1.0343152006353349,0.014652907265041037,0.0135853588632839,0.0075640617639152,1.7960401814926539,base,base,0.001,0.01
mp-753334,bulk,SPERR,ZFP,8.936686892451386,9.965972199999896,0.8967200302296126,0.04734312920276618,0.0286301275272453,0.0531199956411043,0.5389708184593917,base,base,0.003,0.03
