model,codec,beta_log10,multiplicative,ci_lo,ci_hi,p,n_rows,n_materials,common_linf_lo,common_linf_hi
M0_Linf_codec_material,SZ3,0.36541921123852306,2.3196326404145156,2.1484338923453308,2.5044734239425908,1.2562379511927248e-102,4218,143,1.004897096379409e-05,24.99332198000002
M0_Linf_codec_material,SPERR,0.3224096852219787,2.1009208214541215,1.9413854786395983,2.273566144685714,8.350652062358754e-76,4218,143,1.004897096379409e-05,24.99332198000002
M1_plus_reassignment,SZ3,-0.009781146313348858,0.9777298034653176,0.8544672226376911,1.1187738315266775,0.743230067952562,4218,143,1.004897096379409e-05,24.99332198000002
M1_plus_reassignment,SPERR,-0.023718007506197094,0.9468517637502039,0.8288960959696954,1.0815930571708823,0.4210907105373277,4218,143,1.004897096379409e-05,24.99332198000002
M2_plus_reassignment_fixed,SZ3,-0.03695544996258048,0.9184268041046362,0.750138089969526,1.1244700219557213,0.4099373822930059,4218,143,1.004897096379409e-05,24.99332198000002
M2_plus_reassignment_fixed,SPERR,-0.02873075419747131,0.9359857693316979,0.8208826067338444,1.0672285576584266,0.3230843794450098,4218,143,1.004897096379409e-05,24.99332198000002
