caliper_dex,codec_a,codec_b,material_id,corpus,pair_index,tol_a,tol_b,realized_linf_a,realized_linf_b,rmse_a,rmse_b,resolved_bader_error_a,resolved_bader_error_b,compression_ratio_a,compression_ratio_b,distance,d_log10_linf,d_log10_rmse,error_ratio_a_over_b,compression_ratio_a_over_b,linf_ratio_a_over_b,rmse_ratio_a_over_b,jointly_eligible_tau_0.01,certification_difference_pp_a_minus_b
0.2,SZ3,SPERR,mp-1104614,dev_bulk,0,0.0001,0.0001,0.6771092519318245,0.6771045723187186,0.2609199363184932,0.2559648105441976,0.0038466159725949,0.0116087392327433,74.59932005828072,11.445120300434407,0.041635003950602774,3.0014907734243756e-06,0.008327000249172656,0.3313551881452585,6.518002266472399,1.000006911211794,1.019358621068891,True,100.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,1,0.001,0.001,6.771103504667074,6.770995978757632,2.0935015234529457,2.13657170116794,0.0337363518695799,0.0442951947831238,285.29857907934246,20.5370015888544,0.044220966504492136,6.896701532865812e-06,0.008844190611874247,0.7616255450451985,13.891929542147786,1.0000158803682322,0.979841454564127,True,0.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,2,0.003,0.003,20.311343354050564,20.313093401010647,5.72885665316051,6.103173241212723,0.1252802587071535,0.1999069635262689,599.6876626756897,27.95387125931948,0.13743883860131834,3.741766281661896e-05,0.02748774225289663,0.6266928199861881,21.452758979698068,0.9999138463588221,0.9386685297535754,True,0.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,3,3e-05,3e-05,0.2031330288808419,0.2031309690398046,0.086348759578039,0.0802831411385743,0.0026183683009559,0.0077089447988818,41.65724978981531,8.84115280343976,0.15815873628056307,4.403922575835217e-06,0.03163174694954507,0.33965326893191666,4.711744126128896,1.000010140457888,1.0755528290677494,True,0.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,4,1e-05,1e-05,0.0677110784688039,0.0677099398881022,0.0343501973700467,0.0273157554339857,0.0017042122061345,0.0021902536131186,26.640072843949184,7.264844412037128,0.4975801067568063,7.302844447165668e-06,0.09951602108340674,0.778088982904565,3.666984636286115,1.0000168155621403,1.2575232434285488,True,0.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,5,0.0003,0.0003,2.031326021091118,2.031237539065472,0.8956251238649516,0.705490135361108,0.0175770149622422,0.0104764961129273,128.86806963574077,15.04707107847139,0.5181766199825972,1.891773749390646e-05,0.10363532226988426,1.6777570260875039,8.564329161714326,1.0000435606490843,1.2695076500347127,True,0.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,6,3e-06,3e-06,0.0203133033547828,0.0203128760470772,0.0108727917527645,0.0082740824518504,0.0007384672857275,0.0009443078129365,17.000961100339982,6.0592592397786165,0.5931061301843968,9.135851874564338e-06,0.11862122568507139,0.7820196715635542,2.805782097707563,1.000021036297598,1.3140782456588802,True,0.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,7,1e-06,1e-06,0.0067711011432134,0.0067710150339781,0.0037822720154933,0.0027574298633194,0.0005677344178529,0.0003311424386733,12.091076664720584,5.266893664297251,0.6862414241296453,5.523031296306158e-06,0.13724828471480244,1.7144719357853677,2.2956751047932666,1.0000127173303957,1.3716657187937296,True,0.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,8,3e-07,3e-07,0.002031331995937,0.0020313009191568,0.0011615058907104,0.0008272865036978,0.0002645016607614,0.0001655032683549,8.91690903707832,4.608078337331735,0.7368273876738778,6.644200664318589e-06,0.1473654773849935,1.5981657848243274,1.9350602104220245,1.000015298954432,1.4039947291762989,True,0.0
0.2,SZ3,SPERR,mp-1104614,dev_bulk,9,1e-07,1e-07,0.0006771096670519,0.0006771011110693,0.0003903892879685,0.000275663699265,6.984285870093032e-05,6.440438944466109e-05,7.088140286109829,4.136803592052633,0.7555915631600365,5.487795682324048e-06,0.15111831253236385,1.0844425248521639,1.7134340870635285,1.0000126361963673,1.4161795296565778,True,0.0
0.2,SZ3,SPERR,mp-1105871,dev_bulk,0,3e-05,3e-05,0.1090283369402698,0.1090274908373771,0.0484596426596757,0.0434256409187502,0.0122382873919653,0.0124490392118508,38.623365226963074,8.410541336965862,0.23816985269423901,3.3703095317916265e-06,0.04763397041961581,0.9830708365281012,4.592256750134067,1.0000077604545992,1.1159223360766088,True,0.0
0.2,SZ3,SPERR,mp-1105871,dev_bulk,1,1e-05,1e-05,0.0363427873681416,0.0363423275771594,0.0187514956030257,0.0147195521800756,0.0097314807200383,0.0086432307501285,23.47492081612029,6.942974878024706,0.5257065754235823,5.494513878323559e-06,0.10514131494114931,1.125907777007298,3.3811040985357796,1.0000126516657808,1.2739175331983088,True,0.0
0.2,SZ3,SPERR,mp-1105871,dev_bulk,2,0.0001,0.0001,0.3634275175540438,0.3634253268166389,0.1716408812910397,0.1340852291725985,0.0195825141828764,0.034545905572406,69.18282930416399,10.845238060929534,0.536198985873045,2.6179306406026726e-06,0.10723979714265464,0.566854851780704,6.379097343505838,1.000006028026236,1.2800879138603585,True,0.0
0.2,SZ3,SPERR,mp-1105871,dev_bulk,3,0.0003,0.0003,1.0902816243128657,1.090270983459348,0.483333397188382,0.3690549988143216,0.0510813751454932,0.0375738717794682,126.3030709850646,13.79008343051778,0.585778563942118,4.238617265200917e-06,0.1171557127117484,1.3594919215486867,9.15897801644571,1.0000097598245565,1.309651403561007,True,0.0
0.2,SZ3,SPERR,mp-11306,dev_bulk,0,0.003,0.003,5.45263155948204,5.452541851972654,1.6298748125505602,1.6788874387605583,0.0924126193602044,0.1657796817591608,408.2454818118896,20.162625341841384,0.06433666688414806,7.145136504016492e-06,0.01286733139300833,0.557442373996461,20.24763516111667,1.0000164524201411,0.9708064846526091,True,0.0
0.2,SZ3,SPERR,mp-11306,dev_bulk,1,3e-05,3e-05,0.0545329773069624,0.0545290058115739,0.0251634688113188,0.0221072093120287,0.001663867759067,0.0029182466318289,33.58566583995546,7.613874294861038,0.2811829728829211,3.162969319969733e-05,0.05623658568168599,0.5701600889107287,4.411113782456851,1.0000728327122308,1.1382471869765656,True,0.0
0.2,SZ3,SPERR,mp-11306,dev_bulk,2,0.0001,0.0001,0.1817761427984976,0.1817749432276691,0.0872654767844923,0.0705322194621608,0.0091977298267309,0.0091148311818916,55.6817118581843,9.633152287331438,0.4622745786558113,2.865990566425225e-06,0.09245491568674113,1.0090949182914102,5.78021712907117,1.0000065992089295,1.2372427445205885,True,0.0
0.2,SZ3,SPERR,mp-11306,dev_bulk,3,0.0003,0.0003,0.5453288437872317,0.5453107085988336,0.2496103310293702,0.1922253597104826,0.019106203666297,0.0143795376892139,95.53696638111008,12.251896610220346,0.5672593744238649,1.4442924306357074e-05,0.11345187396544898,1.3287077845783994,7.797728745230725,1.000033256615196,1.298529660214017,True,0.0
0.2,SZ3,SPERR,mp-11306,dev_bulk,4,1e-05,1e-05,0.0181776277842615,0.0181775656507277,0.0096064617168662,0.0073940729944852,0.0048620203463016,0.0024169605917645,20.52854938569998,6.403234658711902,0.5683986137635045,1.484478464819361e-06,0.11367972274300842,2.0116258257864628,3.205965497105423,1.000003418143826,1.2992111011118082,True,0.0
0.2,SZ3,SPERR,mp-11306,dev_bulk,5,0.001,0.001,1.81776548523726,1.8177329081772768,0.7829768047350599,0.5815653998161624,0.0339239978045338,0.0310330555265192,184.25602221450885,15.822449545304158,0.6457516821857606,7.783272529204854e-06,0.12915033620262184,1.0931568686668367,11.645227351614023,1.0000179218078942,1.346326320277247,True,0.0
0.2,SZ3,SPERR,mp-1173587,dev_bulk,0,0.0003,0.0003,3.80290929304374,3.8028729225233775,1.323380190398539,1.319636674319944,0.0110677827242149,0.0214419748205365,133.324348207531,14.363720296924592,0.006151299110359803,4.153554716612717e-06,0.001230252810518126,0.5161736648256158,9.282020636121478,1.0000095639589077,1.002836777843056,True,0.0
0.2,SZ3,SPERR,mp-1173587,dev_bulk,1,0.003,0.003,38.02898595762228,38.02896711914743,10.57565079654876,11.48278765578828,0.0891297502742318,0.0937722522775272,609.2121775505461,26.055170340258098,0.1787011579751198,2.1513715120491383e-07,0.03574023159437645,0.9504917297970459,23.381623286079478,1.00000049537172,0.921000293096751,True,0.0
0.2,SZ3,SPERR,mp-1173587,dev_bulk,2,0.0001,0.0001,1.2676448806487317,1.2676290648989026,0.5835159091677172,0.49093644417629,0.0064020159514459,0.0135355237303986,71.19173869060147,10.87301887682649,0.37513714385612745,5.418501531254116e-06,0.07502742857556266,0.4729788133035448,6.547559559777037,1.0000124766386849,1.18857729160189,True,100.0
0.2,SZ3,SPERR,mp-1173587,dev_bulk,3,3e-05,3e-05,0.3802934998066121,0.3802917994271411,0.1841161040746056,0.1539597427921942,0.0049359461136688,0.0069491085265216,39.70525199742512,8.360843311531067,0.38842299860680973,1.941834590180047e-06,0.07768459969709252,0.7102991836766586,4.748953008444092,1.0000044712493763,1.1958717307232363,True,0.0
0.2,SZ3,SPERR,mp-1173587,dev_bulk,4,1e-05,1e-05,0.1267644355769945,0.1267639394039967,0.0642259323315873,0.0516696924989712,0.0014027503596478,0.0021770286671696,25.65279616006576,6.897056153819844,0.47237270231864104,1.699890160411499e-06,0.09447454044843506,0.6443417033509001,3.7193833989387333,1.0000039141494035,1.2430097650158476,True,0.0
0.2,SZ3,SPERR,mp-1173587,dev_bulk,5,0.001,0.001,12.67643300371418,12.676296114854608,5.362817069404289,4.052274176378556,0.0464525959604618,0.0392776298043191,249.34037190279165,19.259663343077264,0.6084708056490375,4.689836432980599e-06,0.12169416103943931,1.1826730938676375,12.94624768155229,1.0000107988057656,1.3234092354029563,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,0,0.01,0.01,12.274873383237662,12.274071266342958,3.70310392970654,3.574064648834427,0.1381828342731372,0.0761373786526862,443.8848178346578,35.68743621020139,0.0770176159320716,2.838044130260009e-05,0.015403497041417413,1.8149145231737234,12.438125709567549,1.0000653505163282,1.0361043499630582,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,1,0.003,0.003,3.68239310529475,3.682255017592931,1.2477986361872806,1.1758912296516904,0.0358668629629992,0.0182580139309402,190.71438073699613,23.10829325954383,0.12888680279610418,1.6286107883178857e-05,0.025777355414447853,1.9644449335323861,8.253070817258658,1.000037500852374,1.0611514098603234,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,2,0.0003,0.0003,0.3682543393427693,0.3682144658137076,0.1800559435628609,0.1400327640917564,0.0089360585795414,0.0133977903114566,48.686280946828624,11.781787101616818,0.5458890527087845,4.702671325979013e-05,0.10917780041372882,0.6669800296769891,4.132334129526699,1.000108288871741,1.2858129647778667,True,100.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,3,0.001,0.001,1.2275149554056668,1.2275058840841098,0.56239280016756,0.4335423689859228,0.0117836252541598,0.0199229690136411,93.7626719570952,16.394304991709074,0.5650410290954265,3.2094431399037893e-06,0.11300820577351109,0.5914592973613343,5.719222132594998,1.000007390043237,1.297203780758556,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,4,0.0001,0.0001,0.122751616745159,0.1227499929348958,0.0632072236679178,0.0485339477282866,0.0042334404272077,0.004445949207624,29.512516469038207,9.206681523058448,0.5736054837846702,5.745068946017007e-06,0.11472109661308161,0.9522017075561985,3.2055541831357046,1.0000132285976102,1.3023301550036348,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,5,3e-05,3e-05,0.0368252609891897,0.0368253194093313,0.0197966971749138,0.0148536416966505,0.0011014482524611,0.0011427343463497,17.72699731671427,7.370504614277268,0.6237989814904282,6.88970677176215e-07,0.12475979629618328,0.9638707858738276,2.405126683236265,0.9999984135876474,1.3327840794340664,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,6,1e-07,1e-07,0.0001227510919257,0.0001227506872734,6.865064816520929e-05,4.997068786459901e-05,9.726050179725831e-05,8.459247557457417e-05,4.176596376942484,3.777748107963769,0.6896465714361114,1.4316658849544694e-06,0.13792931427979216,1.1497535819425972,1.1055783121531884,1.0000032965379584,1.3738183542965359,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,7,3e-07,3e-07,0.0003682549451298,0.0003682524449875,0.0002068862074944,0.0001499801990999,0.0001315329290836,3.632671778941443e-05,4.973891924711597,4.167381288062674,0.6984880635502981,2.948505390509837e-06,0.13969761267894354,3.6208316381924424,1.1935293607424755,1.0000067892076048,1.3794234754722228,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,8,1e-05,1e-05,0.0122751463684593,0.0122751343976261,0.0068850424148593,0.0049869202891672,0.0007022724081879,0.0004039481465145,12.31862057113396,6.221412142516165,0.7003709676264731,4.2352809326295926e-07,0.14007419352465433,1.7385211796303945,1.9800360897087044,1.00000097520995,1.3806201053213705,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,9,3e-06,3e-06,0.0036825507585511,0.0036824521274958,0.0021189790915044,0.0014987361267329,0.0004147754762708,0.0004185434796211,8.63474013262903,5.31828990665046,0.7520074793684205,1.1632017998586264e-05,0.15040149542387526,0.9909973430867658,1.6235933512822212,1.0000267840699308,1.4138440074328291,True,0.0
0.2,SZ3,SPERR,mp-1174037,dev_bulk,10,1e-06,1e-06,0.0012275136835597,0.0012274951776305,0.0007085412835018,0.0004994590167423,0.0001614839123291,0.0001264319141869,6.654937586749544,4.69934177746309,0.7593265098955463,6.547449225902113e-06,0.15186530183796743,1.2772401127328012,1.4161424943946448,1.0000150761726294,1.418617463597374,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,0,0.001,0.001,3.721238945891628,3.7212827250197904,1.333483174042192,1.2522187227420225,0.0210701275741449,0.0162960925161579,144.67502452850758,18.24774842905661,0.13653673835010757,5.109298870653589e-06,0.027307347192037798,1.2929558146073024,7.928376757876376,0.9999882354737876,1.0648963713960626,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,1,0.0001,0.0001,0.3721353600449824,0.3721345264348699,0.1844275279759162,0.1477776825735398,0.005851088694837,0.0076117239598652,39.787496852027296,10.08776503962577,0.48108446688949974,9.728521292440284e-07,0.09621689337298167,0.7686942834091713,3.9441339777183497,1.0000022400773196,1.2480066324232555,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,2,0.0003,0.0003,1.1164058152523797,1.1164036288419084,0.5297230334125881,0.4154310486403628,0.0111440140630438,0.013130338779689,68.37147479160441,13.234935097055232,0.5277495273197057,8.505392212407314e-07,0.10554990546051424,0.848722508232781,5.165984894539985,1.0000019584408495,1.2751166171769879,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,3,3e-05,3e-05,0.1116405593513434,0.1116387682052355,0.0583022879003605,0.0453775848361888,0.0014563171265544,0.003217424866599,23.518453539187853,7.90251431511352,0.5442211025928148,6.96781810904934e-06,0.10884422029553553,0.4526343852417009,2.9760722475641614,1.000016044122814,1.284825715401764,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,4,1e-05,1e-05,0.0372134536103612,0.0372133700367793,0.0202981976042548,0.0151692433049587,0.0007104015810099,0.0008384611971958,15.535930022383097,6.608399129970601,0.6324677944248873,9.75335065378502e-07,0.12649355888121727,0.8472682855042185,2.3509369995410996,1.000002245794504,1.33811536911795,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,5,3e-06,3e-06,0.0111640419806811,0.0111639550968476,0.0061515573566312,0.0045576552871156,0.0006869955957347,0.0010689623849824,10.48368086605639,5.608336369007221,0.6512180149886594,3.379897383970487e-06,0.1302436029538767,0.6426751823882101,1.8693031544953849,1.0000077825316158,1.3497197504211274,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,6,0.003,0.003,11.163930157046453,11.164035304707111,4.773322395186116,3.521291701521033,0.0896595528297963,0.0472163683064428,250.21757984841057,25.11618400184713,0.6605938244499566,4.0903904916511635e-06,0.13211876482667217,1.89890828214253,9.962404313888158,0.9999905815721835,1.3555600614184462,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,7,1e-06,1e-06,0.0037213456239655,0.0037213385376873,0.0020878813672556,0.0015173703145799,0.0005301844070784,0.0004003280127431,7.8544152914132574,4.925733772890618,0.6930711758479706,8.269950604322673e-07,0.13861423516712712,1.324374988014221,1.5945675616171133,1.0000019042283115,1.3759866969808565,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,8,1e-07,1e-07,0.0003721350128671,0.0003721328391463,0.0002087628488278,0.0001516069001335,7.717066379075987e-05,9.259445568510216e-05,4.783932437566824,3.923452840954445,0.6946712340173625,2.5368150620153074e-06,0.13893424678031252,0.8334263992350044,1.2193169209606334,1.000005841249606,1.3770009718816911,True,0.0
0.2,SZ3,SPERR,mp-1175088,dev_bulk,9,3e-07,3e-07,0.0011164057490624,0.0011163972431091,0.0006439325121677,0.0004555622465112,0.0002205328199877,8.304468317010816e-05,6.118703692604187,4.345848746188266,0.7514631365138947,3.3089247857276405e-06,0.1502926272663534,2.65559228561282,1.4079421650306831,1.0000076191099114,1.4134896319857115,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,0,0.003,0.003,11.308397447090684,11.308308792183375,3.5871821276186973,3.658116603967593,0.044539108811076,0.0485935547719131,273.28034265475065,21.567003607761563,0.04252059109073988,3.4047696098049585e-06,0.00850411753656899,0.916564120903117,12.671224414150982,1.0000078398024796,0.9806090171450631,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,1,0.0001,0.0001,0.3769462236145955,0.3769439732637316,0.1864938584760876,0.1519912819097328,0.0036927792021925,0.0081688645141948,38.48306819697611,9.048317090365629,0.44422928273908907,2.5927249527879503e-06,0.088845856509987,0.4520553861281044,4.253063615327065,1.000005969987647,1.227003655294162,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,2,0.0003,0.0003,1.1308379221794451,1.130822505769551,0.5337040431009664,0.4338202817973367,0.0091050149513058,0.0110938116971723,65.2408856727101,11.716143704412588,0.4499532045502175,5.920660471558925e-06,0.08999064071527757,0.820729177657358,5.56846069139104,1.0000136329174698,1.2302422581300414,True,100.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,3,3e-05,3e-05,0.1130838661507311,0.1130826221270631,0.0590271736552128,0.0460706923374087,0.0035670278522257,0.0030750782674964,22.44011646978853,7.238193724045173,0.5381362506899844,4.7776540060828765e-06,0.10762725003195506,1.159979532855866,3.100237065394201,1.0000110010154044,1.2812304452234948,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,4,0.001,0.001,3.7694474495231134,3.769433276157656,1.6857719049105515,1.2971788845775998,0.0198060905111994,0.022707621791107,123.41709290430578,16.009303245761547,0.5689947049280812,1.6329783245616625e-06,0.11379894097389989,0.8722221416844309,7.709085836510741,1.0000037600786162,1.2995677966647516,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,5,1e-05,1e-05,0.0376946611555766,0.0376939439059924,0.0206352024407202,0.0153444647483638,0.0011207984814562,0.0006248355564153,14.395844949265946,6.137436352789378,0.643284951622291,8.263783003226166e-06,0.12865699005906217,1.7937495232925826,2.345579509386397,1.0000190282445898,1.3447978003221364,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,6,3e-06,3e-06,0.011308398911126,0.0113083619954181,0.0062395821776457,0.0046046526374212,0.0006005547742162,0.0030054937063326,10.163149027416145,5.261279147858506,0.6597931757700283,1.4177351304045516e-06,0.13195863514638972,0.19981900908686853,1.9316878541890032,1.0000032644611054,1.3550603419979426,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,7,1e-07,1e-07,0.0003769467673393,0.0003769428215036,0.0002114028062896,0.0001535533766327,9.635126341489551e-05,3.274959444432568e-05,4.691634908401858,3.7488368782065296,0.6942568858545609,4.546168819175023e-06,0.13885137709648854,2.942059743020412,1.2514908119038697,1.0000104679953428,1.3767382451984496,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,8,3e-07,3e-07,0.0011308406913599,0.001130836170283,0.000636110839942,0.0004610742903612,7.693317728296734e-05,9.041879012094968e-05,5.817850238263286,4.132740573917008,0.6988094497064065,1.7363035214046363e-06,0.13976188993049599,0.8508538676535798,1.4077462967265648,1.000003997994598,1.3796276505542708,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,9,1e-06,1e-06,0.0037694662842184,0.003769446745963,0.0021198597230045,0.0015361165891228,0.0002861657310297,0.0001708757677079,7.537117536879003,4.653572695943188,0.6994147206559278,2.251082210857902e-06,0.13988294411307267,1.674700484850959,1.6196410863957453,1.0000051833217756,1.3800122581939218,True,0.0
0.2,SZ3,SPERR,mp-1175263,dev_bulk,10,0.01,0.01,37.69436525611172,37.69094631264623,15.812490098725227,11.293067363607946,0.3027584594921699,0.239865395641595,459.1102193316266,32.20844780553156,0.7309417657682797,3.939303960209806e-05,0.14618834784607992,1.2622014888072859,14.2543416591711,1.0000907099396532,1.4001944369588353,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,0,0.003,0.003,7.786363935960011,7.786369869814322,2.539748335387716,2.5512969189755847,0.046228010366125,0.0286553509901246,252.66620973269363,19.42613232155561,0.009851601289946431,3.3096824425538074e-07,0.00197032023019178,1.6132418123950534,13.006511309115831,0.9999992379177447,0.9954734458768892,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,1,0.0003,0.0003,0.7786390582714091,0.778619596990179,0.3725316534557088,0.3107325225046948,0.0112622516078388,0.01614663901635,60.0816539404953,10.690686684637212,0.39388235062338983,1.0854878887189834e-05,0.07877646937681254,0.6974981973917114,5.619999511054249,1.0000249945946715,1.1988820817752681,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,2,0.0001,0.0001,0.259544215286688,0.259545302884959,0.129755473809956,0.1057518092404967,0.0040083617382293,0.0078359638944931,34.7452355369564,8.388209541406317,0.4441894085569425,1.8198707971706085e-06,0.0888378816927482,0.5115339723612389,4.142151595694547,0.999995809601411,1.2269811244067805,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,3,3e-05,3e-05,0.0778639760821278,0.0778635324056296,0.0411316591596717,0.0317720470484703,0.0024252569749823,0.0017949951834452,20.885349831309327,6.8236655174807375,0.5606551568832908,2.474659188900219e-06,0.1121310313493511,1.3511217174006092,3.060722976207675,1.0000056981295928,1.2945863732646092,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,4,0.001,0.001,2.5954583950132246,2.595442935878338,1.1803001615896664,0.9061103813381892,0.0222190701004318,0.0255717134975856,109.90891608652228,14.695781301388294,0.574056802251517,2.5867634725340594e-06,0.11481136042116281,0.8688925011822008,7.478943366974256,1.0000059562607495,1.3026008595625402,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,5,1e-05,1e-05,0.0259546851103227,0.0259545422670228,0.0143252661746635,0.0105914178007983,0.0007357863436769,0.0008790751429552,14.200116716454133,5.842044208351029,0.6557430011560418,2.39017454362056e-06,0.13114860020942798,0.8370005107906886,2.430676011687054,1.000005503595418,1.352535273755679,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,6,0.01,0.01,25.9544522667167,25.95419779784605,10.819840302885115,7.895712700236684,0.1898879813755494,0.1727822059545753,407.42705570291776,28.09381370625108,0.6841475674350707,4.258035075199729e-06,0.13682951342076066,1.0990019506144704,14.50237621573828,1.0000098045361538,1.3703437186310967,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,7,1e-07,1e-07,0.0002595467155401,0.0002595448672906,0.0001453793003698,0.0001059143720784,0.0001586639294588,0.0001477744440894,4.716337213504968,3.636763631574456,0.6877383936612822,3.092651029490412e-06,0.13754767869748852,1.073689909216049,1.2968500819128392,1.0000071211175132,1.3726116438870757,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,8,3e-06,3e-06,0.0077864055191412,0.0077862535392014,0.0044494588113695,0.003178345301417,0.0003737913061989,0.0002966386647083,9.9836557718687,5.043496463026467,0.7305305655165637,8.476914439281558e-06,0.14610611285740216,1.2600896331786962,1.9795108106168424,1.0000195190073167,1.3999293309590373,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,9,3e-07,3e-07,0.0007786396764508,0.0007786289587983,0.0004482268286797,0.0003180299116421,0.0002293473912544,0.0001976707294826,5.861556037693698,3.9969814463035727,0.7451493964205399,5.97792472589731e-06,0.14902987916421395,1.160249632581987,1.4664956834149163,1.0000137647750946,1.409385759865629,True,0.0
0.2,SZ3,SPERR,mp-1177023,dev_bulk,10,1e-06,1e-06,0.0025954678247046,0.0025954487566419,0.001496675705227,0.0010589230843805,0.0004404160024265,0.000364662859237,7.541596001710279,4.482934532057834,0.7513164654992126,3.1906328219477587e-06,0.1502632930659682,1.2077347370883933,1.6822900151183793,1.000007346730561,1.4133941617701136,True,0.0
0.2,SZ3,SPERR,mp-1178256,dev_bulk,0,0.003,0.003,20.39478266779429,20.394221383430704,6.379115263519669,6.316268897474211,0.0687589166133992,0.024654944124995,319.58900590804006,24.98413590907265,0.02149927724856668,1.1952373320633924e-05,0.0042998388375846686,2.788849014007374,12.791677369637814,1.00002752173535,1.009949919337758,True,0.0
0.2,SZ3,SPERR,mp-1178256,dev_bulk,1,0.001,0.001,6.79842430553056,6.798390312464107,2.415944932099412,2.256875666529893,0.0166456388618598,0.0136913540262,151.20131251139333,18.35639883147924,0.14789698503591245,2.171538201811707e-06,0.029579396927471968,1.215777404485081,8.236981223795347,1.0000050001639933,1.0704820686086352,True,0.0
0.2,SZ3,SPERR,mp-1178256,dev_bulk,2,0.0001,0.0001,0.6798396345361652,0.6798389358135069,0.2922872780233698,0.2724192949733159,0.006088071462214,0.0106324660026402,44.24151909537017,9.989281370057688,0.15286024106674595,4.463575458690805e-07,0.03057204821009074,0.5725926102845982,4.428899082568807,1.0000010277767595,1.0729316293546682,True,100.0
0.2,SZ3,SPERR,mp-1178256,dev_bulk,3,0.0003,0.0003,2.0395348020146,2.0395132852526743,0.9517966196089248,0.7634236081290333,0.0082635320221235,0.0139952166510051,74.28763350574327,13.25211597838287,0.4788928609303591,4.5817606328379945e-06,0.09577857207648295,0.5904540264140916,5.605718635946352,1.000010549949383,1.2467476895842247,True,100.0
0.2,SZ3,SPERR,mp-1178256,dev_bulk,4,3e-05,3e-05,0.2039526835979757,0.2039509056293127,0.1046396286295887,0.0831084299822177,0.0031999031063296,0.0045259986101786,24.98012287676184,7.836296629298406,0.5002555584018685,3.786002377714759e-06,0.10005111160874125,0.707004880455173,3.187745954302695,1.0000087176306351,1.2590735819696983,True,0.0
0.2,SZ3,SPERR,mp-1178256,dev_bulk,5,1e-05,1e-05,0.0679845010747612,0.0679836790972672,0.0366131379424943,0.0277400434872727,0.0012266160495482,0.0019846642005481,16.78496023528301,6.567927271143571,0.6026490719549403,5.2509387040711175e-06,0.12052981427660825,0.6180471483334301,2.5555947169251323,1.0000120908062775,1.3198659172719982,True,0.0
0.2,SZ3,SPERR,mp-1178256,dev_bulk,6,3e-06,3e-06,0.0203953544969266,0.0203953149502922,0.0114822822769518,0.0083167231213577,0.0019030715853496,0.000858349428281,11.937680655336605,5.577823381927531,0.7003798797415591,8.420987118729073e-07,0.14007597594578058,2.2171292047818394,2.1402041330342905,1.0000019390058206,1.3806257716413342,True,0.0
0.2,SZ3,SPERR,mp-1178256,dev_bulk,7,1e-07,1e-07,0.0006798451706604,0.0006798367465385,0.0003903845188599,0.0002772212287158,0.0006981476272587,0.0006599876751334,5.585034570913298,3.908077749437736,0.7433305144868185,5.38147872664041e-06,0.14866610279996317,1.0578191889986233,1.429100168674185,1.0000123913894665,1.4082057159486587,True,0.0
