caliper_dex,codec_a,codec_b,material_id,corpus,n_pairs,n_jointly_eligible_cert_pairs,material_error_ratio_a_over_b,material_compression_ratio_a_over_b,material_linf_ratio_a_over_b,material_rmse_ratio_a_over_b,material_certification_difference_pp
0.05,SZ3,SPERR,nomad-0kvBRPSc8RU6,dev_slab,1,1,1.0738525413449909,5.591494977637657,1.0000059614235068,0.9726596006212604,0.0
0.05,SZ3,SPERR,nomad-0pSeEEz7rc0X,dev_slab,3,3,0.8252401024859533,8.076404723303536,1.000009942933348,1.038188899622029,0.0
0.05,SZ3,SPERR,nomad-0xMhYZKiiVKL,dev_slab,5,5,0.5347669213902361,6.551692654245784,1.0000067573478126,1.0113608295667071,20.0
0.05,SZ3,SPERR,nomad-19wSfSWChOSI,dev_slab,6,6,1.1379297804183235,7.486677785988679,1.000010012690169,1.010884669741252,0.0
0.05,SZ3,SPERR,nomad-1CIlfNcWTE4X,dev_slab,6,6,0.9873490948287855,4.786611106516427,1.0000033377022615,1.0479032975075586,16.666666666666668
0.05,SZ3,SPERR,nomad-1DBJPWgjPfWO,dev_slab,1,1,1.787148535880642,6.909776636277178,1.0000091864460645,1.1049290626287738,0.0
0.05,SZ3,SPERR,nomad-1Few3hG0Dkat,dev_slab,5,5,0.5343108375539508,5.954308441248528,1.0000064260545256,1.0394603870302592,20.0
0.05,SZ3,SPERR,nomad-1iTKfRU16qFo,dev_slab,1,1,1.7851218815855767,5.882780473218678,1.0000123911183199,0.9076246283388515,0.0
0.05,SZ3,SPERR,nomad-1urv55npagDc,dev_slab,6,6,0.7857167189816965,4.728330104130511,1.0000095164068026,1.0657500083681186,16.666666666666668
0.05,SZ3,SPERR,nomad-1xNwoQ8q8XXI,dev_slab,5,5,0.7374299983986854,7.305459583681827,1.0000092099428013,1.0768909962188302,0.0
0.05,SZ3,SPERR,nomad-28WEed2y6N1X,dev_slab,1,1,0.0511648618472611,5.8739151110923835,1.0000120753299193,0.9087520213985119,0.0
0.05,SZ3,SPERR,nomad-2C9dg1L8liw7,dev_slab,2,2,1.0778345456231202,6.071536055703542,1.000005858398603,1.051721008562164,0.0
0.05,SZ3,SPERR,nomad-2iwRdQb9gzT1,dev_slab,2,2,0.49415779337302274,6.898906573557537,1.000007505881337,1.0108528088630981,0.0
0.05,SZ3,SPERR,nomad-3Rqsfa2-hyu7,dev_slab,3,3,0.9982976669460722,6.970703437019415,1.0000023044374615,1.0686732684819318,-33.333333333333336
0.05,SZ3,SPERR,nomad-3ermMygSkKxT,dev_slab,4,4,1.1500691929116647,6.003035171965119,1.00000361166224,1.0995402448227796,0.0
0.05,SZ3,SPERR,nomad-4BR68d4gtTyq,dev_slab,6,6,0.7514315446828115,4.108432965466241,1.0000069582315578,1.0708988855392705,16.666666666666668
0.05,SZ3,SPERR,nomad-4CA6DwNaypkT,dev_slab,2,0,1.0043315374945776,10.540005974209809,1.000010143012522,0.9973710465309539,
0.05,SZ3,SPERR,nomad-4TmN2lwz6DHx,dev_slab,5,5,0.6801275336662519,3.4286928155327243,1.0000108197593558,1.0887864821608007,0.0
0.05,SZ3,SPERR,nomad-4U-g_t9kIPQS,dev_slab,1,1,8.689521676002748,6.959746030861338,1.0000077603224165,1.1086880416386042,0.0
0.05,SZ3,SPERR,nomad-4hOaTvLmAUuc,dev_slab,3,3,0.8928879199636823,9.593005613902212,1.0000089639147594,0.935965047558601,0.0
0.05,SZ3,SPERR,nomad-4khM-ZQ6rM_L,dev_slab,5,5,0.9631982009975346,4.939705786909867,1.0000075564274427,1.0794178089181394,0.0
0.05,SZ3,SPERR,nomad-61GFUgm3lTUg,dev_slab,3,3,0.783089207173855,6.673208483273584,1.000006142210913,1.1163382486364055,0.0
0.05,SZ3,SPERR,nomad-6o4AmsigmNP5,dev_slab,3,3,0.6932498843162896,6.6165419410741375,1.0000100669841687,1.1073263174308985,33.333333333333336
0.05,SZ3,SPERR,nomad-6x45-ylTvOvZ,dev_slab,3,3,0.7899823648839971,6.139253444368577,1.0000097376229735,1.0885838395598795,0.0
0.05,SZ3,SPERR,nomad-7OdXN2bFHmUg,dev_slab,2,2,0.5894966070684151,6.468641221611149,1.0000005643287035,1.1134976091134254,50.0
0.05,SZ3,SPERR,nomad-8Hl4JATTj5Fp,dev_slab,4,4,0.6707445157967293,8.318426421053617,1.0000014921795408,1.061336265124851,-25.0
0.05,SZ3,SPERR,nomad-8ZPelCNdN_TR,dev_slab,3,3,0.8544669646578499,7.8939411140256,1.0000074313620455,1.014187615336823,-33.333333333333336
0.05,SZ3,SPERR,nomad-8eTSyDPSGSwy,dev_slab,3,3,1.0107250915494692,4.8508373354441146,1.0000055712628408,1.0964861157291639,0.0
0.05,SZ3,SPERR,nomad-9jQMkfdCbgX_,dev_slab,3,0,0.9921408274977381,9.441227085917733,1.000004155124993,1.0668510861395628,
0.05,SZ3,SPERR,nomad-9xtsrVZD5SSK,dev_slab,4,4,0.4893133333245438,5.361780659968002,1.000004282714545,1.0170743481506683,25.0
0.05,SZ3,SPERR,nomad-A5zDMCxBBUYc,dev_slab,3,3,0.9185490945935783,8.142168186084625,1.0000074566570731,0.9903568848556769,33.333333333333336
0.05,SZ3,SPERR,nomad-BMoyqNd6y06X,dev_slab,2,2,1.0085883732595915,5.508690862437352,1.0000081506967586,1.1156826475244748,0.0
0.05,SZ3,SPERR,nomad-BbyKgzzvPkrI,dev_slab,4,4,1.0045684501086913,6.202012769832117,1.000007666917232,1.076917821343598,0.0
0.05,SZ3,SPERR,nomad-BiuRBghVF7ns,dev_slab,3,0,1.0439102604251458,8.28108236512786,1.0000108434693584,0.9639681695957253,
0.05,SZ3,SPERR,nomad-CHORxT-fP4dV,dev_slab,3,3,0.7516178053985875,6.2463906862097796,1.0000075053302917,1.0772617344311635,33.333333333333336
0.05,SZ3,SPERR,nomad-E0rr8BI_hRlR,dev_slab,4,4,0.8250152112545405,5.622957396159647,1.0000047003788382,1.1086952394179301,0.0
0.05,SZ3,SPERR,nomad-FPTBoTAPMQA8,dev_slab,5,5,1.0818730380090655,4.3344222574277556,1.0000066271082015,1.0763250299810023,0.0
0.05,SZ3,SPERR,nomad-FVlJ8rpkyGT5,dev_slab,8,8,0.87469154348383,4.061078448704914,1.0000077736235826,1.043790220542492,12.5
0.05,SZ3,SPERR,nomad-M8BV9zowas8w,dev_slab,4,4,0.7834696458896215,6.020468554675191,1.000006998961405,1.0873792156638085,25.0
0.05,SZ3,SPERR,nomad-Q4xDULo89hwd,dev_slab,4,4,0.3667859015784928,5.674570340879622,1.000002409527235,1.0323501938457034,25.0
0.05,SZ3,SPERR,nomad-SzuB_oB4XzfT,dev_slab,6,6,0.5889755294741703,4.835614295314579,1.0000080736956962,1.0445808203479103,0.0
0.05,SZ3,SPERR,nomad-VNlX3_0OCG9w,dev_slab,2,2,0.6836609217380276,7.24486885921619,1.0000021874161362,0.9426845253046939,-50.0
0.05,SZ3,SPERR,nomad-VyA9ivUfcKNR,dev_slab,5,5,0.7709587053922441,6.609602911859424,1.0000065679176726,1.0887749940776419,0.0
0.05,SZ3,SPERR,nomad-WjYAcipcgiRI,dev_slab,3,3,0.4904267347272523,6.340476097713016,1.0000054794966196,1.0712542937036722,33.333333333333336
0.05,SZ3,SPERR,nomad-Z7Uu-1P6k4r9,dev_slab,3,3,0.9096244486394068,6.412462805416959,1.0000032413481903,1.1187116386568023,0.0
0.05,SZ3,SPERR,nomad-ZvTQv6REajO4,dev_slab,4,4,0.6958301106923278,6.002292446751204,1.0000080337769934,1.0836507043458992,25.0
0.1,ZFP,SPERR,mp-1009084,dev_bulk,2,2,1.2640638161358313,0.2388934906183911,1.2105436928972977,1.0718957291487454,0.0
0.1,ZFP,SPERR,mp-1036731,dev_bulk,2,2,1.0315837558578689,0.2628548666266498,1.0556659972233924,0.9834252880509642,0.0
0.1,ZFP,SPERR,mp-1065204,dev_bulk,1,1,1.4475263622559218,0.18576372142374845,1.2143098203461207,1.0656302524443517,0.0
0.1,ZFP,SPERR,mp-1069461,dev_bulk,2,2,2.18726225995974,0.208406440668413,0.991922712025582,0.990478690112262,-50.0
0.1,ZFP,SPERR,mp-1077125,dev_bulk,2,2,0.9495403212175162,0.22477515341105744,0.9832717032089351,0.9399608639280393,50.0
0.1,ZFP,SPERR,mp-1077596,dev_bulk,1,0,2.428196177914212,0.22953487369600828,1.1095747879474358,0.9912108175080788,
0.1,ZFP,SPERR,mp-1103974,dev_bulk,2,2,1.3436755722789933,0.2079449051534344,1.0209222887730336,1.0868315202956718,0.0
0.1,ZFP,SPERR,mp-1111338,dev_bulk,1,1,1.1956598901302524,0.20310528391167196,0.9828368611039375,0.9937725023468944,0.0
0.1,ZFP,SPERR,mp-1112138,dev_bulk,1,1,1.7753380884004808,0.21486462301536574,1.1515009920052286,0.9205900644979224,0.0
0.1,ZFP,SPERR,mp-1187279,dev_bulk,2,2,2.7009030875255946,0.20859838958056187,0.8884514152925114,0.9745329004572678,-50.0
0.1,ZFP,SPERR,mp-1187638,dev_bulk,1,1,1.5663721022962036,0.1521472392638037,0.9894125939426792,1.2288737302489592,0.0
0.1,ZFP,SPERR,mp-1188002,dev_bulk,1,1,2.360917975624983,0.16280848460126454,1.0891255408763298,1.0284048485239414,0.0
0.1,ZFP,SPERR,mp-1194734,dev_bulk,3,3,1.9002003908147236,0.35360216038081294,1.155206449906368,1.1030974404099783,0.0
0.1,ZFP,SPERR,mp-1205681,dev_bulk,1,1,0.8406304962513204,0.2879007059368129,1.2476928334308497,1.1624266968091113,0.0
0.1,ZFP,SPERR,mp-1206294,dev_bulk,1,1,3.5434578493293576,0.1267909964873359,0.9374180285892094,1.251943424367858,0.0
0.1,ZFP,SPERR,mp-1222924,dev_bulk,1,1,1.0305341718807317,0.337815387108974,1.231145114885877,0.9295730112197439,0.0
0.1,ZFP,SPERR,mp-1224859,dev_bulk,2,2,1.2081129492157594,0.3272086649766732,1.1715630144934446,1.0634341552063233,50.0
0.1,ZFP,SPERR,mp-1225264,dev_bulk,2,2,1.0663543785816294,0.21519785988891005,0.9849336862603045,0.9913902388320349,0.0
0.1,ZFP,SPERR,mp-1232323,dev_bulk,1,1,1.2151467601113257,0.2894844412651372,1.2061141542621459,0.8528501035739742,0.0
0.1,ZFP,SPERR,mp-1247173,dev_bulk,1,1,0.22441921438303294,0.20551647625342276,1.0389003840416124,1.1170572654728044,0.0
0.1,ZFP,SPERR,mp-1388393,dev_bulk,1,1,1.4292374838281314,0.303252131546894,1.1720585601551323,1.0722866876514594,0.0
0.1,ZFP,SPERR,mp-1666665,dev_bulk,1,1,0.6092238336404324,0.19939969748534697,1.0181961119292253,1.0307376020803425,0.0
0.1,ZFP,SPERR,mp-1778,dev_bulk,2,2,0.36192993525536454,0.3419426003362873,1.0991791652285288,1.0229457488070104,50.0
0.1,ZFP,SPERR,mp-19133,dev_bulk,2,2,0.8590420615876682,0.24166015181824138,1.0385811671444978,1.0245250978698064,0.0
0.1,ZFP,SPERR,mp-214,dev_bulk,3,3,1.3606250732800271,0.2114818449460255,1.0875699749841934,1.15506101327378,33.333333333333336
0.1,ZFP,SPERR,mp-22490,dev_bulk,2,2,1.3096340719602728,0.22052676794753284,1.071494829741945,0.9523869397888514,0.0
0.1,ZFP,SPERR,mp-28105,dev_bulk,1,1,0.7309129144109687,0.18481865954514123,0.9128077656979159,0.986037423558443,0.0
0.1,ZFP,SPERR,mp-37888,dev_bulk,1,1,0.8069211621195722,0.14966982988586172,0.9250694981375241,1.0887074156774479,0.0
0.1,ZFP,SPERR,mp-435,dev_bulk,1,1,1.3210765663736972,0.383762248304081,1.144263270149378,0.840788511291359,0.0
0.1,ZFP,SPERR,mp-567278,dev_bulk,1,0,0.5397814609996103,0.19908642756998782,0.9042647240563353,0.9989484146907864,
0.1,ZFP,SPERR,mp-567394,dev_bulk,1,1,2.5873937912944784,0.23218044994658454,1.138083376615135,0.9426077109478839,0.0
0.1,ZFP,SPERR,mp-6145,dev_bulk,2,2,0.5182122113403645,0.24894504065185655,1.0763131880963348,0.926376815925776,50.0
0.1,ZFP,SPERR,mp-631399,dev_bulk,2,2,3.667221916994877,0.22500585651094598,0.9206769029552286,0.9972614761662407,0.0
0.1,ZFP,SPERR,mp-6586,dev_bulk,1,1,1.0929952194293047,0.17144607843137258,0.886917214936902,1.0238016463379254,-100.0
0.1,ZFP,SPERR,mp-684706,dev_bulk,2,2,1.6558882172030838,0.28117952188178524,1.1663496127637965,0.9644230101209478,0.0
0.1,ZFP,SPERR,mp-752546,dev_bulk,1,1,1.932685314823508,0.2991761751619015,1.2445416019037385,0.9169317118710781,-100.0
0.1,ZFP,SPERR,mp-7660,dev_bulk,1,1,1.4504564751756173,0.23507827788649702,1.0680353562615583,1.0570473392842499,0.0
0.1,ZFP,SPERR,mp-773101,dev_bulk,2,2,1.1167757565365877,0.2880302545028639,1.0783840184501787,0.9610894438879533,0.0
0.1,ZFP,SPERR,mp-779079,dev_bulk,1,1,2.1077202729411955,0.2599566513140071,1.0076539323279983,0.9122047233705879,0.0
0.1,ZFP,SPERR,mp-864965,dev_bulk,1,1,1.297280556666863,0.2893652479671819,1.0176115926401728,0.8377721932392824,0.0
0.1,ZFP,SPERR,mp-865006,dev_bulk,1,1,0.9397971066049546,0.2908618537015276,1.1661302527180477,0.8808231519263727,0.0
0.1,ZFP,SPERR,mp-865801,dev_bulk,1,1,2.067289971225945,0.3765999683956859,1.234308005080387,0.8039548827661763,0.0
0.1,ZFP,SPERR,mp-9437,dev_bulk,2,2,1.4698778582608731,0.25787956550007796,1.1877492717846454,1.0371191575896492,0.0
0.1,ZFP,SPERR,mp-975795,dev_bulk,1,1,0.738305088325114,0.28647399873357604,1.207398391625234,1.010821928551266,0.0
0.1,ZFP,SPERR,mp-977372,dev_bulk,1,1,1.8346257125201408,0.15929013973108358,1.0409822315883706,1.1338654206410759,0.0
0.1,ZFP,SPERR,mp-998613,dev_bulk,3,3,1.0466381527860382,0.2584935537066187,1.2013492030756896,1.1535703120986025,0.0
0.1,ZFP,SPERR,mp-998744,dev_bulk,1,1,0.7959963069094361,0.17812934192244537,0.9186024034780724,1.031745459495647,0.0
0.1,ZFP,SPERR,mp-999450,dev_bulk,1,1,3.612182452442897,0.16051723613813232,1.0357513136465506,1.221637801136333,-100.0
0.1,SZ3,SPERR,mp-1007755,dev_bulk,2,2,1.1385128158170024,4.672304022873649,1.000026441625249,1.1869909110934114,-50.0
0.1,SZ3,SPERR,mp-1025517,dev_bulk,2,2,0.6644587930275647,7.60509173506583,0.9999675097623741,1.1055387171534499,0.0
0.1,SZ3,SPERR,mp-1038991,dev_bulk,4,4,1.5282393950514979,6.89806003569369,1.000014621641983,1.086307840030978,-25.0
0.1,SZ3,SPERR,mp-1039028,dev_bulk,5,5,0.8480565677127835,6.056065852673546,1.0000069630964479,1.1715646037510228,-20.0
0.1,SZ3,SPERR,mp-1041800,dev_bulk,3,3,0.8100184644316993,7.183098992428987,1.0000190978608183,1.0536859242844907,33.333333333333336
0.1,SZ3,SPERR,mp-1044003,dev_bulk,5,5,0.9350007835560865,6.944685934626144,1.0000071750063446,0.9771022885139581,0.0
0.1,SZ3,SPERR,mp-1044463,dev_bulk,3,3,0.8213445276880486,8.47680327327922,1.0000098846831058,1.078342394376866,33.333333333333336
0.1,SZ3,SPERR,mp-1046632,dev_bulk,4,4,0.7154213540337508,5.434178394265384,1.0000016433640226,1.1100506480851755,25.0
0.1,SZ3,SPERR,mp-10761,dev_bulk,4,4,0.5908846097095897,4.858632835197406,1.0000273143213545,1.204846846758568,25.0
0.1,SZ3,SPERR,mp-1078524,dev_bulk,2,2,0.5461627533064635,4.934178223518662,1.0000096918209613,1.1857573549292229,0.0
0.1,SZ3,SPERR,mp-1094905,dev_bulk,4,4,0.395700337756771,3.6897835952086298,1.0000108772790797,1.0890477188398533,25.0
0.1,SZ3,SPERR,mp-1097014,dev_bulk,4,4,0.8366191200426029,16.089538829728475,1.00001022373502,0.9959067322125056,0.0
0.1,SZ3,SPERR,mp-1100976,dev_bulk,3,3,0.6924901195681715,6.081321982974462,1.0000040727774382,1.2327177768886195,0.0
0.1,SZ3,SPERR,mp-1104614,dev_bulk,5,5,0.6266928199861881,6.518002266472398,1.000010140457888,1.019358621068891,20.0
0.1,SZ3,SPERR,mp-1105871,dev_bulk,1,1,0.9830708365281012,4.592256750134067,1.0000077604545992,1.1159223360766088,0.0
0.1,SZ3,SPERR,mp-11306,dev_bulk,3,3,0.5701600889107287,5.78021712907117,1.0000164524201411,1.1382471869765656,0.0
0.1,SZ3,SPERR,mp-1173587,dev_bulk,5,5,0.6443417033509001,6.547559559777036,1.0000044712493763,1.18857729160189,20.0
0.1,SZ3,SPERR,mp-1174037,dev_bulk,2,2,1.8882001058793976,10.131768469276558,1.0000514255874056,1.048553094376109,0.0
0.1,SZ3,SPERR,mp-1175088,dev_bulk,2,2,0.9969391874077785,5.592010386157439,0.9999952377510374,1.152821640300764,0.0
0.1,SZ3,SPERR,mp-1175263,dev_bulk,3,3,0.820729177657358,5.56846069139104,1.0000078398024796,1.227003655294162,33.333333333333336
0.1,SZ3,SPERR,mp-1177023,dev_bulk,3,3,0.6974981973917114,5.619999511054249,0.9999992379177447,1.1988820817752681,0.0
0.1,SZ3,SPERR,mp-1178256,dev_bulk,4,4,0.8472665836096038,6.795159979733352,1.0000077750528382,1.071706149122612,50.0
0.1,SZ3,SPERR,mp-1178447,dev_bulk,5,5,1.4128989210993614,6.225455845548801,1.0000087638709183,1.1836205609790755,-20.0
0.1,SZ3,SPERR,mp-1184653,dev_bulk,1,1,0.9361360273678784,9.747160768242281,1.000151406593085,1.1143517762577826,0.0
0.1,SZ3,SPERR,mp-1187017,dev_bulk,6,6,0.9423831998882934,9.047022709687994,1.0000018575415266,1.0588133702243243,-16.666666666666668
0.1,SZ3,SPERR,mp-1192831,dev_bulk,1,1,0.6916057681113355,4.578304826262439,1.0000082097524035,1.2371141913055221,0.0
0.1,SZ3,SPERR,mp-1193567,dev_bulk,5,5,0.9225461109142987,7.801110655311124,1.0000055072773777,1.03210506254062,0.0
0.1,SZ3,SPERR,mp-1197354,dev_bulk,3,3,1.4545678585024977,17.441244184373353,1.0000089865551525,1.0082053907317055,0.0
0.1,SZ3,SPERR,mp-1199510,dev_bulk,3,3,0.9104848759253603,6.13517564382193,1.000008405246952,1.158846793998109,0.0
0.1,SZ3,SPERR,mp-1200041,dev_bulk,3,3,1.0437906894479727,10.848041806118255,1.0000084704827081,1.0076572609784997,0.0
0.1,SZ3,SPERR,mp-1200429,dev_bulk,4,4,1.1643979968103786,4.229001518913615,1.0000091031932963,1.165426876546233,0.0
0.1,SZ3,SPERR,mp-1206630,dev_bulk,4,4,1.2924848280317733,5.156242783036202,1.000009403474286,1.1741522005886587,-25.0
0.1,SZ3,SPERR,mp-1207275,dev_bulk,2,2,0.5249593371893897,5.284114714584862,1.0000139926604241,1.2179246650476756,0.0
0.1,SZ3,SPERR,mp-1209117,dev_bulk,6,0,0.8442947751749249,8.481998954185437,1.000019209138292,1.201462560053513,
0.1,SZ3,SPERR,mp-1209933,dev_bulk,4,4,0.7327609866982319,9.650300296012995,1.0000134443385797,1.0134346909904335,25.0
0.1,SZ3,SPERR,mp-1211145,dev_bulk,5,5,0.7331786010384049,9.277433737924202,1.0000067149481378,1.0429294597884593,20.0
0.1,SZ3,SPERR,mp-1211797,dev_bulk,5,5,0.7523221368853736,8.301171517870433,1.0000077142825108,1.1813474329951377,0.0
0.1,SZ3,SPERR,mp-1215324,dev_bulk,2,0,0.5135818081164216,5.706893167668035,1.0000147142657017,1.1427212219344054,
0.1,SZ3,SPERR,mp-1218887,dev_bulk,3,3,0.5010998194856346,5.634347020485377,1.0000271443843207,1.238743167843076,33.333333333333336
0.1,SZ3,SPERR,mp-1219705,dev_bulk,5,5,0.765975167422707,9.759272383652254,1.000016360265885,1.2050180490350193,0.0
0.1,SZ3,SPERR,mp-1223327,dev_bulk,5,0,1.0926411693315918,6.383144857296713,1.0000111247264851,1.1362058233413337,
0.1,SZ3,SPERR,mp-1223939,dev_bulk,2,2,1.4437235343854466,10.40341265755626,0.999988398105584,1.0969353729529832,0.0
0.1,SZ3,SPERR,mp-1226636,dev_bulk,3,3,0.9796181778502128,10.714100800906072,0.999959647950549,1.024289764092901,0.0
0.1,SZ3,SPERR,mp-1228245,dev_bulk,2,2,1.1276611662097438,6.138791284650749,1.0000013312298999,1.173333147098166,-50.0
0.1,SZ3,SPERR,mp-12406,dev_bulk,4,4,0.672842959661101,10.72678852552035,1.0000069484277458,1.0107472407624574,25.0
0.1,SZ3,SPERR,mp-1245841,dev_bulk,3,3,0.5562255313510538,6.491331167646092,1.0000072848120791,1.2022766736280637,0.0
0.1,SZ3,SPERR,mp-1246480,dev_bulk,3,3,1.0545698980707956,5.758505795673192,1.000048873926582,1.2244395171296691,0.0
0.1,SZ3,SPERR,mp-1246536,dev_bulk,2,2,1.2275578907330853,5.987336468242503,1.0000233208286455,1.142062507203518,0.0
0.1,SZ3,SPERR,mp-1246548,dev_bulk,4,4,0.988493920669216,5.250320108237053,1.000012737134769,1.1099811561655868,25.0
0.1,SZ3,SPERR,mp-1300873,dev_bulk,3,3,0.6480347857661053,4.703611126739055,1.0000150687162757,1.2299888404739763,33.333333333333336
0.1,SZ3,SPERR,mp-1369222,dev_bulk,4,4,0.7743600719958782,8.900697716691058,1.0000066039497708,1.0177194656507096,0.0
0.1,SZ3,SPERR,mp-1399089,dev_bulk,2,2,0.7511019952121177,5.816096761261361,1.0000053616293958,1.1500832604438371,0.0
0.1,SZ3,SPERR,mp-17103,dev_bulk,4,4,0.7861085819479107,9.108026778245751,1.0000147342961607,1.1164360366404777,0.0
0.1,SZ3,SPERR,mp-1841520,dev_bulk,5,5,0.6286419522633453,7.310341926187697,1.0000201521831937,1.209063151540979,20.0
0.1,SZ3,SPERR,mp-20888,dev_bulk,2,2,0.5018016990579403,4.544912412150968,1.0000107060720995,1.1277430475828982,0.0
0.1,SZ3,SPERR,mp-21054,dev_bulk,2,2,1.5388999833578216,17.433384364756563,0.9999368460011517,0.9649608387886912,0.0
0.1,SZ3,SPERR,mp-21079,dev_bulk,4,4,0.44151022940433005,4.222811729803869,1.000026222363283,1.1467067218987126,25.0
0.1,SZ3,SPERR,mp-2194,dev_bulk,5,5,0.7282310081926092,5.863364267715567,1.0000140231785255,1.2252952794353917,40.0
0.1,SZ3,SPERR,mp-2216496,dev_bulk,3,3,0.6058649925252683,6.333404228011956,1.0000064798804658,1.24171197487036,33.333333333333336
0.1,SZ3,SPERR,mp-2217743,dev_bulk,3,3,1.0684627043460995,3.8692560374718656,1.0000110790418226,1.2391650022975296,0.0
0.1,SZ3,SPERR,mp-2229431,dev_bulk,5,5,0.8365793500274101,7.467200136689828,1.0000042561198774,0.9909961633424375,40.0
0.1,SZ3,SPERR,mp-2230770,dev_bulk,5,5,0.822916631549861,6.319705264810346,1.0000026785776122,1.2178797417004819,20.0
0.1,SZ3,SPERR,mp-2233790,dev_bulk,1,1,162.66017464498674,4.661995846108199,1.0000105986124206,1.0839130400174175,-100.0
0.1,SZ3,SPERR,mp-2240057,dev_bulk,7,7,0.4705198686223894,6.1291905026698865,1.000010271276335,0.9472224142311177,14.285714285714286
0.1,SZ3,SPERR,mp-2242118,dev_bulk,3,3,0.9977574719606536,6.3054664484451735,1.0000186251300005,1.2444812894829038,0.0
0.1,SZ3,SPERR,mp-24407,dev_bulk,5,5,1.0314127478485837,7.74506394680557,1.0000128090189966,1.222656483429066,0.0
0.1,SZ3,SPERR,mp-24460,dev_bulk,4,4,0.8459431826270403,3.989678739538655,1.0000069481192189,1.2472230299561993,0.0
0.1,SZ3,SPERR,mp-26341,dev_bulk,4,4,1.6068296874010866,6.238440581768399,1.0000115966235297,1.2199690752993277,-25.0
0.1,SZ3,SPERR,mp-2647013,dev_bulk,3,3,2.769328344776188,10.921017177500842,0.9999899381463193,1.0446869759427762,0.0
0.1,SZ3,SPERR,mp-26619,dev_bulk,2,2,0.8957490268492116,5.788187595433677,1.0000118923517778,1.141397838947974,0.0
0.1,SZ3,SPERR,mp-27239,dev_bulk,4,4,1.4387688595175605,8.576090293876591,1.0000113443524399,1.0851373378556008,0.0
0.1,SZ3,SPERR,mp-30772,dev_bulk,1,0,0.9235052466864312,5.5303708580715,1.0000006768722491,1.1542623501231193,
0.1,SZ3,SPERR,mp-32108,dev_bulk,6,6,0.95422431715869,7.884319149534525,1.0000137055097527,0.9925397151577344,0.0
0.1,SZ3,SPERR,mp-3612,dev_bulk,4,4,0.9401136749359773,8.388424958276666,0.9999976547721886,1.0376754108160522,0.0
0.1,SZ3,SPERR,mp-37207,dev_bulk,3,3,1.008042338260036,8.890178402742164,1.0000028655178472,1.0498881172866454,0.0
0.1,SZ3,SPERR,mp-540547,dev_bulk,2,0,0.9270300764349662,5.42924140335938,1.0000070042534612,1.2299821603297867,
0.1,SZ3,SPERR,mp-555976,dev_bulk,4,4,0.9484150159674238,5.581681037669705,1.000010919129594,1.2299390614578618,0.0
0.1,SZ3,SPERR,mp-557569,dev_bulk,5,5,1.2716341369265378,22.34817227651104,1.000006161150167,1.0161255880413347,0.0
0.1,SZ3,SPERR,mp-560030,dev_bulk,4,4,2.3852872411943076,5.587150294683845,0.9999991988121939,1.2117713790038156,0.0
0.1,SZ3,SPERR,mp-560341,dev_bulk,3,3,1.3903675120781271,12.861419068736142,1.0000098147065881,1.0242842763459574,0.0
0.1,SZ3,SPERR,mp-567699,dev_bulk,5,0,0.9436002275117682,9.130106966622737,1.0000057445149482,1.0448911776925582,
0.1,SZ3,SPERR,mp-569678,dev_bulk,5,5,0.696367584266056,8.06226485148515,1.0000082157976755,1.0917495372421302,20.0
0.1,SZ3,SPERR,mp-569792,dev_bulk,4,4,1.0250890217659285,9.092193440427456,1.0000130927737214,1.0009757557734793,0.0
0.1,SZ3,SPERR,mp-623043,dev_bulk,4,4,0.6241734562696651,7.983050289403524,1.0000185743670806,1.2264805270475199,25.0
0.1,SZ3,SPERR,mp-626794,dev_bulk,7,7,0.6846321400826169,6.300989043003372,1.0000107518255275,1.1786662652386464,14.285714285714286
0.1,SZ3,SPERR,mp-644443,dev_bulk,4,4,0.8738929974632358,10.387223582291103,1.0000116908451553,1.0950859744870973,0.0
0.1,SZ3,SPERR,mp-675781,dev_bulk,2,2,1.1802371138688696,8.009701261804011,1.0000167386788543,1.1233651374087705,0.0
0.1,SZ3,SPERR,mp-676693,dev_bulk,1,1,0.5359832758665077,5.25101373961655,1.0000385743643256,1.234596364874466,0.0
0.1,SZ3,SPERR,mp-733522,dev_bulk,4,4,1.167541250343557,5.752710995159957,1.0000082613014656,1.0369049486887834,0.0
0.1,SZ3,SPERR,mp-7359,dev_bulk,4,4,0.7948162190180232,4.832952827197386,1.0000089062795756,1.2321156942676788,0.0
0.1,SZ3,SPERR,mp-744554,dev_bulk,5,5,0.8194644293838252,7.341182341045777,1.0000134105408958,1.2083268618279763,0.0
0.1,SZ3,SPERR,mp-752866,dev_bulk,5,5,1.5495913818245495,6.1125257572891885,1.0000103920401813,1.2026336403501783,20.0
0.1,SZ3,SPERR,mp-753183,dev_bulk,6,6,1.1269361022640072,8.259738950465087,1.0000077676163555,1.0427096020215592,16.666666666666668
0.1,SZ3,SPERR,mp-753334,dev_bulk,5,5,0.949158398070741,6.069540736584781,1.000033966838702,1.2083513438688975,0.0
0.1,SZ3,SPERR,mp-753521,dev_bulk,3,0,1.4881120174780227,5.737798461722047,1.0000109080406105,1.0303083020388863,
0.1,SZ3,SPERR,mp-753554,dev_bulk,1,1,0.9646344507770751,3.038290202795549,1.000015458433513,1.2489462346830011,0.0
