material_id,domain,case_role,stability_floor_A_archived_e,codec,relative_tolerance,compression_ratio,linf,atom_index,element,q_original_e,q_recon_old_basins_e,q_recon_new_basins_e,dq_integrand_e,dq_domain_e,dq_total_e,basin_voxels_original,basin_voxels_recon,frac_voxels_reassigned_material
mp-8881,bulk,most_stable,1.475e-10,ZFP,0.01,44.96097137901128,0.1559403039999978,2,As,8.013988955274918,8.014192275059075,8.015353839387618,0.0002033197841573,0.0011615643285427,0.0013648841127,310316,310462,0.0044479809670781
mp-8881,bulk,most_stable,1.475e-10,ZFP,0.01,44.96097137901128,0.1559403039999978,3,As,8.013988955274597,8.014161854810675,8.013000560493627,0.0001728995360785,-0.0011612943170487,-0.0009883947809701,310316,310171,0.0044479809670781
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.0001,55.66400089480454,0.0100489539614097,0,Al,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0008953832304526
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.0001,55.66400089480454,0.0100489539614097,1,Al,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0008953832304526
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.0001,55.66400089480454,0.0100489539614097,2,As,8.013988955274918,8.013974015439937,8.014017985802898,-1.4939834981575473e-05,4.397036296133194e-05,2.903052797975647e-05,310316,310313,0.0008953832304526
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.0001,55.66400089480454,0.0100489539614097,3,As,8.013988955274597,8.01400576376575,8.01396194930268,1.680849115359706e-05,-4.381446307100134e-05,-2.700597191740428e-05,310316,310320,0.0008953832304526
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.001,188.67346551920232,0.1004895189510435,0,Al,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0049302340534979
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.001,188.67346551920232,0.1004895189510435,1,Al,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0049302340534979
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.001,188.67346551920232,0.1004895189510435,2,As,8.013988955274918,8.014514409378904,8.014999692370608,0.000525454103986,0.0004852829917041,0.0010107370956902,310316,310318,0.0049302340534979
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.001,188.67346551920232,0.1004895189510435,3,As,8.013988955274597,8.015057728230115,8.014574501694629,0.0010687729555183,-0.0004832265354863,0.0005855464200319,310316,310321,0.0049302340534979
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.01,613.5667611885094,1.004882405775808,0,Al,0.0,0.0,0.0033415266517788,0.0,0.0033415266517788,0.0033415266517788,0,1170,0.0226353523662551
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.01,613.5667611885094,1.004882405775808,1,Al,0.0,0.0,0.0151028678686698,0.0,0.0151028678686698,0.0151028678686698,0,2140,0.0226353523662551
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.01,613.5667611885094,1.004882405775808,2,As,8.013988955274918,8.017058071247213,8.001497010040785,0.0030691159722948,-0.0155610612064283,-0.0124919452341334,310316,308267,0.0226353523662551
mp-8881,bulk,most_stable,1.475e-10,SZ3,0.01,613.5667611885094,1.004882405775808,3,As,8.013988955274597,8.011413452320427,8.008562847042244,-0.0025755029541691,-0.0028506052781835,-0.0054261082323527,310316,309048,0.0226353523662551
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.0001,8.95699360168462,0.0100488953930621,0,Al,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.001367991255144
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.0001,8.95699360168462,0.0100488953930621,1,Al,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.001367991255144
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.0001,8.95699360168462,0.0100488953930621,2,As,8.013988955274918,8.01398914830421,8.014481158959134,1.9302929210596178e-07,0.0004920106549235,0.0004922036842156,310316,310382,0.001367991255144
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.0001,8.95699360168462,0.0100488953930621,3,As,8.013988955274597,8.013988154283657,8.013496147145853,-8.009909393535963e-07,-0.0004920071378045,-0.0004928081287438,310316,310250,0.001367991255144
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.001,14.033013946615986,0.1004837046936621,0,Al,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0063368055555555
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.001,14.033013946615986,0.1004837046936621,1,Al,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0063368055555555
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.001,14.033013946615986,0.1004837046936621,2,As,8.013988955274918,8.013959081279236,8.0127009724195,-2.9873995682550003e-05,-0.0012581088597354,-0.0012879828554179,310316,310143,0.0063368055555555
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.001,14.033013946615986,0.1004837046936621,3,As,8.013988955274597,8.013968785827027,8.015227692561016,-2.016944756988437e-05,0.0012589067339892,0.0012387372864193,310316,310492,0.0063368055555555
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.01,24.127642863722528,1.004875935567242,0,Al,0.0,0.0,0.0041797262613006,0.0,0.0041797262613006,0.0041797262613006,0,1502,0.0236416538065843
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.01,24.127642863722528,1.004875935567242,1,Al,0.0,0.0,0.0053813040742848,0.0,0.0053813040742848,0.0053813040742848,0,1889,0.0236416538065843
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.01,24.127642863722528,1.004875935567242,2,As,8.013988955274918,8.013965660805757,8.011329661622144,-2.3294469160717316e-05,-0.0026359991836137,-0.0026592936527745,310316,308560,0.0236416538065843
mp-8881,bulk,most_stable,1.475e-10,SPERR,0.01,24.127642863722528,1.004875935567242,3,As,8.013988955274597,8.01381568071564,8.00690865122773,-0.0001732745589571,-0.006907029487909,-0.0070803040468661,310316,308687,0.0236416538065843
mp-1069461,bulk,most_stable,5.311e-10,ZFP,0.0001,12.80592867068087,0.0042803912519531,0,Ho,7.306707434642142,7.306708845439264,7.306677897659096,1.4107971217924842e-06,-3.0947780167878136e-05,-2.953698304608565e-05,157677,157675,0.0002610948350694
