material_id,domain,case_role,stability_floor_e,codec,relative_tolerance,compression_ratio,dq_total_max_e,dq_integrand_max_e,dq_domain_max_e,domain_share_of_total,atom_of_max_total,dq_total_at_that_atom,dq_integrand_at_that_atom,dq_domain_at_that_atom,frac_voxels_reassigned,linf,mean_signed_error
nomad-4TmN2lwz6DHx,slab,most_stable,2.366e-09,sperr,0.01,33.41981728717824,1.6445134197272995,0.006747141203330642,1.6445975772794998,1.0000511747433563,20,1.6445134197272995,-8.415755220037013e-05,1.6445975772794998,0.3048671048280423,66.61219280492904,-0.019431154948856198
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,zfp,0.0001,30.126535152436947,0.0010923636797510738,1.2919858408011464e-05,0.001096596688400453,1.0038750909864962,3,0.0010923636797510738,-4.233008649379144e-06,0.001096596688400453,0.0009012104552469136,0.1260626542500063,-0.00021437961019167646
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,zfp,0.001,49.60827362781135,0.007438766261680385,0.00010565662708295065,0.0074049720057738355,0.9954570079610331,20,0.007438766261680385,3.379425590654961e-05,0.0074049720057738355,0.004783598974408436,0.7553673599999939,0.0011641860485660396
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,zfp,0.01,87.92844364937388,0.02756726273580945,0.0008536393032017031,0.02721839873388454,0.9873449894076085,1,-0.02756726273580945,-0.00034886400192490896,-0.02721839873388454,0.045535742991255145,5.1955424200000095,-0.014475884360384576
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,sz3,0.0001,108.01758098648868,0.0042049644944341935,0.0011082858198125933,0.004402918740471051,0.8527671607048765,18,-0.0042049644944341935,-0.0006191088616507301,-0.0035858556327834634,0.009630493666409464,0.5106658248657254,-0.020771435053174945
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,sz3,0.001,390.45390018756206,0.046905895791017116,0.020456850197692944,0.04850987457997569,1.028218663308208,17,0.046905895791017116,-0.0013236216804966006,0.048229517471513716,0.08537964369534465,5.106654464897247,-0.09267283413814223
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,sz3,0.01,1950.7867948796472,0.17006161521463703,0.10461111628964481,0.21720100038881895,1.000480878069407,11,-0.17006161521463703,8.177890120464326e-05,-0.17014339411584167,0.13380538877636317,51.063822596656905,-0.6341156057451173
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,sperr,0.0001,11.250759811852076,0.014862471337929506,2.3365232777905476e-05,0.014863886864640463,1.0000952416781013,2,0.014862471337929506,-1.4155267109572378e-06,0.014863886864640463,0.02363868995949074,0.5106620063700912,-4.6936387708845036e-05
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,sperr,0.001,18.507077902834997,0.11156977589122707,0.00030821917479784133,0.11176898283410264,1.0017854920051983,20,0.11156977589122707,-0.00019920694287556273,0.11176898283410264,0.2187592934188529,5.10660083099657,0.0009351797906445103
nomad-064_5lUOyDQI,slab,most_stable,2.620e-09,sperr,0.01,34.193429810623954,1.2520987676300397,0.003905702411147516,1.2492828546008798,0.9977510456028243,20,1.2520987676300397,0.0028159130291598444,1.2492828546008798,0.2984144422743056,51.06581256230135,-0.0008735344213613395
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,zfp,0.0001,35.2910284463895,0.21697751363529427,1.4766660648035668e-05,0.21697095870971772,0.9999697898392016,4,-0.21697751363529427,-6.5549255765517955e-06,-0.21697095870971772,0.006672557043650794,0.2362614731250119,-0.0002589485189345509
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,zfp,0.001,60.025680629733706,0.36092754460744736,0.00013069212630156812,0.36085373167007617,0.9997954909829576,9,0.36092754460744736,7.38129373711871e-05,0.36085373167007617,0.020690724206349206,1.3438521999999011,-0.0010158619613948683
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,zfp,0.01,105.65518596767062,0.8226063791939797,0.0011233711313103356,0.8228478422619041,1.0002935341544044,7,0.8226063791939797,-0.00024146306792438565,0.8228478422619041,0.11509703621031746,10.496002300000328,-0.013412935374093281
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,sz3,0.0001,173.5114745059541,0.05564286724510836,0.0019300211891959407,0.05371284605591242,0.9653141312669216,1,-0.05564286724510836,-0.0019300211891959407,-0.05371284605591242,0.025547960069444445,1.0050206541777698,-0.045906953609286615
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,sz3,0.001,697.5684260323038,0.46238758927910695,0.019754225132693648,0.4426333641464133,0.9572777782303981,19,-0.46238758927910695,-0.019754225132693648,-0.4426333641464133,0.09888749379960317,10.050230905219905,-0.257054731434435
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,sz3,0.01,2795.147313691508,0.7447042214958266,0.1730236836541561,0.5795720838665037,0.7782580884292083,1,-0.7447042214958266,-0.16513213762932288,-0.5795720838665037,0.1787433345734127,100.50192987330593,-0.5107191170402648
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,sperr,0.0001,18.31164020488191,0.20040948068494835,7.477288405155491e-05,0.20043399627503078,1.0001223274966766,7,0.20040948068494835,-2.4515590082430094e-05,0.20043399627503078,0.05307679191468254,1.0050131501030393,0.0002895125932558488
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,sperr,0.001,32.00480230788598,1.2768575575619572,0.0005696616695161083,1.2770931315990879,1.0001844951582388,13,1.2768575575619572,-0.00023557403713070357,1.2770931315990879,0.26119605654761907,10.049486692154264,0.0017263948919893283
nomad-1iTKfRU16qFo,slab,median_stability,1.909e-05,sperr,0.01,69.32739413755166,1.9099826027974065,0.019623569061890223,1.8961754601309464,0.9927710636493559,20,1.9099826027974065,0.013807142666460104,1.8961754601309464,0.30341998387896824,100.50042081031461,-0.022716980641030927
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,zfp,0.0001,21.023096663815227,0.0014052876631751587,6.355769119004151e-06,0.0014023760954540165,0.9979281340059845,9,-0.0014052876631751587,-2.9115677211422053e-06,-0.0014023760954540165,0.001467556423611111,0.12487811406251126,-2.081632051870037e-05
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,zfp,0.001,34.46038794110773,0.016742974546518852,6.204302917200977e-05,0.01675513850318122,1.000726511088491,13,-0.016742974546518852,1.2163956662369912e-05,-0.01675513850318122,0.008369276258680556,0.9469820700000042,-0.00018357673718536702
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,zfp,0.01,76.0631383472609,0.03513798042466476,0.0025344057232885575,0.03531180487738794,1.004946910739388,1,0.03513798042466476,-0.00017382445272318137,0.03531180487738794,0.05265638563368055,10.870331160000006,3.614982531463421e-05
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,sz3,0.0001,61.59205538673601,0.01765035413521332,0.0006875324383450732,0.01763391086512378,0.9990683886587446,1,0.01765035413521332,1.644327008953894e-05,0.01763391086512378,0.012459309895833333,0.6574873536433898,-0.006473247464785171
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,sz3,0.001,208.63585716559663,0.07138887663683136,0.008634328506207822,0.075340290314589,1.0553505512890926,11,0.07138887663683136,-0.0039514136777576425,0.075340290314589,0.07540283203125,6.574885048769914,-0.06707040212488231
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,sz3,0.01,1001.1440210472715,0.28536848674513937,0.23340456575010293,0.19244631474545848,0.6245912192486934,16,-0.28536848674513937,-0.10712983567383816,-0.1782386510713012,0.14142998589409722,65.73176564778075,0.026111548434094266
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,sperr,0.0001,10.263511638205925,0.029674005273252035,9.045855143519077e-05,0.029697121806247395,1.0007790162730812,10,0.029674005273252035,-2.3116532995359762e-05,0.029697121806247395,0.04386732313368055,0.657486150556565,3.313654522170032e-06
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,sperr,0.001,18.22629912719418,0.15994737331338005,0.0008322013891373103,0.16023753286737463,1.0018140938984104,11,0.15994737331338005,-0.0002901595539945845,0.16023753286737463,0.18683675130208333,6.574873122030908,0.001665741244714267
nomad-9xtsrVZD5SSK,slab,median_stability,2.291e-05,sperr,0.01,36.16000980903044,1.381235477876217,0.03477423622243592,1.3748425183955142,0.9953715643834079,10,1.381235477876217,0.006392959480702842,1.3748425183955142,0.268023681640625,65.74646662862102,0.0245354998956505
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,zfp,0.0001,23.504351977670865,0.02017890499758046,4.359491175165431e-06,0.020175079618182323,0.9998104268096512,9,0.02017890499758046,3.8253793981368744e-06,0.020175079618182323,0.0036785714285714286,0.06210057593750662,5.967772692306562e-05
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,zfp,0.001,45.51642858594274,0.018148076011028635,8.043786264089192e-05,0.01809244210379468,0.9969344459875447,5,0.018148076011028635,5.5633907233954005e-05,0.01809244210379468,0.005577678571428571,0.7895518999998785,0.0008342312983516369
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,zfp,0.01,80.53932584269663,0.019152895711046725,0.0009518722815755609,0.019717020089286663,1.029453738314597,8,0.019152895711046725,-0.0005641243782399386,0.019717020089286663,0.03718392857142857,5.000722700000097,-0.015600590130219793
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,sz3,0.0001,107.98205521426182,0.018868291913006985,0.0006246529349134278,0.019023321838814056,1.0082164260825432,9,0.018868291913006985,-0.00015502992580707087,0.019023321838814056,0.011864732142857142,0.40827146307572093,-0.015350043112246522
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,sz3,0.001,472.50530645607836,0.023340826974727946,0.00628373240490987,0.02188158872773016,0.9310219453495358,10,-0.023340826974727946,-0.0016100048386498145,-0.02173082213607813,0.04158861607142857,4.082707644605193,-0.04741533959505666
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,sz3,0.01,1564.7921760391198,0.2442353838288227,0.06005981328762289,0.18417557054119982,0.754090450179336,11,0.2442353838288227,0.06005981328762289,0.18417557054119982,0.10831071428571429,40.827097021734204,-0.5322343278291265
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,sperr,0.0001,11.335957092896335,0.017652072704883892,2.9169312917076695e-05,0.017638847860604656,0.9992508050187456,9,0.017652072704883892,1.3224844279235981e-05,0.017638847860604656,0.011898214285714286,0.40826964825611534,0.00017626497996132571
