material_id,codec,relative_tolerance,solver,status,stage,error,failure_family
nomad-FVlJ8rpkyGT5,SPERR,3e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp__f726oig/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SZ3,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp__f726oig/henkelman/SZ3_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SZ3,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp__f726oig/henkelman/SZ3_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SZ3,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp__f726oig/henkelman/SZ3_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SZ3,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp__f726oig/henkelman/SZ3_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,ZFP,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp__f726oig/henkelman/ZFP_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,ZFP,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp__f726oig/henkelman/ZFP_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,ZFP,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp__f726oig/henkelman/ZFP_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,ZFP,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp__f726oig/henkelman/ZFP_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SPERR,1e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_v_2dtz15/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SPERR,1e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_v_2dtz15/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SPERR,3e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_v_2dtz15/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SPERR,3e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_v_2dtz15/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SPERR,1e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_v_2dtz15/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SPERR,1e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_v_2dtz15/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SPERR,3e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_v_2dtz15/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SPERR,3e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_v_2dtz15/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SZ3,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_v_2dtz15/henkelman/SZ3_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SZ3,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_v_2dtz15/henkelman/SZ3_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SZ3,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_v_2dtz15/henkelman/SZ3_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,SZ3,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_v_2dtz15/henkelman/SZ3_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,ZFP,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_v_2dtz15/henkelman/ZFP_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,ZFP,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_v_2dtz15/henkelman/ZFP_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,ZFP,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_v_2dtz15/henkelman/ZFP_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-Q4xDULo89hwd,ZFP,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_v_2dtz15/henkelman/ZFP_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SPERR,1e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_qb7o7qoq/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SPERR,1e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_qb7o7qoq/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SPERR,3e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_qb7o7qoq/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SPERR,3e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_qb7o7qoq/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SPERR,1e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_qb7o7qoq/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SPERR,1e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_qb7o7qoq/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SPERR,3e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_qb7o7qoq/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SPERR,3e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_qb7o7qoq/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SZ3,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_qb7o7qoq/henkelman/SZ3_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SZ3,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_qb7o7qoq/henkelman/SZ3_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SZ3,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_qb7o7qoq/henkelman/SZ3_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,SZ3,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_qb7o7qoq/henkelman/SZ3_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,ZFP,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_qb7o7qoq/henkelman/ZFP_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,ZFP,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_qb7o7qoq/henkelman/ZFP_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,ZFP,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_qb7o7qoq/henkelman/ZFP_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-E0rr8BI_hRlR,ZFP,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_qb7o7qoq/henkelman/ZFP_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SPERR,1e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_jmrykb9e/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SPERR,1e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_jmrykb9e/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SPERR,3e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_jmrykb9e/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SPERR,3e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_jmrykb9e/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SPERR,1e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_jmrykb9e/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SPERR,1e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_jmrykb9e/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SPERR,3e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_jmrykb9e/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SPERR,3e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_jmrykb9e/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SZ3,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_jmrykb9e/henkelman/SZ3_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SZ3,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_jmrykb9e/henkelman/SZ3_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SZ3,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_jmrykb9e/henkelman/SZ3_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-3ermMygSkKxT,SZ3,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_jmrykb9e/henkelman/SZ3_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
