material_id,codec,relative_tolerance,solver,status,stage,error,failure_family
nomad-61GFUgm3lTUg,SPERR,1e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_1ivxjdtz/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SPERR,1e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_1ivxjdtz/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SPERR,3e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_1ivxjdtz/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SPERR,3e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_1ivxjdtz/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SPERR,1e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_1ivxjdtz/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SPERR,1e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_1ivxjdtz/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SPERR,3e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_1ivxjdtz/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SPERR,3e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_1ivxjdtz/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SZ3,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_1ivxjdtz/henkelman/SZ3_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SZ3,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_1ivxjdtz/henkelman/SZ3_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SZ3,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_1ivxjdtz/henkelman/SZ3_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,SZ3,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_1ivxjdtz/henkelman/SZ3_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,ZFP,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_1ivxjdtz/henkelman/ZFP_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,ZFP,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_1ivxjdtz/henkelman/ZFP_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,ZFP,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_1ivxjdtz/henkelman/ZFP_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-61GFUgm3lTUg,ZFP,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_1ivxjdtz/henkelman/ZFP_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SPERR,1e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_ra_qo7cr/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SPERR,1e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_ra_qo7cr/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SPERR,3e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_ra_qo7cr/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SPERR,3e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_ra_qo7cr/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SPERR,1e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_ra_qo7cr/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SPERR,1e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_ra_qo7cr/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SPERR,3e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_ra_qo7cr/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SPERR,3e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_ra_qo7cr/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SZ3,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_ra_qo7cr/henkelman/SZ3_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SZ3,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_ra_qo7cr/henkelman/SZ3_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SZ3,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_ra_qo7cr/henkelman/SZ3_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,SZ3,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_ra_qo7cr/henkelman/SZ3_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,ZFP,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_ra_qo7cr/henkelman/ZFP_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,ZFP,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_ra_qo7cr/henkelman/ZFP_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,ZFP,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_ra_qo7cr/henkelman/ZFP_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-1CIlfNcWTE4X,ZFP,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_ra_qo7cr/henkelman/ZFP_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-BbyKgzzvPkrI,SPERR,1e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_n_wegb2d/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-BbyKgzzvPkrI,SPERR,1e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_n_wegb2d/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-BbyKgzzvPkrI,SPERR,3e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_n_wegb2d/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-BbyKgzzvPkrI,SPERR,3e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_n_wegb2d/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-BbyKgzzvPkrI,SPERR,1e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_n_wegb2d/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-BbyKgzzvPkrI,SPERR,1e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_n_wegb2d/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
