material_id,tau_e,original_qsq_floor_e,original_qsq_eligible,n_planned,n_valid,n_fail,n_exceed,valid_exceedance_fraction,valid_exact_one_sided_95_upper,conservative_exceedance_fraction,conservative_exact_one_sided_95_upper,any_fresh_exceedance,any_unresolved,fresh_max_response_e,fresh_max_over_original_floor
nomad-3Rqsfa2-hyu7,0.0001,0.0008083617657312,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.001416352899999751,1.752127525129291
nomad-3Rqsfa2-hyu7,0.001,0.0008083617657312,True,59,59,0,18,0.3050847457627119,0.41812328303502744,0.3050847457627119,0.41812328303502744,True,False,0.001416352899999751,1.752127525129291
nomad-3Rqsfa2-hyu7,0.01,0.0008083617657312,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.001416352899999751,1.752127525129291
nomad-3ermMygSkKxT,0.0001,0.0002058479260114,False,59,59,0,45,0.7627118644067796,0.8504685397442803,0.7627118644067796,0.8504685397442803,True,False,0.0004971666000006536,2.415213063517192
nomad-3ermMygSkKxT,0.001,0.0002058479260114,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0004971666000006536,2.415213063517192
nomad-3ermMygSkKxT,0.01,0.0002058479260114,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0004971666000006536,2.415213063517192
nomad-4BR68d4gtTyq,0.0001,0.0001479865542322,False,59,59,0,31,0.5254237288135594,0.6378737598809749,0.5254237288135594,0.6378737598809749,True,False,0.00022712230000010436,1.5347495668000724
nomad-4BR68d4gtTyq,0.001,0.0001479865542322,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.00022712230000010436,1.5347495668000724
nomad-4BR68d4gtTyq,0.01,0.0001479865542322,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.00022712230000010436,1.5347495668000724
nomad-4CA6DwNaypkT,0.0001,0.0193173609322769,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.02143420869999879,1.109582658580702
nomad-4CA6DwNaypkT,0.001,0.0193173609322769,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.02143420869999879,1.109582658580702
nomad-4CA6DwNaypkT,0.01,0.0193173609322769,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.02143420869999879,1.109582658580702
nomad-4TmN2lwz6DHx,0.0001,0.0008750162410198,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0020998107999989912,2.399739229470458
nomad-4TmN2lwz6DHx,0.001,0.0008750162410198,True,59,59,0,1,0.01694915254237288,0.0778979215188183,0.01694915254237288,0.0778979215188183,True,False,0.0020998107999989912,2.399739229470458
nomad-4TmN2lwz6DHx,0.01,0.0008750162410198,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0020998107999989912,2.399739229470458
nomad-4U-g_t9kIPQS,0.0001,0.0008685390470333,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0011757287999998312,1.3536855988407317
nomad-4U-g_t9kIPQS,0.001,0.0008685390470333,True,59,59,0,6,0.1016949152542373,0.19087892314984226,0.1016949152542373,0.19087892314984226,True,False,0.0011757287999998312,1.3536855988407317
nomad-4U-g_t9kIPQS,0.01,0.0008685390470333,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0011757287999998312,1.3536855988407317
nomad-4hOaTvLmAUuc,0.0001,0.0031950475887221,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.005331749099998007,1.6687542053577071
nomad-4hOaTvLmAUuc,0.001,0.0031950475887221,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.005331749099998007,1.6687542053577071
nomad-4hOaTvLmAUuc,0.01,0.0031950475887221,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.005331749099998007,1.6687542053577071
nomad-4khM-ZQ6rM_L,0.0001,0.0007182872518143,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0007227861999989926,1.0062634387194385
nomad-4khM-ZQ6rM_L,0.001,0.0007182872518143,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0007227861999989926,1.0062634387194385
nomad-4khM-ZQ6rM_L,0.01,0.0007182872518143,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0007227861999989926,1.0062634387194385
nomad-5HCYH3PtBIoR,0.0001,0.0016281512431675,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.002237470400000774,1.3742398990206026
