caliper_dex,codec_a,codec_b,material_id,corpus,n_pairs,material_error_ratio,material_rmse_ratio,material_linf_ratio,material_compression_ratio,material_shape_factor_ratio
0.05,SZ3,SPERR,mp-1246536,dev_bulk,10,0.9384423244592712,1.3805354360176005,1.0000093066453493,1.8869331602663368,1.3805270241774648
0.05,SZ3,SPERR,mp-1246548,dev_bulk,10,1.057063402043584,1.2955068480877399,1.0000146944749542,3.031900030821685,1.2954771064663855
0.05,SZ3,SPERR,mp-1247173,dev_bulk,5,1.283398571609523,2.215053085717973,1.0001478903519185,0.7971463465491049,2.2150383263897697
0.05,SZ3,SPERR,mp-1261118,dev_bulk,7,2.098373281841584,1.8814150570962307,1.0000239266906255,0.6451637170638129,1.8813700421372803
0.05,SZ3,SPERR,mp-1296,dev_bulk,1,1.0502282588295704,1.7088144665419875,1.001307585146663,0.5875928640848667,1.7065829640067043
0.05,SZ3,SPERR,mp-1300873,dev_bulk,10,0.9403308849857396,1.3279727595091997,1.000017337515693,3.084106994950685,1.3279463537535574
0.05,SZ3,SPERR,mp-1303576,dev_bulk,11,1.3915527708097386,1.4069031020063476,1.0000146349146555,1.6817600417877665,1.4068970451900855
0.05,SZ3,SPERR,mp-1369222,dev_bulk,6,0.7549834460428279,1.0474119215688575,1.0000066039497708,6.098839678467239,1.0474050045588175
0.05,SZ3,SPERR,mp-1388393,dev_bulk,6,1.9733987380356672,1.919047165326531,1.0003882813611418,0.8167973947206429,1.9188876312592675
0.05,SZ3,SPERR,mp-1399089,dev_bulk,9,0.7050425271168431,1.3246431702192951,1.0000102910708213,2.38889475589886,1.324632095506587
0.05,SZ3,SPERR,mp-1666665,dev_bulk,10,1.7104954354518758,1.8143656834690656,1.000028214026663,0.662858836713098,1.8143306504233672
0.05,SZ3,SPERR,mp-17103,dev_bulk,7,0.8427173888286342,1.2452828718828004,1.0000086516060858,7.340322936805154,1.2452569493399532
0.05,SZ3,SPERR,mp-1778,dev_bulk,11,0.8779372858246364,1.7112855592728982,1.000246167349803,0.7312428707777545,1.7108718659108804
0.05,SZ3,SPERR,mp-1841520,dev_bulk,10,0.8191772951204777,1.2813205565553225,1.0000093451216798,3.4295623489333518,1.2813114229659186
0.05,SZ3,SPERR,mp-19133,dev_bulk,6,1.973899701531493,2.1246109108332583,1.0001658430307705,0.7970126726539388,2.124258617346017
0.05,SZ3,SPERR,mp-20888,dev_bulk,7,0.7848097667731564,1.3550796259592572,1.0000086812085747,2.2967330080395594,1.3550576250142432
0.05,SZ3,SPERR,mp-21054,dev_bulk,6,1.1361982372975377,1.2686751962568201,1.0000050624267338,7.11182338430162,1.2686655622071454
0.05,SZ3,SPERR,mp-21079,dev_bulk,4,0.44151022940433005,1.1467067218987126,1.000026222363283,4.222811729803869,1.1466769497574403
0.05,SZ3,SPERR,mp-214,dev_bulk,10,2.928000730745563,1.9258675573696007,1.0009921460762423,0.6195802943864611,1.9246014577304675
0.05,SZ3,SPERR,mp-21588,dev_bulk,1,1.1097881479244347,1.5443586092285209,1.0000186046206967,1.3742271207716996,1.5443298775569185
0.05,SZ3,SPERR,mp-2194,dev_bulk,10,1.0043846613963605,1.250720781412675,1.0000170222334428,5.2268406614128216,1.250678967047502
0.05,SZ3,SPERR,mp-2216496,dev_bulk,9,0.9073762015050619,1.2920779237776083,1.0000076565787448,3.4304564989236765,1.2920665339726396
0.05,SZ3,SPERR,mp-2217743,dev_bulk,10,1.0430790646381398,1.3386726204429957,1.0000169629642788,2.6351512668403694,1.3385902693096687
0.05,SZ3,SPERR,mp-2227467,dev_bulk,6,1.0683061720437894,1.4900611135485917,1.0001645396869143,2.971269942394612,1.489815979693733
0.05,SZ3,SPERR,mp-2229431,dev_bulk,8,1.0100904969774267,1.1476750105427698,1.0000036078022803,4.739801253059562,1.1476700130655484
0.05,SZ3,SPERR,mp-2230770,dev_bulk,10,0.8448608349291575,1.2824200077930747,1.0000048279799911,3.107165959391836,1.2824188022060652
0.05,SZ3,SPERR,mp-2233790,dev_bulk,5,2.179315566887974,1.2821662308484008,1.0000060577906673,2.753243000310817,1.2821607187118085
0.05,SZ3,SPERR,mp-2240057,dev_bulk,8,0.596137421929848,1.0252153292963955,1.0000098805782383,5.412167594678518,1.0252056435092358
0.05,SZ3,SPERR,mp-2242118,dev_bulk,10,0.9473618943784363,1.333968615479645,1.000016453479679,3.282677572163296,1.333927640751436
0.05,SZ3,SPERR,mp-22490,dev_bulk,4,1.8028600517251214,2.304377828519727,1.000135068816256,0.7893155650180926,2.3037888618600957
0.05,SZ3,SPERR,mp-24407,dev_bulk,11,1.0977110018346168,1.2897761976921494,1.0000114083461493,4.490859316390055,1.289725907268424
0.05,SZ3,SPERR,mp-24460,dev_bulk,10,0.9924396891356922,1.3095246657406097,1.0000069481192189,3.989678739538655,1.3095079747790181
0.05,SZ3,SPERR,mp-26341,dev_bulk,10,1.2164801250064763,1.325231164691343,1.0000091590898117,3.4919253051529355,1.3252199998915117
0.05,SZ3,SPERR,mp-2647013,dev_bulk,7,2.769328344776188,1.2658951955423758,1.000003385685442,4.742030448313567,1.2658390827447283
0.05,SZ3,SPERR,mp-26619,dev_bulk,10,1.005579088280577,1.3383497185296764,1.0000072688815318,3.190428830783543,1.338337545402351
0.05,SZ3,SPERR,mp-27239,dev_bulk,6,1.715614042589305,1.2118885018589,1.0000113443524399,8.576090293876591,1.2118747539245784
0.05,SZ3,SPERR,mp-28105,dev_bulk,5,1.5268382965690757,2.1360559379197146,1.0001829254129984,0.8179243070032177,2.133265876024047
0.05,SZ3,SPERR,mp-30772,dev_bulk,1,0.9235052466864312,1.1542623501231193,1.0000006768722491,5.5303708580715,1.1542615688354951
0.05,SZ3,SPERR,mp-32108,dev_bulk,7,0.9264496903416926,1.0282349108961868,1.000012779357894,6.563745801892965,1.0282198663301585
0.05,SZ3,SPERR,mp-3612,dev_bulk,6,0.9401136749359773,1.1295404397670856,1.0000005345360061,5.927900466639232,1.1295430888029516
0.05,SZ3,SPERR,mp-37207,dev_bulk,10,1.0722216012427914,1.2919860405812427,1.000017408730976,2.813640873224251,1.2919584598365013
0.05,SZ3,SPERR,mp-37888,dev_bulk,9,1.7317158469036293,2.078777027556427,1.0000563198711636,0.6756694455062459,2.078083578280143
0.05,SZ3,SPERR,mp-435,dev_bulk,4,1.347786161847714,2.2504685767839048,1.000555825695731,0.6312428274590323,2.249880146837393
0.05,SZ3,SPERR,mp-505574,dev_bulk,6,1.2242852943838545,2.052982778067282,1.000023855695816,0.793567119358522,2.05267219987967
0.05,SZ3,SPERR,mp-540547,dev_bulk,5,0.8296361340095211,1.2818499997131254,1.0000077493115243,6.393542046217277,1.2818361710962367
0.05,SZ3,SPERR,mp-555976,dev_bulk,6,0.9491000462765101,1.2480596294985025,1.000010919129594,5.581681037669705,1.2480514146660695
0.05,SZ3,SPERR,mp-557569,dev_bulk,12,1.251312644956593,1.2877593621432801,1.0000057936911069,4.797957399868817,1.2877516852872366
0.05,SZ3,SPERR,mp-560030,dev_bulk,11,2.660066842117992,1.3062258077149402,1.0000160968481149,3.590628552103785,1.3062003362989167
0.05,SZ3,SPERR,mp-560341,dev_bulk,11,1.3184123955629197,1.2962032252008882,1.0000134379362995,3.2399680736922,1.2961736625820104
0.05,SZ3,SPERR,mp-567278,dev_bulk,5,1.8131383694844927,1.9474549180811274,1.0000348224132496,0.7426338748093239,1.9473871053625875
0.05,SZ3,SPERR,mp-567394,dev_bulk,5,1.394164544485777,2.027206154870034,1.0004895717060862,0.8560739834260043,2.0225859075311305
0.05,SZ3,SPERR,mp-567699,dev_bulk,6,0.8439589834395653,1.1360395545189812,1.000006250256042,7.550225098553974,1.1360343484416338
0.05,SZ3,SPERR,mp-569678,dev_bulk,6,0.6822740312161094,1.0991424448174907,1.000006999881574,6.68169735877922,1.0991356549173161
0.05,SZ3,SPERR,mp-569792,dev_bulk,5,1.0495854301299268,1.0715050745839358,1.0000165082764387,8.79783567337422,1.0714873861739642
0.05,SZ3,SPERR,mp-606377,dev_bulk,1,1.1149368480620407,1.2821017501198633,1.0000023444618795,3.4570868940616344,1.2820987442882312
0.05,SZ3,SPERR,mp-614489,dev_bulk,4,3.621604322792066,2.1116870242389276,1.0005860355492275,0.787704328958901,2.110860824883368
0.05,SZ3,SPERR,mp-6145,dev_bulk,7,1.8851716613295735,2.2751935954284446,1.0000872532491072,0.7991442118653869,2.2517920856248135
0.05,SZ3,SPERR,mp-623043,dev_bulk,9,0.6969726651111174,1.2867884916254206,1.000008837179293,3.775495847400952,1.2867731847820092
0.05,SZ3,SPERR,mp-626794,dev_bulk,9,0.6846321400826169,1.2013759753234452,1.000007963159127,4.7123845084458,1.2013664086515636
0.05,SZ3,SPERR,mp-631399,dev_bulk,11,1.9928830248546407,1.8781059967350464,1.0001918887557626,0.7065649975534171,1.8780358569059974
0.05,SZ3,SPERR,mp-644443,dev_bulk,11,1.220376530322288,1.2877885232793926,1.000005280377499,3.7407636641818574,1.287777314692044
0.05,SZ3,SPERR,mp-6586,dev_bulk,6,1.138585146136597,2.0583966203679833,1.0006334175216174,0.758681893142586,2.0583190475439013
0.05,SZ3,SPERR,mp-675781,dev_bulk,9,1.0710900027739378,1.3117974054842365,1.0000113748691164,3.8096749446551086,1.3117923860472127
0.05,SZ3,SPERR,mp-676693,dev_bulk,9,0.9663464543533492,1.3247443517282838,1.0000205429688798,2.805205539530726,1.3247335151535269
0.05,SZ3,SPERR,mp-684706,dev_bulk,11,2.0075903692828114,1.8535205586067298,1.0000620822372754,0.6279129073673472,1.853484891588239
0.05,SZ3,SPERR,mp-733522,dev_bulk,10,1.284176187891343,1.3035021219991771,1.0000103174378985,4.237519510400247,1.3034851355972723
0.05,SZ3,SPERR,mp-733797,dev_bulk,1,0.9202355472274154,1.3052727263826711,1.0000022789265737,2.881942583140167,1.3052697517687477
0.05,SZ3,SPERR,mp-7359,dev_bulk,8,0.8535394931379449,1.2897161604640068,1.0000102504699722,2.75324227756712,1.2897099557903897
0.05,SZ3,SPERR,mp-744554,dev_bulk,10,0.7618134308453247,1.2879829863830616,1.0000113829935144,4.609375785128661,1.2879764405230634
0.05,SZ3,SPERR,mp-752546,dev_bulk,7,2.082631289354948,2.0469023557374078,1.0001924724610474,0.826500764025322,2.046508459217708
0.05,SZ3,SPERR,mp-752703,dev_bulk,5,2.4036871766451546,2.0591860071306285,1.001213345754526,0.7413484112618505,2.056019233484931
0.05,SZ3,SPERR,mp-752866,dev_bulk,11,1.5066906725300009,1.2999806443379938,1.0000064874097427,3.481472613833218,1.2999912171583343
0.05,SZ3,SPERR,mp-753183,dev_bulk,7,1.0449812493956432,1.0470206786774712,1.0000068883979314,6.675221409783055,1.0470164507009108
0.05,SZ3,SPERR,mp-753334,dev_bulk,11,0.949158398070741,1.3054429468754054,1.0000075471339704,3.4680943700111504,1.3054335833601542
0.05,SZ3,SPERR,mp-753392,dev_bulk,5,1.44618033764258,1.319016417411037,1.0000048960516017,3.6046429252608916,1.3190099594702123
0.05,SZ3,SPERR,mp-753521,dev_bulk,4,1.235083729730792,1.0625948234413805,1.0000119915879455,4.917443846455234,1.0625764428834277
0.05,SZ3,SPERR,mp-753554,dev_bulk,10,0.9703963315559747,1.4211837148602986,1.0000104907114902,1.8211226061122208,1.4211719171972477
0.05,SZ3,SPERR,mp-754196,dev_bulk,7,0.8281286837288094,1.1830175018716242,1.0000099477534683,11.295795005213659,1.183005942336351
0.05,SZ3,SPERR,mp-756647,dev_bulk,6,1.0379880571576325,1.2366494017375804,1.0000063439847664,6.964524895355177,1.236633045873396
0.05,SZ3,SPERR,mp-757220,dev_bulk,11,1.123400286133921,1.309073555814725,1.0000099320616267,3.8231636819925874,1.3090544361736596
0.05,SZ3,SPERR,mp-758622,dev_bulk,10,0.9583196096409377,1.3345850701874555,1.0000075750394415,2.8781081077387456,1.3345730893826158
0.05,SZ3,SPERR,mp-759554,dev_bulk,7,1.3505391041291315,1.190373552637584,1.0000036637522403,5.695129517972425,1.190372849938063
0.05,SZ3,SPERR,mp-760266,dev_bulk,11,1.03290172583256,1.2686617188358287,1.0000051406134722,3.348134654466194,1.2686573623736206
0.05,SZ3,SPERR,mp-763177,dev_bulk,10,1.1864638078902638,1.3356628421146721,1.0000067255766278,2.868990919694206,1.3356268955067279
0.05,SZ3,SPERR,mp-7660,dev_bulk,7,1.492404360787092,2.5090096040229906,1.0013517907327907,0.7851077849948226,2.4950246098114532
0.05,SZ3,SPERR,mp-766093,dev_bulk,10,1.2490716621432096,1.2986719652655816,1.0000088234952713,3.526943198134645,1.2986618807337678
0.05,SZ3,SPERR,mp-768842,dev_bulk,10,1.0376812750479125,1.3136594865297075,1.0000078660400453,2.645661894425722,1.3136492760724892
0.05,SZ3,SPERR,mp-768987,dev_bulk,9,0.8550046430507643,1.3073083558584018,1.0000080036306234,2.956708168662527,1.307292537012417
0.05,SZ3,SPERR,mp-771133,dev_bulk,7,1.1682884500310502,1.1986968235240287,1.0000047322147687,6.9016414022533965,1.1986891793768815
0.05,SZ3,SPERR,mp-771903,dev_bulk,9,1.8220252963694294,1.8835509532758512,1.0000651923941422,0.7009267301944154,1.8822771841383146
0.05,SZ3,SPERR,mp-771968,dev_bulk,11,1.5156673248523485,1.3311934965191108,1.0000112832671981,2.5005308407446263,1.331178476476672
0.05,SZ3,SPERR,mp-772185,dev_bulk,11,0.7403128966363439,1.3422014209248134,1.0000065752197032,2.9280673877322547,1.3421974936859176
0.05,SZ3,SPERR,mp-773101,dev_bulk,10,1.1561296558671312,1.818377395409937,1.0000480449809859,0.6502239748402414,1.818299686893256
0.05,SZ3,SPERR,mp-776076,dev_bulk,11,1.1243948590401263,1.3319574364340026,1.0000057399617308,3.8411801713851825,1.3319569796887862
0.05,SZ3,SPERR,mp-776331,dev_bulk,11,1.1053155815971918,1.3342081298237585,1.0000116206603797,2.7741455394549215,1.3341942978691972
0.05,SZ3,SPERR,mp-779079,dev_bulk,10,1.494283952881616,1.8801867496945364,1.0000196124242025,0.6758621157512504,1.8801668452644313
0.05,SZ3,SPERR,mp-782011,dev_bulk,11,0.8884888236234362,1.2853150822396844,1.0000084146717363,3.5247450771089075,1.2852858996910372
0.05,SZ3,SPERR,mp-849339,dev_bulk,10,1.0444954004266518,1.2892319821734162,1.0000090290905412,2.824257594809418,1.2892170869534878
0.05,SZ3,SPERR,mp-864652,dev_bulk,10,1.0021074848392024,1.312858815070276,1.0000072123097794,4.919198895940532,1.3128507616334126
0.05,SZ3,SPERR,mp-864965,dev_bulk,8,25.957258592311412,1.7458126349478955,1.0000420470397509,0.6414162368858353,1.7457669169405816
0.05,SZ3,SPERR,mp-865006,dev_bulk,1,8.783955712138987,1.8652065252584893,1.002787727833844,0.7393854028575636,1.8600212921308736
0.05,SZ3,SPERR,mp-865801,dev_bulk,5,1.3158692684574975,2.105865321259163,1.001077646761137,0.7089945614279737,2.105745543414121
0.05,SZ3,SPERR,mp-887511,dev_bulk,10,1.1615354255728132,1.3256325049903315,1.0000052647898139,2.960987534970865,1.3256153412489007
0.05,SZ3,SPERR,mp-8881,dev_bulk,12,0.8737842475061671,1.3564730873974973,1.0000127207938925,5.1631836229427455,1.356456952015399
0.05,SZ3,SPERR,mp-9437,dev_bulk,9,1.4357876845658237,1.9893282866417659,1.0002968411277215,0.7204651956971297,1.9889289759343898
0.05,SZ3,SPERR,mp-975795,dev_bulk,3,4.83409790421504,2.019020047571389,1.0007519563666663,0.6801680472225038,2.017502973365798
0.05,SZ3,SPERR,mp-976076,dev_bulk,4,3.7582490092514376,2.4792057155151803,1.0024370619753518,0.8223931666421461,2.473944147433498
0.05,SZ3,SPERR,mp-977372,dev_bulk,9,1.7259150466325042,2.0911640779513996,1.0002865302093813,0.6748317607805778,2.0898540411008333
0.05,SZ3,SPERR,mp-982725,dev_bulk,9,1.2385341997055177,1.6674861635041587,1.0001084724716238,0.6676533439669539,1.6673053067765813
0.05,SZ3,SPERR,mp-985702,dev_bulk,6,1.2267530628908232,1.2620817853219866,1.0000130879115887,7.41984753457458,1.2620811059801833
0.05,SZ3,SPERR,mp-998512,dev_bulk,6,0.8607108606329632,1.1501138822411636,1.0000010720804156,10.232391293874308,1.1501066350047109
0.05,SZ3,SPERR,mp-998613,dev_bulk,10,1.817358518037492,2.1293753787620124,1.0000885951484477,0.7144320140420006,2.1280313629577954
0.05,SZ3,SPERR,mp-998744,dev_bulk,10,1.2014438620050143,2.2090036630899395,1.0002544358166046,0.6360710031483924,2.2083501890498454
0.05,SZ3,SPERR,mp-999450,dev_bulk,9,2.7444955965890947,2.1244007979232746,1.0000541326361274,0.6920570381273611,2.124285225271515
0.05,SZ3,SPERR,nomad---3hBedCnC_e,dev_slab,5,0.7751965821934871,1.1249762984158895,1.0000028072924803,6.407415322841784,1.1249754922746218
0.05,SZ3,SPERR,nomad--1YLlCXKIJKj,dev_slab,6,0.8702223385077056,1.0498428194326415,1.0000053646857696,12.196213024869213,1.0498371873860222
0.05,SZ3,SPERR,nomad--33WrhYeNt5f,dev_slab,3,0.8435224688735993,1.140189582978834,1.0000091561386333,7.023706989786489,1.1401791433405308
0.05,SZ3,SPERR,nomad--5wLHf6mG5_K,dev_slab,5,0.9768578471905586,0.8791758840815167,1.0000061029079799,9.354031176640573,0.8791691190666021
0.05,SZ3,SPERR,nomad--MeUbDBN9nIW,dev_slab,3,1.3526234956433054,1.0927091983845016,1.0000121786126133,3.198592744307596,1.092706244167254
0.05,SZ3,SPERR,nomad--O7C25L6mxPu,dev_slab,8,0.8891836019013929,1.084392801930308,1.0000093452895396,5.046833580615825,1.0843911651057867
0.05,SZ3,SPERR,nomad--g_dRNdo_53Q,dev_slab,3,0.739087343860717,1.1301155563590908,1.0000007542797464,5.892759236437716,1.1301104746618447
0.05,SZ3,SPERR,nomad--kEaPn7WzevZ,dev_slab,8,0.6919601651675309,1.081319440328264,1.0000049911754256,5.250810585668101,1.0813089414927175
0.05,SZ3,SPERR,nomad--maT57oivXnQ,dev_slab,8,0.8868321117591105,1.1011960142117108,1.0000042634271546,3.8346754342112384,1.1011935856733939
0.05,SZ3,SPERR,nomad--ydxPkR4Tatz,dev_slab,7,0.600010523224808,1.0516359168789144,1.0000034389164998,5.136382935463811,1.0516226393220813
0.05,SZ3,SPERR,nomad-0-ostsntWIk9,dev_slab,3,0.3398156915851096,0.9355776055799971,1.0000091745094575,6.446403251827744,0.9355747357030055
0.05,SZ3,SPERR,nomad-064_5lUOyDQI,dev_slab,9,0.6074109725629718,1.0451191936034454,1.0000081435021586,5.921766804823057,1.0451082169808033
0.05,SZ3,SPERR,nomad-0HydAdmxidgt,dev_slab,5,0.8789724219288191,1.0497967554063106,1.0000045458802613,8.914166872174267,1.0497919831776554
0.05,SZ3,SPERR,nomad-0J594sjoAqDW,dev_slab,8,0.678267326506196,1.0845317896164357,1.000005316346207,4.800583333497694,1.0845252616540344
0.05,SZ3,SPERR,nomad-0JxkdxfFTtnZ,dev_slab,8,0.5838207014337976,1.0894964319551481,1.0000099485216438,4.169518636007933,1.089485069822057
0.05,SZ3,SPERR,nomad-0kvBRPSc8RU6,dev_slab,5,0.9202601014475998,1.1918856689241697,1.0000059614235068,3.204044005493194,1.1918809587019625
0.05,SZ3,SPERR,nomad-0pSeEEz7rc0X,dev_slab,3,0.8252401024859533,1.038188899622029,1.000009942933348,8.076404723303536,1.0381792688811258
0.05,SZ3,SPERR,nomad-0xMhYZKiiVKL,dev_slab,7,0.5647187138001071,1.0394244474021241,1.0000087440620837,5.1323078024219635,1.0394233843210965
0.05,SZ3,SPERR,nomad-19wSfSWChOSI,dev_slab,8,1.4054644384611883,1.0212972640412934,1.000010012690169,6.005763197762614,1.0212879186820705
0.05,SZ3,SPERR,nomad-1CIlfNcWTE4X,dev_slab,8,1.2363781945882424,1.073659128182105,1.000003947705687,3.7977807958689804,1.0736561547506238
0.05,SZ3,SPERR,nomad-1DBJPWgjPfWO,dev_slab,3,1.2394762516342643,1.1241383458750032,1.0000078244690684,6.909776636277178,1.1241304534676626
0.05,SZ3,SPERR,nomad-1Few3hG0Dkat,dev_slab,8,0.687747849472179,1.055536509328448,1.0000049317307447,5.537494242947624,1.055521325459587
0.05,SZ3,SPERR,nomad-1iTKfRU16qFo,dev_slab,1,1.7851218815855767,0.9076246283388515,1.0000123911183199,5.882780473218678,0.9076133819940465
0.05,SZ3,SPERR,nomad-1sSuZTi8blPO,dev_slab,1,11.227003797531598,1.1820028925512485,1.0000066023107184,3.01762930462908,1.1819950886524053
0.05,SZ3,SPERR,nomad-1urv55npagDc,dev_slab,8,0.6312025779823862,1.0910285028672877,1.0000097725444155,3.8027924174622205,1.0910205475879522
0.05,SZ3,SPERR,nomad-1xNwoQ8q8XXI,dev_slab,9,0.7374299983986854,1.1083878557685054,1.0000069440281798,5.2668949894198525,1.108377647673768
0.05,SZ3,SPERR,nomad-28WEed2y6N1X,dev_slab,1,0.0511648618472611,0.9087520213985119,1.0000120753299193,5.8739151110923835,0.9087410480505455
0.05,SZ3,SPERR,nomad-2C9dg1L8liw7,dev_slab,3,1.7680429900628016,1.0733160809074296,1.0000061646351257,3.355453753540054,1.0733094643462049
0.05,SZ3,SPERR,nomad-2iwRdQb9gzT1,dev_slab,3,0.5439865949839546,1.1014364749787566,1.0000087991853233,6.071471309306521,1.101429632260128
0.05,SZ3,SPERR,nomad-3Rqsfa2-hyu7,dev_slab,7,1.281330255599365,1.1370042314592328,1.0000030093965377,4.204778534694413,1.1370010038786096
0.05,SZ3,SPERR,nomad-3ermMygSkKxT,dev_slab,8,1.1237245970155512,1.1136090541946275,1.00000361166224,3.682262625291611,1.113604234337195
0.05,SZ3,SPERR,nomad-4BR68d4gtTyq,dev_slab,8,0.7514315446828115,1.0708988855392705,1.0000077048929008,4.108432965466241,1.070891047798983
0.05,SZ3,SPERR,nomad-4CA6DwNaypkT,dev_slab,6,0.9798618208836849,0.9973710465309539,1.000005191123742,12.368785171667039,0.997360930286549
0.05,SZ3,SPERR,nomad-4TmN2lwz6DHx,dev_slab,7,1.032112477140243,1.1111350796329746,1.0000088830445724,3.4286928155327243,1.111123057548877
0.05,SZ3,SPERR,nomad-4U-g_t9kIPQS,dev_slab,5,1.2934990068069945,1.281293575503108,1.0000057211652227,2.280545136916005,1.2812862450528024
0.05,SZ3,SPERR,nomad-4hOaTvLmAUuc,dev_slab,3,0.8928879199636823,0.935965047558601,1.0000089639147594,9.593005613902212,0.9359554831947636
0.05,SZ3,SPERR,nomad-4khM-ZQ6rM_L,dev_slab,7,0.9631982009975346,1.103197247318381,1.0000075564274427,4.939705786909867,1.1031941606413123
0.05,SZ3,SPERR,nomad-5HCYH3PtBIoR,dev_slab,1,1.9177194970322449,1.1305391684540371,1.000012164175885,6.763652721547459,1.1305254165440277
0.05,SZ3,SPERR,nomad-5_7vAQzUevH0,dev_slab,4,0.8415553298214498,0.7953792971435483,1.0000047406346995,10.802578253182451,0.7953742395821513
0.05,SZ3,SPERR,nomad-61GFUgm3lTUg,dev_slab,5,0.783089207173855,1.1163382486364055,1.000006142210913,6.673208483273584,1.1163325187077024
0.05,SZ3,SPERR,nomad-6o4AmsigmNP5,dev_slab,5,0.6932498843162896,1.1073263174308985,1.0000104044870177,6.6165419410741375,1.1073151701066113
0.05,SZ3,SPERR,nomad-6x45-ylTvOvZ,dev_slab,9,0.8813993309157516,1.165863385931738,1.0000126794645383,3.7176282324100716,1.1658521621168751
0.05,SZ3,SPERR,nomad-7OdXN2bFHmUg,dev_slab,9,0.9691432127969927,1.140848935678067,1.0000022399641701,3.7733630182694515,1.1408433176280877
0.05,SZ3,SPERR,nomad-8Hl4JATTj5Fp,dev_slab,9,0.6687617525185968,1.0915341373464382,1.0000052453440387,5.3505681607103055,1.091535006687962
0.05,SZ3,SPERR,nomad-8ZPelCNdN_TR,dev_slab,3,0.8544669646578499,1.014187615336823,1.0000074313620455,7.8939411140256,1.0141800785974797
0.05,SZ3,SPERR,nomad-8eTSyDPSGSwy,dev_slab,9,0.8997275925761576,1.124921600366041,1.0000055700307051,3.7167165357317837,1.1249183858524492
0.05,SZ3,SPERR,nomad-8tU1rEspJ26T,dev_slab,1,1.4352871170869916,1.2294539564211613,1.0000095267235132,2.15122102483574,1.2294422438648285
0.05,SZ3,SPERR,nomad-9jQMkfdCbgX_,dev_slab,6,0.9306891153233847,0.9572491046090136,1.0000020916108705,11.471125995618587,0.9572459495337636
0.05,SZ3,SPERR,nomad-9xtsrVZD5SSK,dev_slab,8,1.009163571187423,1.130371254288663,1.000005474326108,3.355116234698188,1.1303627848562283
0.05,SZ3,SPERR,nomad-A5zDMCxBBUYc,dev_slab,3,0.9185490945935783,0.9903568848556769,1.0000074566570731,8.142168186084625,0.9903495001590717
0.05,SZ3,SPERR,nomad-AUrOZMeLzRg5,dev_slab,7,0.8246972090266318,1.1772712698921963,1.0000092122239315,3.8898201248277133,1.1772603077416983
0.05,SZ3,SPERR,nomad-BMoyqNd6y06X,dev_slab,5,1.003469121133357,1.1208415293736436,1.000009799895596,6.446148727187553,1.1208282286513886
0.05,SZ3,SPERR,nomad-BbyKgzzvPkrI,dev_slab,5,0.9603435986395762,1.0665589092691388,1.0000066524681828,7.116801814740347,1.066549650159871
0.05,SZ3,SPERR,nomad-BiuRBghVF7ns,dev_slab,5,0.9364689925238745,0.9639681695957253,1.0000108434693584,8.28108236512786,0.9639577169497586
0.05,SZ3,SPERR,nomad-CHORxT-fP4dV,dev_slab,9,0.7917874232427115,1.1367400990333056,1.0000075053302917,3.9029370200662186,1.13668357146912
0.05,SZ3,SPERR,nomad-E0rr8BI_hRlR,dev_slab,9,0.9755431914573679,1.123778059412055,1.0000054063475836,3.963625987105103,1.1237663214750733
0.05,SZ3,SPERR,nomad-Ek0B30z0bVyP,dev_slab,9,0.8183719011091612,1.1608364722131346,1.0000040094196951,3.7643289537521785,1.160831817951181
0.05,SZ3,SPERR,nomad-FPTBoTAPMQA8,dev_slab,8,1.1020281094420945,1.091570734913902,1.0000078764381102,3.917987901821426,1.0915614911376719
0.05,SZ3,SPERR,nomad-FVlJ8rpkyGT5,dev_slab,8,0.87469154348383,1.043790220542492,1.0000077736235826,4.061078448704914,1.0437821065732933
0.05,SZ3,SPERR,nomad-M8BV9zowas8w,dev_slab,8,1.0188900334511282,1.1245709797817949,1.0000081423061824,3.66335261188085,1.124560565938309
0.05,SZ3,SPERR,nomad-MgLl-OZz9clr,dev_slab,10,1.2635207090260658,1.3634042623441205,1.0000346777656324,2.2905959184800175,1.363334549407129
0.05,SZ3,SPERR,nomad-Q4xDULo89hwd,dev_slab,8,0.8730357100693985,1.0965955708388417,1.0000051570029003,4.086846236261556,1.0965929285683145
0.05,SZ3,SPERR,nomad-SzuB_oB4XzfT,dev_slab,8,0.6631971446804881,1.0690534300839565,1.0000080736956962,3.930153792372143,1.069042866056994
0.05,SZ3,SPERR,nomad-VNlX3_0OCG9w,dev_slab,9,1.1603067185133,1.1925324900980079,1.0000108428389682,3.0540566128447697,1.1925195598004545
0.05,SZ3,SPERR,nomad-VyA9ivUfcKNR,dev_slab,9,1.1450716987520664,1.1005652466630396,1.0000065679176726,3.9482964829917164,1.1005417903768429
0.05,SZ3,SPERR,nomad-WjYAcipcgiRI,dev_slab,8,0.9345474012045994,1.1537396685027235,1.0000102934133868,3.509810209592836,1.1537274423048796
0.05,SZ3,SPERR,nomad-Z7Uu-1P6k4r9,dev_slab,9,0.8003819886373198,1.1586354177334235,1.000004560754848,3.7883898174354846,1.158630133505425
0.05,SZ3,SPERR,nomad-ZvTQv6REajO4,dev_slab,8,0.9013361885042411,1.1189838942728914,1.0000088703621084,3.6873575657532913,1.1189721425297297
