caliper_dex,codec_a,codec_b,material_id,corpus,pair_index,tol_a,tol_b,d_log10_linf,linf_a,linf_b,rmse_a,rmse_b,error_a,error_b,error_ratio_a_over_b,rmse_ratio_a_over_b,linf_ratio_a_over_b,compression_ratio_a_over_b,shape_factor_ratio_a_over_b
0.1,ZFP,SZ3,mp-19133,dev_bulk,1,0.03,0.003,0.03794045637468957,5.369998100000004,5.860229015525434,0.6843070180906697,2.4900930814251723,0.0197683322977866,0.0642012738092532,0.30791183920306314,0.27481182257613257,0.9163461164697374,0.19244134039771554,0.2998995877615075
0.1,ZFP,SZ3,mp-19133,dev_bulk,2,0.003,0.0003,0.042460602703610933,0.646214179999987,0.5860246455794424,0.1111255991121195,0.2234548985752159,0.0032763478710347,0.0094260365333482,0.3475848899421692,0.49730661453686653,1.1027081964462964,0.36752868245743897,0.4509865947669014
0.1,ZFP,SZ3,mp-19133,dev_bulk,3,0.01,0.001,0.06089144128503682,2.247391909999976,1.95338285653844,0.3747195936942426,0.6664721077819599,0.0095753375795872,0.016761004481637,0.5712866188943351,0.5622434747364315,1.150512764293706,0.291432545201669,0.48868947149977077
0.1,ZFP,SZ3,mp-20888,dev_bulk,0,0.003,0.0003,0.022567074677915216,1.3277193400000016,1.2604894256664778,0.2009358549211759,0.5635524911645217,0.0363435181050331,0.0887865453119314,0.40933587377849184,0.35655215454014444,1.0533363572629546,0.36210469411658713,0.3384979091262249
0.1,ZFP,SZ3,mp-20888,dev_bulk,1,3e-05,1e-05,0.07142854290554501,0.0356445344062521,0.0420166564003956,0.004614209299222,0.0219687394105316,0.0016354629115564,0.0024591898972765,0.6650413265635322,0.21003523292783896,0.8483429539604321,0.6225420516465293,0.24758292851647265
0.1,ZFP,SZ3,mp-20888,dev_bulk,2,1e-06,3e-07,0.08655801513484107,0.001032727829596,0.0012605030345298,0.0001692403047072,0.0007268263302139,0.0002042026585407,0.0004405069220041,0.4635628825346799,0.23284834034203705,0.8192981701001886,0.8956078738125575,0.2842046386037491
0.1,ZFP,SZ3,mp-21054,dev_bulk,0,0.01,0.001,0.02468339335049563,2.800556579999977,2.645824038205575,0.3595882872967358,0.8275575512405846,0.0203198805820008,0.0365939846790457,0.5552792558727907,0.4345175592412637,1.0584817960529769,0.18112273517697874,0.4105101862512486
0.1,ZFP,SZ3,mp-21054,dev_bulk,1,0.003,0.0003,0.05794197990775622,0.6946161000000757,0.7937556418654026,0.1046407681387192,0.3531167504439931,0.02192853589478,0.0239825003146911,0.9143557013255664,0.2963347618235289,0.8751006775431046,0.29033113586421155,0.33862933651874866
0.1,ZFP,SZ3,mp-21054,dev_bulk,2,0.03,0.003,0.09886042773142889,9.965096365999996,7.936354801894048,1.1470043485250272,2.27394477226133,0.0841192480866457,0.1515531142219242,0.555047967958396,0.5044117001066767,1.2556263693782665,0.13711083701939433,0.4017211747125382
0.1,ZFP,SZ3,mp-214,dev_bulk,0,1e-06,3e-07,0.01744384590265735,7.888845578918335e-05,8.212158083154009e-05,1.0610094911072969e-05,4.622208639172406e-05,9.877080309195209e-08,0.0004757387045337,0.00020761565571748733,0.22954599714851204,0.9606300194221906,0.8473388120767494,0.23895359556489984
0.1,ZFP,SZ3,mp-214,dev_bulk,1,0.01,0.001,0.03028249615954992,0.2935047200000014,0.2737364265917499,0.046976810652405,0.1200589580118271,0.0086121802456879,0.003886840385304,2.215727787086456,0.39128117910016574,1.0722165246853825,0.32906035328753686,0.3649273911488897
0.1,ZFP,SZ3,mp-214,dev_bulk,2,0.003,0.0003,0.04140882439733029,0.0903361429999982,0.0821207145392861,0.0138208154300385,0.0388289314349559,0.0213522514895512,0.0034271470608864,6.230328348976259,0.3559411737402656,1.1000408789280796,0.4255554627464084,0.32357086046393824
0.1,ZFP,SZ3,mp-214,dev_bulk,3,0.03,0.003,0.08993624270541661,1.010170113000001,0.8212176456814575,0.1570070482929342,0.3558639763223837,0.0127149946133968,0.0691479472320981,0.18388101342644875,0.4411996120413678,1.2300881724987145,0.2839246525237748,0.3586731601078205
0.1,ZFP,SZ3,mp-214,dev_bulk,4,0.0001,1e-05,0.09981076184765891,0.0034446783417969,0.0027373977919609,0.000581130571056,0.0015062334626252,0.0011264405694966,0.0032654835237178,0.3449536833718675,0.3858170632082181,1.258376970973352,0.7925985874043555,0.30659895413517413
0.1,ZFP,SZ3,mp-2194,dev_bulk,0,0.03,0.003,0.03841003169388779,2.166495408000003,1.983114277059577,0.2698652745160544,0.8096270306094923,0.0354088294729866,0.0615532190280179,0.5752555273651756,0.3333204850051735,1.0924712877425957,0.1863450604122246,0.3051068606973855
0.1,ZFP,SZ3,mp-2194,dev_bulk,1,0.01,0.001,0.060439255877081044,0.5751645200000013,0.6610454858831676,0.0816026953908855,0.2760586438901892,0.0149630375926967,0.0259675019065799,0.5762216807195157,0.2955991315502712,0.8700831217863504,0.20850220526880442,0.3397366575085176
0.1,ZFP,SZ3,mp-2194,dev_bulk,2,0.003,0.0003,0.08993336973708521,0.1612217220000005,0.1983156214695185,0.0245152258675026,0.0859172597829361,0.007207779906718,0.0024458031245337,2.946999222634563,0.2853352857090483,0.8129552316925301,0.2686689627228525,0.35098523828304207
0.1,ZFP,SZ3,mp-2217743,dev_bulk,0,0.01,0.001,0.06708157401565701,2.756973977000001,2.362387265100552,0.4000672815322649,1.025522555569345,0.011935076746731,0.0381167753075937,0.3131187423494681,0.3901106605209257,1.1670288007934437,0.6812437506943672,0.33427680641274304
0.1,ZFP,SZ3,mp-2227467,dev_bulk,0,0.01,0.001,0.011733102286991315,2.416178164999998,2.351775452785793,0.3569895936109588,1.021630819122685,0.0227703926058264,0.0237814578744703,0.9574851435105124,0.3494311124223131,1.0273847199731236,0.34401346420032713,0.34011710085726615
0.1,ZFP,SZ3,mp-2227467,dev_bulk,1,0.003,0.0003,0.03631699455985249,0.767063376000003,0.7055279981730678,0.1067647144191966,0.3165899429210356,0.0091757564657797,0.0219414210638166,0.41819335398067525,0.3372334365208374,1.087218902703051,0.3743280125713341,0.31017988712521954
0.1,ZFP,SZ3,mp-2227467,dev_bulk,2,0.03,0.003,0.071679123662164,8.321333890000005,7.055273022296218,1.14198757664768,3.022750732587769,0.0584457398280484,0.0997579460764788,0.5858755329950492,0.377797469151559,1.1794488836509596,0.27721303501945527,0.3203169500505141
0.1,ZFP,SZ3,mp-2227467,dev_bulk,3,0.0001,1e-05,0.07404943425208965,0.0278895331250055,0.0235175355893204,0.0044583249882096,0.0123902032436037,0.0015135973202973,0.0015484040443638,0.9775209034145858,0.35982662274012,1.1859037278408744,0.709913719460106,0.3034197585290008
0.1,ZFP,SZ3,mp-2229431,dev_bulk,0,0.003,0.0003,0.05299657531942514,6.115992969999979,5.413403535229065,0.6940140920276238,1.668556867163026,0.020579999600379,0.0500433149638794,0.4112437318597573,0.41593673292515676,1.1297870055684265,0.2098634202214432,0.36815499813249114
0.1,ZFP,SZ3,mp-2230770,dev_bulk,0,0.003,0.0003,0.037483654002816974,1.4706136500000042,1.349009284523376,0.2285026795643824,0.6223129329394078,0.0092657856003786,0.0092409261434909,1.0026901477732522,0.3671829195081678,1.0901434607394809,0.4408391003460208,0.33682073298783566
0.1,ZFP,SZ3,mp-2230770,dev_bulk,1,0.01,0.001,0.0902768657464611,5.535661399999981,4.496686929989323,0.7713012050369985,1.5651548831316615,0.0118846899776849,0.016094625191843,0.7384260171344804,0.4927954500539461,1.2310533257455671,0.336854059447537,0.40030390215264855
0.1,ZFP,SZ3,mp-2230770,dev_bulk,2,1e-06,3e-07,0.09830669862582742,0.0010757422827225,0.0013490092817249,0.0001647820040706,0.0007578190976364,6.707182007126278e-05,0.0004754812670073,0.1410609097040053,0.21744240094311013,0.7974313426124173,1.0189599994220613,0.2726785233080506
0.1,ZFP,SZ3,mp-2240057,dev_bulk,0,0.001,0.0001,0.06534554433456147,0.7925286819999968,0.6818195412901673,0.0860888922110615,0.2095300881576495,0.0125901688313412,0.013207658570117,0.9532475998302302,0.4108664916242893,1.1623730826199863,0.2901663546017571,0.3534721319408026
0.1,ZFP,SZ3,mp-2240057,dev_bulk,1,0.003,0.0003,0.08002798683291112,2.459333270000002,2.0454524976249218,0.2885101267797439,0.5516270767471104,0.0244271877924546,0.0314375713253358,0.7770061987189364,0.523016615647403,1.2023419135157907,0.21809389893091752,0.4349982394924919
0.1,ZFP,SZ3,mp-2242118,dev_bulk,0,0.03,0.003,0.0519930990521823,9.768562100000054,8.666376303776214,1.1694390651919453,3.713222312514386,0.110333873835497,0.124096061077644,0.889100531292961,0.3149391463179232,1.1271795451281734,0.24202496532593618,0.27940459679128665
0.1,ZFP,SZ3,mp-2242118,dev_bulk,1,0.01,0.001,0.06384921744860589,2.493765965999998,2.888716426367253,0.3638666464782915,0.961642310670578,0.0139325586822831,0.0468342927724609,0.29748626182897336,0.37838044607725074,0.8632782170093688,0.26144578313253003,0.43830649102680225
0.1,ZFP,SZ3,mp-22490,dev_bulk,0,0.003,0.0003,0.03817023269773018,1.6925278049999974,1.5501209268706333,0.2056953955995827,0.6853038367101622,0.0302770924812119,0.0747446806358205,0.4050735413364247,0.3001521144067053,1.0918682379295748,0.29831809950234567,0.27489774313415377
0.1,ZFP,SZ3,mp-24407,dev_bulk,0,0.03,0.003,0.02719620114016741,10.353531700000076,11.022617033572274,1.2926984158728425,3.223197488518025,0.012549593542678,0.0444637321467542,0.28224336862361443,0.4010608783600178,0.9392988678156627,0.15537052365600768,0.42697898624394587
0.1,ZFP,SZ3,mp-24407,dev_bulk,1,0.001,0.0001,0.09239955739946215,0.4545587662499883,0.367443424723664,0.0609983822211952,0.1743597492895469,0.0015212476281956,0.0035003236250421,0.434601994316255,0.34984210788178816,1.237085046743834,0.44291178903168343,0.2827955190329212
0.1,ZFP,SZ3,mp-24460,dev_bulk,0,0.01,0.001,0.05228605265757258,10.937278811,12.336595807226033,1.3927508204257375,5.215805566156812,0.0364484559039031,0.0443083567999469,0.8226090637589788,0.26702506501828155,0.8865718697368364,0.21646894146263107,0.30118828956026245
0.1,ZFP,SZ3,mp-24460,dev_bulk,1,1e-05,1e-06,0.09619659227758959,0.0153954206250546,0.0123365853199928,0.0024056559104957,0.0066096829020508,0.0031211928379786,0.003284920841132,0.9501577020964138,0.36395935268684254,1.2479482957171804,0.8606460107598571,0.29164617952194866
0.1,ZFP,SZ3,mp-26341,dev_bulk,0,0.01,0.001,0.02565071338007019,2.628288600000019,2.788198984708515,0.3744478143157619,0.9264667162820068,0.0070934791853591,0.0153667505560939,0.4616121775039865,0.40416758393485974,0.9426474273947082,0.27785695283700074,0.4287579557204112
0.1,ZFP,SZ3,mp-26341,dev_bulk,1,0.03,0.003,0.0687416173741322,9.799148099999911,8.364629400680855,1.2303409752181425,3.738959817599272,0.0862762139339361,0.1456844274673248,0.5922130143476507,0.3290596944708877,1.1714981776959887,0.48581006878215127,0.28088792687501796
0.1,ZFP,SZ3,mp-2647013,dev_bulk,0,0.1,0.01,0.004280769264451145,1.956424451000004,1.975803958375096,0.2887281769605143,0.5963063906601028,0.0088346798141181,0.0596910951601792,0.14800666314482105,0.48419433613799817,0.9901915838902207,0.1846715328467153,0.4889905590145666
0.1,ZFP,SZ3,mp-2647013,dev_bulk,1,0.03,0.003,0.041174936212864804,0.5392624299999937,0.5928913313626776,0.0884419250304992,0.1961641178323942,0.0030428235892721,0.0282548254760879,0.1076921742747003,0.450856792810933,0.9095468283548263,0.23646065625995538,0.49569387606621157
0.1,ZFP,SZ3,mp-2647013,dev_bulk,2,0.001,0.0001,0.052133986939809196,0.0222843382187498,0.0197635862952658,0.0041471242726525,0.0093579720407023,0.0023942892535853,0.0023282687980543,1.028356028129644,0.4431648496719878,1.1275452686483234,0.7153607116743845,0.3930350842616227
0.1,ZFP,SZ3,mp-2647013,dev_bulk,3,0.003,0.0003,0.07957704642729557,0.0712137123000005,0.0592907002066454,0.0144012360279809,0.0286715115732298,0.0024085458015843,0.0047692680958633,0.5050137155580309,0.5022838084835101,1.201094135366928,0.5211730668069438,0.4181885446722833
0.1,ZFP,SZ3,mp-26619,dev_bulk,0,0.03,0.003,0.03347568299612891,19.457534698000003,21.016650232121265,2.7764785715383704,8.848048691179859,0.019424172926481,0.0947493239288794,0.20500592638593543,0.31379558007022407,0.9258152218882935,0.20092763024983726,0.33893975023461625
0.1,ZFP,SZ3,mp-27239,dev_bulk,0,0.01,0.001,0.012717377573982502,5.216352299999983,5.371360393417856,0.7277641648195261,2.2902396961553464,0.0065458638487818,0.0229412172733312,0.28533201925563306,0.31776768433506447,0.971141743978337,0.24789973882762623,0.32721040600449447
0.1,ZFP,SZ3,mp-28105,dev_bulk,0,0.001,0.0001,0.0735013160174019,1.7643585000000712,1.4896543804950966,0.2363098561064474,0.6908772288675955,0.0102116644102761,0.0134295211444399,0.760389316971584,0.34204319701458197,1.184407956034523,0.43444460681762237,0.2887883311420546
0.1,ZFP,SZ3,mp-32108,dev_bulk,0,0.001,0.0001,0.08204245908412655,0.4712237125000058,0.3901078391073156,0.0638997152320338,0.1896483389497465,0.0020901924151441,0.0040053023735246,0.521856334483123,0.336937911430725,1.2079319235888921,0.5089080137898419,0.2789378315539896
0.1,ZFP,SZ3,mp-3612,dev_bulk,0,0.01,0.001,0.025723575648626762,2.7347681999999622,2.901643791055335,0.4000585686358472,0.9987313794772787,0.019559589061231,0.0273347815991593,0.7155568077351154,0.4005667358176249,0.9424892912183822,0.2624853266123464,0.42500932323570606
0.1,ZFP,SZ3,mp-3612,dev_bulk,1,0.03,0.003,0.08378133323321213,10.55670035999998,8.704560768509555,1.3257761748199033,2.7030770679298115,0.0433628224105158,0.1197647129231409,0.36206676701462076,0.4904692472698409,1.2127780643672337,0.19183446652719663,0.40441797364280574
0.1,ZFP,SZ3,mp-37207,dev_bulk,0,0.03,0.003,0.020661368749795406,10.191913854999996,9.718391166204242,1.3003451857606003,3.038642354211713,0.0263284107468102,0.0939817430706337,0.2801438863186715,0.4279362406563759,1.0487243907656683,0.22099817869068095,0.40805405540719986
0.1,ZFP,SZ3,mp-37207,dev_bulk,1,0.0003,3e-05,0.06981276487962818,0.1141345949999994,0.0971861856232436,0.0173797467529755,0.0496886140052299,0.0011975733269231,0.0027045450231089,0.44280029235619023,0.3497732247300402,1.1743911366421846,0.7141243221530428,0.29783367211890804
0.1,ZFP,SZ3,mp-37207,dev_bulk,2,1e-05,3e-06,0.09208051116613314,0.007861835644519,0.0097186170942897,0.0012332699248462,0.0054055015866999,0.000148502025854,0.0004167995733794,0.35629121366403876,0.22815087648491855,0.8089459197994665,0.8396823689682369,0.2820347700640804
0.1,ZFP,SZ3,mp-37888,dev_bulk,0,0.01,0.001,0.033849461660686364,2.6401366799999977,2.854143946023129,0.3337740699115097,1.1803272445968045,0.0214582165046088,0.0621483331458598,0.3452742079863538,0.2827809587887008,0.9250187551607824,0.17736257488957888,0.3057029462495051
0.1,ZFP,SZ3,mp-435,dev_bulk,0,0.0003,3e-05,0.05836330763122555,0.0471937577187517,0.0412592425703763,0.0080773874591297,0.020379820130975,0.0055508698247255,0.0267909178631171,0.20719222286771108,0.3963424312490861,1.1438348059408225,0.6326720146441264,0.34650320937129386
0.1,ZFP,SZ3,mp-435,dev_bulk,1,0.01,0.001,0.0935476766897051,1.1087838999999915,1.375290958583994,0.1797104403128532,0.5995956299836588,0.0428917804090414,0.0710017439358168,0.6040947451630785,0.29971939641680007,0.8062176902126954,0.27521584212690153,0.37175988576699226
0.1,ZFP,SZ3,mp-540547,dev_bulk,0,0.003,0.0003,0.039871074831637626,1.5452518000001874,1.4097048156463643,0.2169614747613439,0.6422264493575616,0.0181020688132633,0.0224568960355355,0.8060806259519937,0.33782706236776294,1.0961527426517823,0.28541413984134273,0.30819341978792214
0.1,ZFP,SZ3,mp-540547,dev_bulk,1,0.01,0.001,0.0581691191547159,5.372487640000003,4.699009314216795,0.7427262439218135,2.016513781877083,0.0199096302453902,0.0401300437830673,0.4961277977421739,0.3683219279713738,1.1433234711294586,0.2137880643713845,0.3221502376816584
0.1,ZFP,SZ3,mp-555976,dev_bulk,0,0.01,0.001,0.005182562231450083,5.437903600000027,5.373397168910259,0.7798017829568925,1.8638867217220088,0.0097409216613701,0.0223859163444064,0.43513615933814914,0.41837402126908696,1.0120047763197169,0.28575840768702815,0.4134111133255288
0.1,ZFP,SZ3,mp-557569,dev_bulk,0,0.1,0.01,0.018321638338330115,8.803796780000027,8.440115128995345,1.0629287304366244,2.349380725017084,0.0241908944490631,0.0493744735920582,0.48994738959514017,0.45242932280756454,1.04308965522938,0.08647396778272583,0.43373963162166856
0.1,ZFP,SZ3,mp-557569,dev_bulk,1,0.001,0.0001,0.028485155356030578,0.0901226099999945,0.0844011968708002,0.0148164710570179,0.0365028894320951,0.0016283166242585,0.0034558556033408,0.4711761170473659,0.405898581935011,1.067788293783944,0.3947499513086732,0.3801302039907364
0.1,ZFP,SZ3,mp-557569,dev_bulk,2,0.03,0.003,0.035703749275419916,2.331777939999995,2.5315758180096424,0.3293519084801173,0.7791420787753651,0.0125812989576576,0.0370144452848624,0.3399024046107455,0.4227109758951588,0.9210776637269623,0.11398514851485149,0.45893087254416826
0.1,ZFP,SZ3,mp-557569,dev_bulk,3,1e-05,3e-06,0.08836765276996994,0.0020658692334052,0.0025320395243397,0.000299256581851,0.001449524709316,0.0001461556125814,0.0002783982538083,0.5249875334420743,0.20645152161097885,0.815891384611752,0.7596458089631234,0.25303799685202016
0.1,ZFP,SZ3,mp-560030,dev_bulk,0,0.01,0.001,0.017505130262760446,1.178173072,1.2266318091257062,0.1858370823745099,0.5378867979502834,0.0017207914933674,0.0146807227528329,0.11721435806253772,0.34549478269902945,0.9604944721266885,0.3527758501040944,0.35970512348087613
0.1,ZFP,SZ3,mp-560030,dev_bulk,1,0.03,0.003,0.04709092462549069,4.101312170000028,3.679865133167141,0.6187227659094071,1.1452904527091736,0.0047414867709907,0.0218146929067231,0.2173529002340168,0.540232186905797,1.1145278485981256,0.25381130063965884,0.48471842815351024
0.1,ZFP,SZ3,mp-560030,dev_bulk,2,0.003,0.0003,0.048576750334820396,0.3290556689999988,0.3679985670684118,0.0550516923225611,0.1666646170480139,0.0018844147582246,0.0074762050650747,0.25205498535984466,0.33031421604443745,0.8941764953634359,0.4215916413513763,0.36940605994142356
0.1,ZFP,SZ3,mp-560030,dev_bulk,3,0.0001,1e-05,0.08400313763777723,0.0148844857656236,0.0122667834179388,0.0023020127960311,0.0065271554458766,0.0002045701747643,0.0003022645495835,0.6767918204307577,0.35268239206488494,1.2133976168403449,0.7839522958589076,0.2906569018845286
0.1,ZFP,SZ3,mp-560341,dev_bulk,0,0.1,0.01,0.019396502818768813,35.88594940000007,37.52502093880764,4.345480776602709,10.215869712143798,0.1632637979751088,0.1317735433775624,1.2389725114040484,0.42536572010478496,0.9563205696412423,0.11054161021179491,0.4447940717874114
0.1,ZFP,SZ3,mp-560341,dev_bulk,1,0.03,0.003,0.054907987427667115,9.9211143,11.258186545624284,1.344525928733748,3.3894769131814946,0.0224562555865626,0.0406417854097771,0.5525410697424811,0.3966765265474913,0.8812355577689407,0.15718667224313398,0.4501367688246412
0.1,ZFP,SZ3,mp-560341,dev_bulk,2,0.003,0.0003,0.08087072420126,1.3562526199999922,1.1258223496583284,0.2191457114167631,0.5173878102563776,0.0042299960334695,0.0067223473668445,0.6292438939309201,0.42356179846635994,1.2046772924801112,0.38200321438437,0.35159772754939084
0.1,ZFP,SZ3,mp-560341,dev_bulk,3,0.001,0.0001,0.09448533013908422,0.4664828925000392,0.3752756546145974,0.0627219956334164,0.1823910228578398,0.0016669270271165,0.0037980448053627,0.4388908273969965,0.3438875151344675,1.243040646958861,0.4621554460769859,0.2766502575565806
0.1,ZFP,SZ3,mp-567278,dev_bulk,0,0.01,0.001,0.04494751763910168,0.6607951999999955,0.732848827343787,0.10110478256823,0.2435701617317094,0.009913113485661,0.977755272050476,0.010138644882856988,0.4150951079122578,0.9016800946452352,0.1896510786486364,0.46035740433593175
0.1,ZFP,SZ3,mp-567394,dev_bulk,0,0.003,0.0003,0.05596151361607665,1.5649384000000737,1.375738001040986,0.2073254545788698,0.4719625732142549,0.0357047752314603,0.0356107642531249,1.0026399595826465,0.43928367702315907,1.1375264758376409,0.24163027084773459,0.3861744639391215
0.1,ZFP,SZ3,mp-567699,dev_bulk,0,0.003,0.0003,0.07670673252772914,0.7053128599999923,0.5911192055900756,0.1024233747294234,0.2150242183317618,0.024739390625831,0.0190874190419974,1.2961097868390568,0.47633413354115267,1.1931821083294436,0.32542822565630236,0.3992132719858337
0.1,ZFP,SZ3,mp-569678,dev_bulk,0,0.001,0.0001,0.04856854227831653,0.4185875350000003,0.374298209124305,0.0609756262453399,0.1560831132088355,0.0067170211066418,0.0071884595443894,0.9344173205905347,0.3906612636804339,1.1183263098675065,0.3974600698117199,0.3493267217568345
0.1,ZFP,SZ3,mp-569678,dev_bulk,1,0.03,0.003,0.07234284525335977,9.505867480000006,11.228832429764424,1.30480874892816,3.290324316092863,0.0460473474759055,0.0687291468372368,0.6699828179877461,0.39655931257182925,0.8465588510166623,0.12742185124789254,0.4684367921918095
0.1,ZFP,SZ3,mp-569678,dev_bulk,2,0.003,0.0003,0.08078675298334281,1.352466209999989,1.122896350957177,0.2123050763857942,0.4230762360197814,0.0113582798415272,0.0194591656416598,0.5836981939868198,0.5018128136506056,1.204444389588694,0.30758454768321836,0.4166342738513398
0.1,ZFP,SZ3,mp-569792,dev_bulk,0,0.003,0.0003,0.06796047610959384,1.1964121199999909,1.023105284333356,0.1559869192342935,0.3074188535438886,0.0396967749125751,0.0459605572586099,0.8637139599768149,0.5074084345709268,1.1693929630903626,0.2878303162713275,0.4339075491184718
0.1,ZFP,SZ3,mp-569792,dev_bulk,1,0.01,0.001,0.07911255484048008,4.091702170000019,3.410291162392614,0.4878837525963252,0.9387623958461576,0.0271248805847754,0.0837150867709688,0.32401424439760507,0.5197095183564198,1.1998102141898455,0.223719624730852,0.4331597716121679
0.1,ZFP,SZ3,mp-569792,dev_bulk,2,0.001,0.0001,0.08676144930811353,0.4164517987500034,0.3410384084851898,0.046063704435957,0.1478795784231659,0.0190474053548763,0.0349597889840538,0.5448375378800022,0.3114946967467209,1.2211287303379748,0.34896349228809953,0.25508751780863254
0.1,ZFP,SZ3,mp-6145,dev_bulk,0,0.003,0.0003,0.007924844783737395,0.3878181149999875,0.3808055298501216,0.0596070027989017,0.1745609005823676,0.0031424123244416,0.0061773211301545,0.5087014675507092,0.3414682360141456,1.0184151347608472,0.34104534124254565,0.33529375630727637
0.1,ZFP,SZ3,mp-6145,dev_bulk,1,0.01,0.001,0.05145560133139214,1.4289907819999996,1.269327899867676,0.2057856838497944,0.438420494978138,0.0056085518800408,0.0462975850073359,0.12114134849910894,0.46937970785342953,1.125785372045291,0.24103786882165004,0.4169353408817841
0.1,ZFP,SZ3,mp-6145,dev_bulk,2,0.0001,3e-05,0.07703818347306046,0.0318907600781273,0.0380805360956628,0.0046083326921351,0.0199772437389761,0.0017936903746091,0.0013068245629241,1.3725563671650063,0.23067910430226807,0.8374556492065643,0.5493830348487979,0.2754523233807328
0.1,ZFP,SZ3,mp-623043,dev_bulk,0,0.003,0.0003,0.047549192094184595,0.7407089999999243,0.6638935196961029,0.1056887920470775,0.3017099168927791,0.0290025208187998,0.0324028265528646,0.8950614469229323,0.350299364155925,1.1157045189098753,0.3379560897618912,0.3139714487292684
0.1,ZFP,SZ3,mp-623043,dev_bulk,1,0.01,0.001,0.09012360704483835,2.723322859999996,2.212969990245938,0.359309485901699,0.7098291178304628,0.0360939569400002,0.0367807726050557,0.9813267743875207,0.5061915281806139,1.2306189745019274,0.21838500743257594,0.41133083323819747
0.1,ZFP,SZ3,mp-626794,dev_bulk,0,0.001,0.0001,0.08754646607961358,0.844254989999996,0.6901240624494562,0.1022995225132731,0.3057586423450733,0.0060006712252,0.0108518470254939,0.5529631233376967,0.3345760621144433,1.2233379995525488,0.415301663377502,0.27349437541940064
0.1,ZFP,SZ3,mp-626794,dev_bulk,1,0.003,0.0003,0.09439776627541602,2.5730438000000504,2.0703768972040715,0.3479820591407563,0.8761899938357731,0.0161794100345371,0.0181686008842323,0.8905149129330302,0.3971536557012766,1.2427900463315653,0.3585443962279896,0.3195661703870129
0.1,ZFP,SZ3,mp-631399,dev_bulk,0,0.003,0.0003,0.0024097083217770043,0.1677314394999989,0.1668033489656686,0.030200784883008,0.0784873829084775,0.0074035548576985,0.011796613320838,0.6276000286133454,0.38478521978780345,1.0055639802203333,0.38237633512612684,0.3826561286567679
0.1,ZFP,SZ3,mp-631399,dev_bulk,1,0.1,0.01,0.08272343556700723,4.595757879999994,5.560074055925568,0.595746637082014,2.3813706296320274,0.0852652331073677,0.1112547325167891,0.7663964595348839,0.25016964166307437,0.8265641489257021,0.1605594102341717,0.30266210068295807
0.1,ZFP,SZ3,mp-631399,dev_bulk,2,1e-06,3e-07,0.08856835512460792,0.0001360303289743,0.000166803094558,2.130772513204745e-05,9.603195214842415e-05,2.4836179335352423e-08,1.206811504061989e-07,0.20579998824801302,0.22188162018319546,0.8155144203694623,0.9525994121580642,0.2720756551216762
0.1,ZFP,SZ3,mp-631399,dev_bulk,3,3e-05,1e-05,0.09820736548327336,0.0044348288867297,0.0055601208760762,0.0006322104003954,0.003104613178699,0.0001396988816226,0.0006927379624883,0.20166194028230325,0.2036358038846985,0.797613754372077,0.6495386838594931,0.25530628423654905
0.1,ZFP,SZ3,mp-644443,dev_bulk,0,0.01,0.001,0.0793683129565535,2.4702376000000186,2.057644837679941,0.3899638438338663,0.9049650843769234,0.0096007682039029,0.0181645394628224,0.5285445427093222,0.4309159000342648,1.200516996307919,0.33285849152028063,0.3589419403136378
0.1,ZFP,SZ3,mp-644443,dev_bulk,1,0.003,0.0003,0.09119268987974147,0.7615252049999981,0.6172933413608774,0.1140465072754988,0.2838504407214592,0.0025330102580483,0.0070178426285298,0.3609385949680311,0.4017837949647997,1.2336520645454376,0.3798244633273703,0.32568647717769955
0.1,ZFP,SZ3,mp-6586,dev_bulk,0,0.03,0.003,0.05239599453930144,5.1852861184000005,5.850173143970813,0.6699959742397815,2.545571747488067,0.0101543780180151,0.1290079492328661,0.07871125832475576,0.2632005854484062,0.8863474619967369,0.39885935143288076,0.2969496689881368
0.1,ZFP,SZ3,mp-6586,dev_bulk,1,0.001,0.0001,0.06899319752693633,0.2285817159999936,0.1950061423924687,0.0312462061689107,0.0803032444308354,0.0010896872337564,0.0064666455496267,0.16850888538638156,0.38910266192075,1.1721770052758176,0.4271356442900187,0.33194872461193925
0.1,ZFP,SZ3,mp-675781,dev_bulk,0,0.01,0.001,0.03388136338964021,20.34505795000001,21.99582696784927,2.521634777068116,6.530917826173744,0.0351283654652263,0.0859317683743343,0.40879369911486974,0.3861072584564214,0.9249508090665496,0.14404861766453464,0.4174354513469497
0.1,ZFP,SZ3,mp-676693,dev_bulk,0,0.001,0.0001,0.04182145852467534,0.1032119735000023,0.0937364762993411,0.0158091203455642,0.0454849686361229,0.0044448809494341,0.0025316077098693,1.7557542316315575,0.3475680168548921,1.1010865521592879,0.4735458612975392,0.31565912431978504
0.1,ZFP,SZ3,mp-676693,dev_bulk,1,0.003,0.0003,0.09410471520269759,0.3492483999999933,0.281209319836222,0.0557171449035944,0.129707448321277,0.0163858376478636,0.0151514232598239,1.081471843725264,0.4295601033302776,1.2419517255096584,0.3931521971369561,0.34587504047631124
0.1,ZFP,SZ3,mp-684706,dev_bulk,0,0.01,0.001,0.04454344057518156,1.3453554000000167,1.2142093859164902,0.1952316033082441,0.4119343071383831,0.0087553100880031,0.0115618845103533,0.757256317528773,0.4739386837296341,1.1080093891586393,0.2997268280287148,0.42773886969452196
