material_id,corpus,system_type,source,formula,ngrid,sha256,url,source_bytes,npoints,natoms,crystal_system,symmetry_number,spacegroup_relax,upload_id,upload_description,cell_c_angstrom,vacuum_fraction,license
mp-2194,dev_bulk,bulk,Materials Project,TiSe2,64x64x120,8b93abd3b9c041f65c2411ffe6b6559b95d047abc94eaa41e7bbc21f566d59ca,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2614559.json.gz,7132915,491520,3,trigonal,164.0,,,,,,
mp-2216496,dev_bulk,bulk,Materials Project,MgCr2Fe3Ni(PO4)6,140x128x128,b1d27f07d8597758974556ba829d20c6ab900ef1a426af1ad2a5039d4eb2430c,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2216781.json.gz,33963171,2293760,37,triclinic,1.0,,,,,,
mp-2217743,dev_bulk,bulk,Materials Project,MgTi2Mn2O6,180x48x96,161a96caa517f7401f8b8bcb5e89e85962363d2bb6f65f9d05a268e40f3c6ef2,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2217743.json.gz,12042796,829440,11,monoclinic,12.0,,,,,,
mp-2227467,dev_bulk,bulk,Materials Project,Sr2MgTiO4,60x60x120,ad07fbb2a54b4fd56b2059052013ecc64490d140f0fe3f3d4d7d5c71369d1f06,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2227467.json.gz,6268826,432000,8,tetragonal,119.0,,,,,,
mp-2229431,dev_bulk,bulk,Materials Project,Rb4MgV2(CuS4)2,84x108x180,c7fd7e932b62d92064fd3659d4b362a0b26903be10bf639bb9d9c4c0e54ec188,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2229431.json.gz,23887320,1632960,17,monoclinic,5.0,,,,,,
mp-2230770,dev_bulk,bulk,Materials Project,MgFe6(O3F)3,112x84x96,752585ef57446d1ee41674411f4eb9a3eea0bce12a05d03868a1e33c1ac42825,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2231818.json.gz,13352465,903168,19,triclinic,1.0,,,,,,
mp-2233790,dev_bulk,bulk,Materials Project,Mg(BiO2)4,56x140x140,0ad3b27552940ad401435ba05b6a93b4ec1f493a86118b2a101e24cd315192ad,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2233790.json.gz,16293177,1097600,13,monoclinic,8.0,,,,,,
mp-2240057,dev_bulk,bulk,Materials Project,MgTe2Mo2W(SeS)2,56x56x560,f01d34738183421c3bac0b15d26765d11bb202d42aad69866e89f9b9aaf24e83,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2240771.json.gz,25611237,1756160,10,trigonal,156.0,,,,,,
mp-2242118,dev_bulk,bulk,Materials Project,BaNdMgCo2O5,60x60x140,a1cf6d79c2026ce0e79f41247cab88cecb0e9857d63c28a5e7a8630b8fdea0a8,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2242118.json.gz,7160867,504000,10,orthorhombic,25.0,,,,,,
mp-22490,dev_bulk,bulk,Materials Project,Sc3(NiGe)4,140x140x140,d8090a996437ff8389ccd677261d5ce2862f38c7aacc35076ef7a2f7bacc6b05,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2526350.json.gz,39978908,2744000,11,orthorhombic,71.0,,,,,,
mp-24407,dev_bulk,bulk,Materials Project,CdP2H6O7,108x120x120,f99677f98bfd8776ab1617be97bf8fb183a737e58e1f5e02a8c8e5af9d436d6e,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1842810.json.gz,22926728,1555200,32,triclinic,2.0,,,,,,
mp-24460,dev_bulk,bulk,Materials Project,MgH6(SO4)4,240x80x128,bec1eac491327b958a5e94e5bedf166fe5adf9a6931877028700d82da3cfe739,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1937624.json.gz,35982491,2457600,54,monoclinic,14.0,,,,,,
mp-26341,dev_bulk,bulk,Materials Project,LiSbP2O7,140x80x112,b9f36ca5954bb0e99aefea1e9908467629e98257ca3b7f2ca64d77309191eee2,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1807141.json.gz,18117123,1254400,22,monoclinic,4.0,,,,,,
mp-2647013,dev_bulk,bulk,Materials Project,Mo,48x48x72,6bd8646fe89a265058af3de52f3338ec7e5b1936d39f0a80cd3ab9dd1d24c7cd,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2647128.json.gz,1683358,165888,2,hexagonal,194.0,,,,,,
mp-26619,dev_bulk,bulk,Materials Project,Li3V(PO4)2,280x80x120,ab5e958bf60abd9a7c1755abb3080900c187fe26ab5742c3fa2a60ef9750f6c1,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1892434.json.gz,39663413,2688000,56,monoclinic,14.0,,,,,,
mp-27239,dev_bulk,bulk,Materials Project,Cs2VF6,128x128x112,ab481f5b1b31d6c7e433dbd73213a7b0345cc6e74ca7bdcf0f19d6850c3e5a69,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2323971.json.gz,25830381,1835008,18,orthorhombic,63.0,,,,,,
mp-28105,dev_bulk,bulk,Materials Project,Ni17S18,120x120x120,fff81cfc9f5414ac334da93c82ddc757dfe6215b14cc79c018f7033b18730856,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1821967.json.gz,24758928,1728000,35,trigonal,166.0,,,,,,
mp-30772,dev_bulk,bulk,Materials Project,NdMg12,100x140x140,33f9c2d4046e6965a30f5b7b8ee2a4a5a4c676bc4566802b59f74a2cb0ec0cc9,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2048128.json.gz,27624461,1960000,13,tetragonal,139.0,,,,,,
mp-32108,dev_bulk,bulk,Materials Project,Mo2P3O11,112x112x140,f88e54d4a9f0c98ebd8ecff495999cb7db90953942292e21a71d390faae9efb3,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1815481.json.gz,26044629,1756160,32,monoclinic,5.0,,,,,,
mp-3612,dev_bulk,bulk,Materials Project,NbSbO4,80x84x180,2791d95243f965317638b7eddaa75c2d948d9954cf41e335a2a24845e0e1ae31,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1839800.json.gz,16930443,1209600,24,orthorhombic,52.0,,,,,,
mp-37207,dev_bulk,bulk,Materials Project,Li5GaO4,96x96x72,63f7915cadf4598b359c05a2d0d6e1505411c29adf132728ca5884a2eb9f2f94,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1835633.json.gz,9743703,663552,20,tetragonal,94.0,,,,,,
mp-37888,dev_bulk,bulk,Materials Project,In2HgTe4,112x112x112,a71d020618fef2830f7fc5ae8dd2c1307d95d474cb3722752b1cdff758fe9afa,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1922816.json.gz,20233701,1404928,7,tetragonal,119.0,,,,,,
mp-435,dev_bulk,bulk,Materials Project,ThSn3,72x72x72,26ffdb528ad20ce4222188aa762cb53c56d2180e9d401f6ea0e0e0c78486e456,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1781858.json.gz,3096858,373248,4,cubic,221.0,,,,,,
mp-505574,dev_bulk,bulk,Materials Project,Co2Mo4C,120x120x120,c771dd408810690bce423ea95c81767d9aa93c078d6bcd119cfc41e9210904d5,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1843903.json.gz,24515909,1728000,28,cubic,227.0,,,,,,
mp-540547,dev_bulk,bulk,Materials Project,Sm2Co7,96x96x420,6af5ea1e0ed3bd1e6ffb29126131c0c6bbbd1e580cc2d0763bb5576553e601e5,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2028765.json.gz,38771002,3870720,36,hexagonal,194.0,,,,,,
mp-555976,dev_bulk,bulk,Materials Project,Na2TiSiO5,72x140x160,cfe6a8ca78f210e74a60e7c0a5cb45ca6721cbb946796a7e77bd058e21c3d3e4,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1816355.json.gz,22435984,1612800,36,orthorhombic,26.0,,,,,,
mp-557569,dev_bulk,bulk,Materials Project,SmAsS,72x72x300,409fb7012c65fcc115ff8bfde5960d856ce92cb2e9207aea1c6ad3a388bb510b,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2013544.json.gz,22145575,1555200,12,orthorhombic,62.0,,,,,,
mp-560030,dev_bulk,bulk,Materials Project,CaF2,56x64x96,d83853f5d5035fd02b7858002ddd16524a467dd1833f79350e55173f0f17fe1a,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1782230.json.gz,4988392,344064,6,orthorhombic,26.0,,,,,,
mp-560341,dev_bulk,bulk,Materials Project,EuSi2(NO)2,108x108x112,97809dd615a6ffacfd3dcf4e970eb748f59f85af208260e2b415bada13a0fe36,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1842793.json.gz,19007265,1306368,28,triclinic,1.0,,,,,,
mp-567278,dev_bulk,bulk,Materials Project,Sr(Si3N4)2,120x120x120,1f6cf0c7c1a50317a99c9698d0b9e41857bc07246b11bccaa9d2d7781c4b3ec2,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2414530.json.gz,25448131,1728000,15,orthorhombic,44.0,,,,,,
mp-567394,dev_bulk,bulk,Materials Project,Ga(MoSe2)4,108x108x108,6c4ab47441855f2c46fe7f1bf96634ae59e730ed2269da135e98a27afdf95984,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2275522.json.gz,18292831,1259712,13,trigonal,160.0,,,,,,
mp-567699,dev_bulk,bulk,Materials Project,HgB2(CN)8,120x120x96,8a21f4946535396ce1dac5ab7f9ca74be94e0d4ea7ce65b7611ef15cde079c86,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1810399.json.gz,20182575,1382400,19,trigonal,164.0,,,,,,
mp-569678,dev_bulk,bulk,Materials Project,Rh4Pb5,96x96x240,f3f60ac0534f6f9cad46ad32f23b4c8c6c24a2a48c9cb24bf90019d34aa4ef39,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1975155.json.gz,32675122,2211840,18,orthorhombic,69.0,,,,,,
mp-569792,dev_bulk,bulk,Materials Project,CuBi,80x80x96,22d3d4daff06d5ee5b98a18d252c3acebee724c2a0de1801aa7d8a54f7e14738,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2901384.json.gz,5772319,614400,4,hexagonal,194.0,,,,,,
mp-606377,dev_bulk,bulk,Materials Project,Ce2Zn4Ru,108x108x80,0e45e0b19a3d39593a7bf6e4ea74dca55c7ff3e8f87d0c2d7ccda6108ba71f88,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1932159.json.gz,13007708,933120,14,tetragonal,129.0,,,,,,
mp-614489,dev_bulk,bulk,Materials Project,GdInCu2,72x72x72,dddca89da391db4ab473dd45b0fde451bdaa9f601661754445c48c9e09716321,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2294205.json.gz,3264264,373248,4,cubic,225.0,,,,,,
mp-6145,dev_bulk,bulk,Materials Project,Ba2LuRuO6,96x96x96,56e5af9172d445a843a5e4d79b85eb802d8c7776d84678025f5ed451106573f6,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2603031.json.gz,12212573,884736,10,cubic,225.0,,,,,,
mp-623043,dev_bulk,bulk,Materials Project,GdInRh,128x128x72,4f1fea3313595553fcde1bd9fca3fe390136f974fa25c674a42d093cdc53bac3,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2041430.json.gz,11924200,1179648,9,hexagonal,189.0,,,,,,
mp-626794,dev_bulk,bulk,Materials Project,Ni(HO)2,56x192x120,8dffbe6f883d4193d8c3c915320334131e982a497fa33825075627aedb22a937,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2350387.json.gz,18980293,1290240,20,trigonal,166.0,,,,,,
mp-631399,dev_bulk,bulk,Materials Project,OsPtCl2,72x72x72,2ec130eb8b59b0ca676579c9d696c35d7da6d95100c934e40f9c24035daaa032,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2442574.json.gz,5225185,373248,4,cubic,216.0,,,,,,
mp-644443,dev_bulk,bulk,Materials Project,CaP(HO3)2,128x128x84,9235c3af11e8fde8ddf2c1191050da667cba474e922a3557284c7973deed7614,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1921586.json.gz,20203778,1376256,20,monoclinic,9.0,,,,,,
mp-6586,dev_bulk,bulk,Materials Project,K2NaAlF6,96x96x96,fea2a8fd98f5c3a5d680edfd09c89ef9e45045dfe19d48550f6410450a1fd493,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2266741.json.gz,11830711,884736,10,cubic,225.0,,,,,,
mp-675781,dev_bulk,bulk,Materials Project,Cu3(Mo3S4)4,96x140x144,82171fa2c9a45b5cd769fdce945ddd0b9b1bb048159787f080ba63119be05f1f,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1878344.json.gz,28139156,1935360,31,triclinic,1.0,,,,,,
mp-676693,dev_bulk,bulk,Materials Project,KCN,84x96x108,0b0c34f4daca9035d8749c5be84b39b828c31908fca6365b935051ca8669bb76,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1834825.json.gz,12716531,870912,12,triclinic,1.0,,,,,,
mp-684706,dev_bulk,bulk,Materials Project,LaO3,72x140x72,1c5cf56beafd739ed3746ead8ea2b04fb12abc357a2eec2c0f12058049bf4161,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1921365.json.gz,10675770,725760,8,triclinic,2.0,,,,,,
mp-733522,dev_bulk,bulk,Materials Project,NiH12(NO6)2,96x120x180,e243e279d3f5e6c11910c63b452f69a29deb0daa6aadfc605a7f1647de60cd0a,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1826303.json.gz,30573889,2073600,54,triclinic,2.0,,,,,,
mp-733797,dev_bulk,bulk,Materials Project,ClO6,96x100x160,798a8b102aec74404320d38b4c89f01b590992fd04285adcd9f6413b2a6ef1d6,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1820845.json.gz,15780550,1536000,28,orthorhombic,62.0,,,,,,
mp-7359,dev_bulk,bulk,Materials Project,BaAgAs,72x72x140,e5869363aa4b922c8d5155a111b89931ed000ae0fda2b2f9bc74e41a7a40a974,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2293364.json.gz,7289580,725760,6,hexagonal,194.0,,,,,,
mp-744554,dev_bulk,bulk,Materials Project,K2FeP2H3(O4F)2,108x128x128,512fec85eddeee2a0d978c1a2c286fccd1703c783da69b2208679b97a6e47d44,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1873278.json.gz,26153076,1769472,36,triclinic,1.0,,,,,,
mp-752546,dev_bulk,bulk,Materials Project,LiTi4O8,96x96x96,fc44c0c23ff0d321e3ebf15c5e22b3d454d0415818306417e5ba0af19173c20c,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1921739.json.gz,12524029,884736,13,trigonal,166.0,,,,,,
mp-752703,dev_bulk,bulk,Materials Project,Li2CoNi3O8,84x84x84,af53ae2623c2367d7fee120c35b91353ff167ce8d93a0340c939703b47289225,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1779755.json.gz,8656934,592704,14,trigonal,166.0,,,,,,
mp-752866,dev_bulk,bulk,Materials Project,V4O7F5,80x80x140,7a955210ff3b7d6a0d6a259864819e9f57861349a6b98ac1006ca16a03786d77,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2235232.json.gz,13272745,896000,16,triclinic,1.0,,,,,,
mp-753183,dev_bulk,bulk,Materials Project,CaH4SO6,128x128x96,ebeafb3a46aa002aecc9ec27af8a64e975cde878b60c288632e645af677eb31c,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1924727.json.gz,22501206,1572864,24,monoclinic,15.0,,,,,,
mp-753334,dev_bulk,bulk,Materials Project,V4O7F5,80x80x140,2a56f0163866daa9f1a96a52549730cecf638d7c1d885a00c74be4c02771f7a3,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2214964.json.gz,13278679,896000,16,triclinic,1.0,,,,,,
mp-753392,dev_bulk,bulk,Materials Project,Li2NiOF2,48x48x192,55452d012ba89ffd0846ec2e8ed533be8521559d4cedc4538bdf02548a14e423,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1873243.json.gz,6243970,442368,12,tetragonal,129.0,,,,,,
mp-753521,dev_bulk,bulk,Materials Project,Li4Fe3Sb5O16,96x96x160,4a8045ce4651dc18a5edf901a90663fa44d5ee42b0aaf3d1fbe33509ada182a7,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1842245.json.gz,21748919,1474560,28,monoclinic,8.0,,,,,,
mp-753554,dev_bulk,bulk,Materials Project,LiCoPO4,80x140x160,781c6ba28a80fce8069e62fbd66ab29aeb02eeff07f82f7ce70f6df994417d3a,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1818886.json.gz,26507607,1792000,28,hexagonal,173.0,,,,,,
mp-754196,dev_bulk,bulk,Materials Project,Ba2SrI6,128x128x112,7b00f72b43f2474f87929c25d519bd1407c10c50493a07ef463e2912df158f55,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1820785.json.gz,26584454,1835008,9,trigonal,162.0,,,,,,
mp-756647,dev_bulk,bulk,Materials Project,K2YPCO7,108x96x160,2b2a092d34f15dfd06941aeaea6658641dfc179eb390626b73c0307b1af32181,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1817044.json.gz,24272269,1658880,24,monoclinic,11.0,,,,,,
mp-757220,dev_bulk,bulk,Materials Project,LuH6(ClO5)3,112x128x160,4f66a6c3b4f1c3f339e0c61a0de4731709185098a3494c7f647719f9675a73aa,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1887324.json.gz,33758789,2293760,50,triclinic,2.0,,,,,,
mp-758622,dev_bulk,bulk,Materials Project,Li3TiFe3O8,84x100x160,8182f09b4575fdfd4d849e0b984d72def392d436e34d4ef20d195150e95dd512,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1836207.json.gz,19652457,1344000,30,triclinic,1.0,,,,,,
mp-759554,dev_bulk,bulk,Materials Project,V3O2F5,80x80x252,91e140b170ecef77dfa97b405431849094d4794971a00dc816b6c542b0879fa5,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1822872.json.gz,16529584,1612800,40,orthorhombic,62.0,,,,,,
mp-760266,dev_bulk,bulk,Materials Project,Li2V2F7,80x120x196,f41c3f5930b1e38483ece9d059777e22605d5fc2eb5b60bdc591db7b422ab972,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1934887.json.gz,27967471,1881600,44,monoclinic,4.0,,,,,,
mp-763177,dev_bulk,bulk,Materials Project,Li2VO2F,80x96x112,43e688007b8fd9d08f8d8284da63a61616deb5262984bac5583ff341fa13b920,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1777509.json.gz,12784055,860160,24,triclinic,1.0,,,,,,
mp-7660,dev_bulk,bulk,Materials Project,BaRhF6,80x80x80,75962e65abf16d38d1744b6ad9aa976e41e4c2823325b16d50a496f954454980,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2258834.json.gz,7237839,512000,8,trigonal,166.0,,,,,,
mp-766093,dev_bulk,bulk,Materials Project,Ti4(Ni5O8)3,96x96x216,c0251cd9927f1943a6220c42eaf98c2568296df30da7acdfa2a50baa754b4b8b,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1821661.json.gz,29260145,1990656,43,trigonal,164.0,,,,,,
mp-768842,dev_bulk,bulk,Materials Project,Li24Mn5Cr7O36,80x160x200,b88f44db4754493d1102dbd972b818f5238c5ebef7c579a5b856cefe5ae6b58c,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1898954.json.gz,38039640,2560000,72,triclinic,1.0,,,,,,
mp-768987,dev_bulk,bulk,Materials Project,Li8BiO6,96x96x168,578712ad246ef2e3b6251149162cbc1ea9f1c2e0a6dabda4fcc3eb0f0a4ad7be,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1805888.json.gz,22628441,1548288,30,hexagonal,185.0,,,,,,
mp-771133,dev_bulk,bulk,Materials Project,Mn5Cr3O16,96x96x140,cf23a0b86ee3eea1c256a8a22e1513ff1e34b227a841cc1458c45cf0fbf6931c,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1777460.json.gz,19237039,1290240,24,monoclinic,8.0,,,,,,
mp-771903,dev_bulk,bulk,Materials Project,Fe5Cu(PO4)6,128x128x128,99a9f8ba47691c215e564ee14980de812c2bf1a690fe00fe5b0e280906b10e1d,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1819962.json.gz,31050378,2097152,36,trigonal,146.0,,,,,,
mp-771968,dev_bulk,bulk,Materials Project,LiCo8O9,80x80x100,8b76208c77ac500b420b019e8da38fe8a8df48716d474a2811866f67c14bf544,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1832700.json.gz,9419978,640000,18,triclinic,2.0,,,,,,
mp-772185,dev_bulk,bulk,Materials Project,Li6Hf2O7,96x96x160,bb53ad10ec8413d1407cbc21de46c1231f306ebe4783cac5b2e9c0cb8be7a9f3,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1813096.json.gz,21287909,1474560,30,monoclinic,15.0,,,,,,
mp-773101,dev_bulk,bulk,Materials Project,K3Li2Ta6(PO8)3,128x128x128,82cb46082204978e1791c3ced2a069f1cb3cf383dbe8da9674251c98dfb7d7bb,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1931832.json.gz,30695699,2097152,38,trigonal,146.0,,,,,,
mp-776076,dev_bulk,bulk,Materials Project,BaSiO3,96x120x216,4a3d1ec38a88889bd62b0e2cbfb29646b09ae1bc18083d4e6dca00f6789b47dc,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1937912.json.gz,35821038,2488320,40,monoclinic,14.0,,,,,,
mp-776331,dev_bulk,bulk,Materials Project,Zr5N5O2,84x84x140,884a4937ea10f2f04da5a3f142882ac290d0d8070f9a24ee1f077d737dbb3468,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2301727.json.gz,14115626,987840,12,monoclinic,8.0,,,,,,
mp-779079,dev_bulk,bulk,Materials Project,Ti3V2P6WO24,128x128x128,ad56d5f4f7e7a1daf18228a09cb0e556b84f5f8c09c0464a3f0c837ec9581273,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1822479.json.gz,31070026,2097152,36,trigonal,146.0,,,,,,
mp-782011,dev_bulk,bulk,Materials Project,Gd2Nb2N2O5,120x216x84,60b5452419fc1bb6e3f7ccc85133ba8476ff89d5af0ad314098c205da9a60088,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1887131.json.gz,32123586,2177280,44,triclinic,1.0,,,,,,
mp-849339,dev_bulk,bulk,Materials Project,Mn3O5F,108x84x84,40266b9d469acce0dcf259ae4f41cdf7e6d90cad42f252affe38faa0203df32d,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2226196.json.gz,11238976,762048,18,monoclinic,8.0,,,,,,
mp-864652,dev_bulk,bulk,Materials Project,Nd3MnAlS7,160x160x96,40928859d65a8181841c1e2e160e7ec6108f2a8e0aa992ad3c48cd379fef1765,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2609661.json.gz,35899530,2457600,24,hexagonal,173.0,,,,,,
mp-864965,dev_bulk,bulk,Materials Project,Mg2RhAu,80x80x80,77dcf5a861a9d9b1172b267d90f19abf4155760891fccd38a619d6d2ec869423,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2349919.json.gz,7179073,512000,4,cubic,225.0,,,,,,
mp-865006,dev_bulk,bulk,Materials Project,Dy2MgAl,80x80x80,81aba3fc720d4e816034ec2721329daea0daaffbd972650315ab94871856c3b9,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1932889.json.gz,6344686,512000,4,cubic,225.0,,,,,,
mp-865801,dev_bulk,bulk,Materials Project,LuPaTc2,80x80x80,79f8ede6ded161222d6e6990ebf9c1c5a43a4f61fb12dfeae60daa6e9caf8930,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1952187.json.gz,5063081,512000,4,cubic,225.0,,,,,,
mp-887511,dev_bulk,bulk,Materials Project,Fe5(OF4)2,72x96x216,dec8945a5280c84135ce8cfe22860ccbc2a861e51dde2d71cbf6321c672334f9,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1841408.json.gz,22111839,1492992,30,monoclinic,4.0,,,,,,
mp-8881,dev_bulk,bulk,Materials Project,AlAs,72x72x120,2c4e6fab7975418d7886c816226e4c88ccdafbcd7e4924815908395aca7c93ed,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2368341.json.gz,9007259,622080,4,hexagonal,186.0,,,,,,
mp-9437,dev_bulk,bulk,Materials Project,NbFeSb,72x72x72,0c6ad5af96b9f51121d39ec893c238fbed830e14ff64bb5d4a558c44139fff59,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2635715.json.gz,4754621,373248,3,cubic,216.0,,,,,,
mp-975795,dev_bulk,bulk,Materials Project,PrTm3,96x96x96,0f4b6475644e9ce151583316a06f64230351dd275a977100a40639cf7fa72cb1,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1805147.json.gz,12028133,884736,4,tetragonal,139.0,,,,,,
mp-976076,dev_bulk,bulk,Materials Project,NaAc2Sn,96x96x96,f658b0dbd492c5a18a678495561255ed20c979496f6140b8272e6f50c33ba9f4,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1932769.json.gz,11426393,884736,4,cubic,225.0,,,,,,
mp-977372,dev_bulk,bulk,Materials Project,Pm2SnHg,96x96x96,da33aa85089d606f5d62635a169e3665cc1943dc55ccbcb6578473cc3cc53361,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1977311.json.gz,11986370,884736,4,cubic,225.0,,,,,,
mp-982725,dev_bulk,bulk,Materials Project,Nb2RuW,72x72x72,78172e44f047be3eec5d71189c9dbd256276969ce4310e8c2e158b49f725bbde,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2335405.json.gz,5125072,373248,4,cubic,225.0,,,,,,
mp-985702,dev_bulk,bulk,Materials Project,AgPb3,108x108x84,6e5230a7d46e7e7461ec5af1075e9b41f332948d68b739f8e2d47f8c94807edf,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1775246.json.gz,14005094,979776,8,hexagonal,194.0,,,,,,
mp-998512,dev_bulk,bulk,Materials Project,InPbCl3,112x112x160,bf81a7986870e500ce5a68184427157a8019392ed637444d0c195be123085933,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-1812751.json.gz,20169682,2007040,10,orthorhombic,63.0,,,,,,
mp-998613,dev_bulk,bulk,Materials Project,KGeCl3,128x128x128,f67a600b83d85d43ed2a9400865132515414bc382a36d40a8a28c8e0ef53846a,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2052735.json.gz,30787627,2097152,10,trigonal,161.0,,,,,,
mp-998744,dev_bulk,bulk,Materials Project,TlGeCl3,80x80x80,e771f6531c552fb1e4a062fe0f2ce236758a8230f1256dc2f7a6d43f97e0f095,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2308507.json.gz,7469439,512000,5,monoclinic,8.0,,,,,,
mp-999450,dev_bulk,bulk,Materials Project,NaSmSe2,128x128x128,d060bd945f19e753028d8c844963c9dbfd1042aa290fc6fa21572c35af7217c7,https://materialsproject-parsed.s3.amazonaws.com/chgcars/mp-2455061.json.gz,30549986,2097152,4,trigonal,166.0,,,,,,
