material,sentinel,variant,kind,domain_max_e,integrand_max_e,total_max_e,domain_to_integrand,migration_fraction,closure_max_e
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_global_1701,spatial_control,0.019188417232246735,5.935979567439631e-06,0.019185926000000464,3232.561199755491,0.0032708241475602586,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_shift_1701,spatial_control,0.02779167818750139,1.794654984088595e-05,0.02779979570000002,1548.5805591549527,0.0029637896825396824,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_stratified_1701,spatial_control,0.017139249590481853,8.46502455864595e-06,0.017147257599999577,2024.7135104854813,0.0032921810699588477,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_global_1702,spatial_control,0.028654407224316003,9.091446887765642e-06,0.028656891100000692,3151.7983416782904,0.0035376708553791886,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_shift_1702,spatial_control,0.021931494961000553,1.124430850296676e-05,0.021937391699999864,1950.4529740725297,0.0032310956790123457,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_stratified_1702,spatial_control,0.009286433916559034,8.37954763355242e-06,0.009290990200000238,1108.2261623975219,0.0031201774691358023,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_global_1703,spatial_control,0.00901840924059627,6.670120283658321e-06,0.009015023399999933,1352.06096098315,0.0030632256760728983,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_shift_1703,spatial_control,0.03080404244595414,1.725372507266343e-05,0.030803494600000647,1785.356050141291,0.002025922251616696,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.0001_stratified_1703,spatial_control,0.027025114017556362,8.656093884340521e-06,0.02703194130000064,3122.0911393355705,0.003691762198706643,0.0
nomad-3Rqsfa2-hyu7,False,zfp_0.001,codec,0.023648108955654834,6.523153803428272e-05,0.023701867599999815,362.5256995048387,0.01130883487654321,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001,codec,0.06882002990074731,0.0013955517121839733,0.06911375109999973,49.31385150396697,0.017215286963550853,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_global_1701,spatial_control,0.07298307335021725,0.0010210404314072719,0.07363568839999957,71.47912179111918,0.040959362139917695,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_shift_1701,spatial_control,0.04474593933910498,0.0014235484472120419,0.04414137690000075,31.43267756481205,0.02713661081716637,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_stratified_1701,spatial_control,0.07388078854781455,0.0010465554300846946,0.07441373480000024,70.59424319439591,0.03852214689888301,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_global_1702,spatial_control,0.08583769897077254,0.0010590461224886383,0.08648380870000061,81.051898635976,0.04090516607877719,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_shift_1702,spatial_control,0.03733157180928437,0.001301098230495512,0.03764871110000101,28.692354608050586,0.024030212007642562,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_stratified_1702,spatial_control,0.09137570471920142,0.001107085668083485,0.09188097520000049,82.53715801179607,0.03897546480011758,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_global_1703,spatial_control,0.08735185836098758,0.0010606061315989734,0.08797937539999978,82.36031808461792,0.04154518481775426,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_shift_1703,spatial_control,0.05723118926035298,0.0016028548058635295,0.05761011370000091,35.70578510978727,0.021559239050558496,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.0001_stratified_1703,spatial_control,0.09444790362391764,0.0010590143718598455,0.09497883030000054,89.18472320450934,0.03815264917695473,0.0
nomad-3Rqsfa2-hyu7,False,sz3_0.001,codec,0.1509721754328215,0.012116318316323316,0.14659754120000024,12.460235154884396,0.07313942166372722,0.0
nomad-3Rqsfa2-hyu7,False,sperr_0.0001,codec,0.08094893763461464,3.415105276793895e-05,0.08095580210000008,2370.32041690409,0.03953855268959436,0.0
nomad-3Rqsfa2-hyu7,False,sperr_0.0001_global_1701,spatial_control,0.1122837940995165,3.701135964995217e-05,0.11226200189999958,3033.7657184572413,0.04567143408289242,0.0
nomad-3Rqsfa2-hyu7,False,sperr_0.0001_shift_1701,spatial_control,0.05525215070898071,4.014445140221312e-05,0.05525791930000068,1376.3334353582602,0.0401664002792475,0.0
