material,domain,sentinel,solver,codec,control,codec_error_e,control_median_error_e,difference_e,ratio,relative_linf_mismatch_max,max_added_negative_fraction
mp-1178256,bulk,False,baderkit_ongrid,sperr,global,0.010632465999998786,0.008800973199999618,-0.0018314927999991681,0.8277452474337207,0.0,0.0
mp-1178256,bulk,False,baderkit_ongrid,sperr,shift,0.010632465999998786,0.00913896029999961,-0.0014935056999991758,0.8595334610052506,0.0,0.0
mp-1178256,bulk,False,baderkit_ongrid,sperr,stratified,0.010632465999998786,0.00856110859999859,-0.0020713574000001955,0.8051856079294839,0.0,0.0
mp-1178256,bulk,False,henkelman_ongrid,zfp,global,0.0020250000000006096,0.0015290000000005577,-0.000496000000000052,0.7550617283951098,0.0,0.0
mp-1178256,bulk,False,henkelman_ongrid,zfp,shift,0.0020250000000006096,0.001236000000000459,-0.0007890000000001507,0.6103703703704133,4.2403128964136224e-13,0.0
mp-1178256,bulk,False,henkelman_ongrid,zfp,stratified,0.0020250000000006096,0.0013630000000004472,-0.0006620000000001625,0.6730864197531046,0.0,0.0
mp-1178256,bulk,False,henkelman_ongrid,sz3,global,0.006088000000000093,0.009501000000000204,0.0034130000000001104,1.5606110381077625,0.0,0.0
mp-1178256,bulk,False,henkelman_ongrid,sz3,shift,0.006088000000000093,0.007995000000001085,0.0019070000000009912,1.313239159001472,0.0,0.0
mp-1178256,bulk,False,henkelman_ongrid,sz3,stratified,0.006088000000000093,0.009750999999999621,0.0036629999999995277,1.6016754270695583,0.0,0.0
mp-1178256,bulk,False,henkelman_ongrid,sperr,global,0.010632000000001085,0.008801000000000059,-0.0018310000000010263,0.8277840481564297,0.0,0.0
mp-1178256,bulk,False,henkelman_ongrid,sperr,shift,0.010632000000001085,0.009139000000001118,-0.0014929999999999666,0.8595748683220641,0.0,0.0
mp-1178256,bulk,False,henkelman_ongrid,sperr,stratified,0.010632000000001085,0.008561000000000263,-0.002071000000000822,0.8052106847253,0.0,0.0
mp-1178256,bulk,False,henkelman_neargrid,zfp,global,0.00035299999999871545,0.0004120000000007451,5.900000000202965e-05,1.1671388102046583,0.0,0.0
mp-1178256,bulk,False,henkelman_neargrid,zfp,shift,0.00035299999999871545,0.00041800000000158377,6.500000000286832e-05,1.1841359773459061,4.2403128964136224e-13,0.0
mp-1178256,bulk,False,henkelman_neargrid,zfp,stratified,0.00035299999999871545,0.0005119999999987357,0.00015900000000002024,1.4504249291801667,0.0,0.0
mp-1178256,bulk,False,henkelman_neargrid,sz3,global,0.0018830000000011893,0.00232800000000033,0.00044499999999914053,1.2363250132760804,0.0,0.0
mp-1178256,bulk,False,henkelman_neargrid,sz3,shift,0.0018830000000011893,0.0031090000000002505,0.0012259999999990612,1.6510886882624995,0.0,0.0
mp-1178256,bulk,False,henkelman_neargrid,sz3,stratified,0.0018830000000011893,0.002391000000000254,0.0005079999999990648,1.269782262346651,0.0,0.0
mp-1178256,bulk,False,henkelman_neargrid,sperr,global,0.0026710000000012,0.001696000000000808,-0.0009750000000003922,0.6349681767128588,0.0,0.0
mp-1178256,bulk,False,henkelman_neargrid,sperr,shift,0.0026710000000012,0.002071000000000822,-0.000600000000000378,0.7753650318232466,0.0,0.0
mp-1178256,bulk,False,henkelman_neargrid,sperr,stratified,0.0026710000000012,0.001848000000000738,-0.0008230000000004623,0.691875701984241,0.0,0.0
mp-1261118,bulk,False,baderkit_ongrid,zfp,global,0.006409089299999948,0.008613191500000283,0.002204102200000335,1.343902557263534,0.0,1.0932944606413945e-06
mp-1261118,bulk,False,baderkit_ongrid,zfp,shift,0.006409089299999948,0.009700519599999069,0.0032914302999991207,1.513556629644581,0.0,1.0932944606413945e-06
mp-1261118,bulk,False,baderkit_ongrid,zfp,stratified,0.006409089299999948,0.008397463199999677,0.001988373899999729,1.3102428140609221,0.0,7.288629737609297e-07
mp-1261118,bulk,False,baderkit_ongrid,sz3,global,0.05660401220000111,0.14091042549999955,0.08430641329999844,2.4894070229883245,3.2064733656801107e-14,4.737609329446063e-06
mp-1261118,bulk,False,baderkit_ongrid,sz3,shift,0.05660401220000111,0.09798397640000012,0.04137996419999901,1.731042952464034,0.0,5.466472303207e-06
mp-1261118,bulk,False,baderkit_ongrid,sz3,stratified,0.05660401220000111,0.12485621400000024,0.06825220179999913,2.205783815444761,0.0,1.4577259475218661e-06
mp-1261118,bulk,False,baderkit_ongrid,sperr,global,0.015074990799998744,0.0730240817000003,0.057949090900001554,4.84405481030253,0.0,-3.6443148688046484e-07
mp-1261118,bulk,False,baderkit_ongrid,sperr,shift,0.015074990799998744,0.059461594400000095,0.04438660360000135,3.9443867786642395,0.0,2.5510204081632674e-06
mp-1261118,bulk,False,baderkit_ongrid,sperr,stratified,0.015074990799998744,0.04928477260000008,0.03420978180000134,3.269306976957106,0.0,-1.4577259475218661e-06
mp-1261118,bulk,False,henkelman_ongrid,zfp,global,0.006409000000000109,0.008612999999999982,0.0022039999999998727,1.3438914027149065,0.0,1.0932944606413945e-06
mp-1261118,bulk,False,henkelman_ongrid,zfp,shift,0.006409000000000109,0.009700999999999738,0.0032919999999996286,1.5136526759244144,0.0,1.0932944606413945e-06
mp-1261118,bulk,False,henkelman_ongrid,zfp,stratified,0.006409000000000109,0.008397000000000432,0.001988000000000323,1.3101887970042578,0.0,7.288629737609297e-07
mp-1261118,bulk,False,henkelman_ongrid,sz3,global,0.05980699999999928,0.13068499999999972,0.07087800000000044,2.185112110622524,3.2064733656801107e-14,4.737609329446063e-06
mp-1261118,bulk,False,henkelman_ongrid,sz3,shift,0.05980699999999928,0.10539900000000024,0.045592000000000965,1.7623187921146608,0.0,5.466472303207e-06
mp-1261118,bulk,False,henkelman_ongrid,sz3,stratified,0.05980699999999928,0.12478499999999926,0.06497799999999998,2.0864614510007318,0.0,1.4577259475218661e-06
mp-1261118,bulk,False,henkelman_ongrid,sperr,global,0.015074999999999505,0.07353199999999971,0.0584570000000002,4.877744610282065,0.0,-3.6443148688046484e-07
